company_id,company_name,scenario_id,plan_id,facility_id,facility_name,region,transition_year,baseline_technology_id,baseline_technology_name,technology_id,technology_name,aligned_capex_bn_krw,incremental_capex_bn_krw,capacity_mtpa,output_mt,baseline_emissions_mtco2,emissions_2030_mtco2,emissions_2040_mtco2,residual_emissions_mtco2,annual_avoided_emissions_mtco2,cumulative_avoided_emissions_mtco2,base_case_gross_cost_bn_krw,base_case_policy_support_bn_krw,base_case_net_cost_bn_krw,base_case_capex_cost_bn_krw,base_case_fixed_opex_cost_bn_krw,base_case_electricity_cost_bn_krw,base_case_hydrogen_cost_bn_krw,base_case_contract_premium_bn_krw,base_case_carbon_value_bn_krw,data_status,source_note
POSCO_KR,POSCO,ACCELERATED_15C,P3,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,71.300373,11290.831,1928.923,9361.908,3792.327,295.74,1311.15,9617.294,61.875,-3787.555,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P3,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,-48.656,9.432,-58.089,62.553,14.814,42.986,0.0,0.522,-169.532,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,ACCELERATED_15C,P4,POS-POH-N,포항제철소 BF 블록 A,포항,2028,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4592.0,2952.0,8.2,7.599998,15.775574,3.419999,3.419999,3.419999,12.355575,160.622473,-462.119,507.821,-969.939,2513.964,498.029,4771.916,0.0,72.859,-8318.885,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P4,POS-POH-S,포항제철소 BF 블록 B,포항,2031,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4144.0,2664.0,7.4,6.800001,14.114992,14.114992,3.06,3.06,11.054992,110.549922,-453.363,390.275,-843.638,1932.055,313.741,3116.791,0.0,50.488,-5866.439,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P4,POS-GWY-W,광양제철소 BF 블록 A,광양,2034,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,124.736298,18973.485,3781.234,15192.251,4453.107,562.858,2424.063,17968.676,230.49,-6665.708,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P4,POS-GWY-E,광양제철소 BF 블록 B,광양,2036,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,89.125466,13755.45,2844.316,10911.134,4000.905,380.113,1669.535,12286.606,167.284,-4748.992,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P4,POS-GWY-EAF,광양 기존 EAF 블록,광양,2032,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.5721,-56.748,9.998,-66.746,65.994,17.153,49.235,0.0,1.152,-190.282,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,ACCELERATED_15C,P5,POS-POH-N,포항제철소 BF 블록 A,포항,2028,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4592.0,2952.0,8.2,7.599998,15.775574,3.419999,3.419999,3.419999,12.355575,160.622473,-410.617,510.963,-921.58,2513.964,498.029,4771.916,0.0,124.36,-8318.885,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P5,POS-POH-S,포항제철소 BF 블록 B,포항,2031,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6660.0,5180.0,7.4,6.800001,14.114992,14.114992,1.36,1.36,12.754992,127.549923,20207.627,5275.577,14932.049,3756.773,588.264,2560.221,19645.832,425.096,-6768.561,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P5,POS-GWY-W,광양제철소 BF 블록 A,광양,2034,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,124.736298,19149.771,5042.965,14106.806,4453.107,562.858,2424.063,17968.676,406.775,-6665.708,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P5,POS-GWY-E,광양제철소 BF 블록 B,광양,2036,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,89.125466,13882.055,3693.442,10188.613,4000.905,380.113,1669.535,12286.606,293.889,-4748.992,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P5,POS-GWY-EAF,광양 기존 EAF 블록,광양,2032,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.5721,-55.966,10.06,-66.026,65.994,17.153,49.235,0.0,1.934,-190.282,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,ACCELERATED_15C,P6,POS-POH-N,포항제철소 BF 블록 A,포항,2028,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,7380.0,5740.0,8.2,7.599998,15.775574,1.52,1.52,1.52,14.255574,185.322466,31885.598,10532.348,21353.25,4888.262,933.804,3919.788,30563.71,1178.17,-9598.136,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P6,POS-POH-S,포항제철소 BF 블록 B,포항,2030,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6660.0,5180.0,7.4,6.800001,14.114992,1.36,1.36,1.36,12.754992,140.304916,23059.49,7601.061,15458.428,3963.396,666.308,2866.569,22102.804,865.766,-7405.354,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P6,POS-GWY-W,광양제철소 BF 블록 A,광양,2033,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,142.555769,22419.124,7358.665,15060.459,4698.028,661.901,2820.903,20996.458,853.269,-7611.436,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P6,POS-GWY-E,광양제철소 BF 블록 B,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,106.95056,16727.913,5464.104,11263.809,4220.954,469.127,2040.833,15070.448,638.205,-5711.654,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P6,POS-GWY-EAF,광양 기존 EAF 블록,광양,2031,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.969,-61.86,10.754,-72.614,69.624,19.62,55.69,0.0,3.826,-210.619,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,ACCELERATED_15C,P7,POS-POH-N,포항제철소 BF 블록 A,포항,2028,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,7380.0,5740.0,8.2,7.599998,15.775574,1.52,1.52,1.52,14.255574,185.322466,32399.39,11849.385,20550.005,4888.262,933.804,3919.788,30563.71,1691.962,-9598.136,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P7,POS-POH-S,포항제철소 BF 블록 B,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6660.0,5180.0,7.4,6.800001,14.114992,1.36,1.36,1.36,12.754992,153.059908,26143.463,9542.138,16601.325,4181.383,748.644,3182.191,24668.192,1376.518,-8013.464,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P7,POS-GWY-W,광양제철소 BF 블록 A,광양,2032,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,160.37524,25954.608,9407.714,16546.894,4956.419,766.392,3230.976,24153.987,1389.864,-8543.03,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P7,POS-GWY-E,광양제철소 BF 블록 B,광양,2034,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,124.775653,19815.395,7128.028,12687.367,4453.107,563.036,2424.828,17974.345,1067.891,-6667.811,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,P7,POS-GWY-EAF,광양 기존 EAF 블록,광양,2030,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.1134,0.1134,0.1134,0.3969,4.3659,-66.458,11.489,-77.947,73.453,22.223,62.353,0.0,5.946,-230.434,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,POS-POH-N,포항제철소 BF 블록 A,포항,2027,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4592.0,2952.0,8.2,7.599998,15.775574,3.419999,3.419999,3.419999,12.355575,172.978048,-373.806,532.568,-906.374,2652.232,552.654,5226.95,0.0,31.517,-8837.159,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,POS-POH-S,포항제철소 BF 블록 B,포항,2030,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4144.0,2664.0,7.4,6.800001,14.114992,3.06,3.06,3.06,11.054992,121.604914,-512.829,409.294,-922.123,2038.318,355.364,3489.736,0.0,22.112,-6418.36,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,POS-GWY-W,광양제철소 BF 블록 A,광양,2033,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,142.555769,21637.923,2481.075,19156.847,4698.028,661.901,2820.903,20996.458,72.069,-7611.436,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,POS-GWY-E,광양제철소 BF 블록 B,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,106.95056,16144.896,2021.496,14123.4,4220.954,469.127,2040.833,15070.448,55.188,-5711.654,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,ACCELERATED_15C,CURRENT,POS-GWY-EAF,광양 기존 EAF 블록,광양,2031,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.969,-65.184,10.485,-75.669,69.624,19.62,55.69,0.0,0.501,-210.619,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-POH-N,포항제철소 BF 블록 A,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,2050.0,410.0,8.2,7.599998,15.775574,14.439996,14.439996,14.439996,1.335578,16.026936,-13.764,0.0,-13.764,330.959,167.344,70.254,0.0,0.0,-582.32,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-POH-S,포항제철소 BF 블록 B,포항,2032,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,1850.0,370.0,7.4,6.800001,14.114992,14.114992,12.920001,12.920001,1.194991,10.754922,9.531,0.0,9.531,254.352,102.858,44.141,0.0,0.0,-391.819,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-GWY-W,광양제철소 BF 블록 A,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,5768.0,3708.0,10.3,9.499999,19.719471,19.719471,4.275,4.275,15.444471,92.666828,1274.002,325.616,948.385,2170.777,263.8,2193.372,0.0,0.0,-3353.947,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,5768.0,3708.0,10.3,9.502996,19.725693,19.725693,4.276348,4.276348,15.449344,61.797377,1297.81,292.551,1005.259,1950.339,166.354,1399.213,0.0,0.0,-2218.097,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,0.246,6.255,-6.009,62.553,14.814,38.405,0.0,0.0,-115.527,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P2,POS-POH-N,포항제철소 BF 블록 A,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,2050.0,410.0,8.2,7.599998,15.775574,14.439996,14.439996,14.439996,1.335578,16.026936,-12.997,0.0,-12.997,330.959,167.344,70.254,0.0,0.767,-582.32,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P2,POS-POH-S,포항제철소 BF 블록 B,포항,2032,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,1850.0,370.0,7.4,6.800001,14.114992,14.114992,12.920001,12.920001,1.194991,10.754922,10.106,0.0,10.106,254.352,102.858,44.141,0.0,0.575,-391.819,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P2,POS-GWY-W,광양제철소 BF 블록 A,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,5768.0,3708.0,10.3,9.499999,19.719471,19.719471,4.275,4.275,15.444471,92.666828,1281.633,326.268,955.366,2170.777,263.8,2193.372,0.0,7.632,-3353.947,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P2,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,71.300373,11451.871,1050.235,10401.636,3792.327,295.74,1153.737,8751.189,18.066,-2559.188,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P2,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,0.429,6.268,-5.839,62.553,14.814,38.405,0.0,0.183,-115.527,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P3,POS-POH-N,포항제철소 BF 블록 A,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,2050.0,410.0,8.2,7.599998,15.775574,14.439996,14.439996,14.439996,1.335578,16.026936,-11.71,0.0,-11.71,330.959,167.344,70.254,0.0,2.054,-582.32,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P3,POS-POH-S,포항제철소 BF 블록 B,포항,2032,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,1850.0,370.0,7.4,6.800001,14.114992,14.114992,12.920001,12.920001,1.194991,10.754922,11.065,0.0,11.065,254.352,102.858,44.141,0.0,1.534,-391.819,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P3,POS-GWY-W,광양제철소 BF 블록 A,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,106.916827,16507.886,1792.019,14715.867,4220.954,468.979,1808.57,13797.051,82.038,-3869.706,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
