company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,scenario_id,scenario_feasible,carbon_budget_feasible,physical_constraints_feasible,common_avoided_emissions_mtco2,candidate_path_count,expected_cost_p50_kkrw_per_tco2_mean,expected_cost_p50_kkrw_per_tco2_std,net_economic_cost_p50_kkrw_per_tco2_common_denominator_mean,net_economic_cost_p50_kkrw_per_tco2_common_denominator_std,tcar_kkrw_per_tco2_mean,tcar_kkrw_per_tco2_std,absolute_npv_p50_bn_krw_mean,absolute_npv_p50_bn_krw_std,absolute_npv_p90_bn_krw_mean,absolute_npv_p90_bn_krw_std,aligned_capex_bn_krw_mean,aligned_capex_bn_krw_std,net_cash_cost_after_support_p50_bn_krw_mean,net_cash_cost_after_support_p50_bn_krw_std,avoided_carbon_cost_value_p50_bn_krw_mean,avoided_carbon_cost_value_p50_bn_krw_std,policy_support_value_p50_bn_krw_mean,policy_support_value_p50_bn_krw_std,scenario_regret_p50_kkrw_per_tco2_mean,scenario_regret_p50_kkrw_per_tco2_std,electricity_variance_share_mean,electricity_variance_share_std,hydrogen_variance_share_mean,hydrogen_variance_share_std,capex_variance_share_mean,capex_variance_share_std
POSCO_KR,POSCO,CAND-44C957BBFA61A4,P1,PORT-96133A6427FE,DISCLOSED_PATH,True,True,True,430.20423,100,72.174569,0.870611,72.174569,0.870611,20.156715,1.633915,31049.805333,374.540564,39721.309,977.409424,26602.0,0.0,46647.741333,374.540564,15597.937,0.0,2388.108,54.489286,62.914746,1.136789,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-44C957BBFA61A4,P1,PORT-96133A6427FE,ACCELERATED_15C,True,True,True,430.20423,100,61.153146,1.002337,61.153146,1.002337,22.113624,1.16816,26308.342,431.209334,35821.716333,822.534772,26602.0,0.0,49091.803333,431.209678,22783.461,0.0,3235.339667,72.89991,41.215455,1.095512,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-1205E8D72A4654,P3,PORT-A620DB8F058C,DISCLOSED_PATH,True,True,True,434.951232,100,77.753124,0.375492,77.753124,0.375492,15.957019,2.229704,33818.817,163.320735,40759.342,1021.863366,26602.0,0.0,49591.421333,163.321176,15772.604,0.0,4347.657,34.67846,68.4933,0.780573,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-1205E8D72A4654,P3,PORT-A620DB8F058C,ACCELERATED_15C,True,True,True,434.951232,100,65.514838,0.499896,65.514838,0.499896,17.108135,2.582662,28495.759333,217.43015,35936.964,1022.764168,26602.0,0.0,51535.426667,217.429925,23039.667,0.0,6094.559667,54.958151,45.577147,0.263863,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-0CC63FAC54D3C0,P2,PORT-A620DB8F058C,DISCLOSED_PATH,True,True,True,434.951232,100,80.451623,0.46176,80.451623,0.46176,20.000357,2.846886,34992.532667,200.843213,43691.712333,1290.724441,26602.0,0.0,50765.137,200.843279,15772.604,0.0,3209.738333,58.838493,71.1918,0.866718,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-0CC63FAC54D3C0,P2,PORT-A620DB8F058C,ACCELERATED_15C,True,True,True,434.951232,100,69.415456,0.656644,69.415456,0.656644,21.817808,3.27259,30192.338,285.607896,39682.020667,1279.179964,26602.0,0.0,53232.005667,285.608086,23039.667,0.0,4418.086667,76.374472,49.477765,0.167147,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-F5CF3CBE63EF2D,P1,PORT-A620DB8F058C,DISCLOSED_PATH,True,True,True,434.951232,100,82.325685,0.522972,82.325685,0.522972,23.183393,3.323841,35807.658,227.467476,45891.303667,1501.96639,26602.0,0.0,51580.262333,227.466953,15772.604,0.0,2421.322,65.406609,73.065861,0.926261,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-F5CF3CBE63EF2D,P1,PORT-A620DB8F058C,ACCELERATED_15C,True,True,True,434.951232,100,72.095633,0.793657,72.095633,0.793657,25.525997,3.777505,31358.084,345.202097,42460.648,1467.007507,26602.0,0.0,54397.751667,345.202276,23039.667,0.0,3282.524,89.456947,52.157942,0.193551,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-7D117A922A194C,P5,PORT-66E75B54664A,DISCLOSED_PATH,True,True,True,505.60626,100,91.700034,0.281305,91.700034,0.281305,7.638666,0.731808,46364.111333,142.229753,50226.269,512.096632,30104.0,0.0,64697.801667,142.229227,18333.69,0.0,10305.007667,23.483172,82.440211,0.526615,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-7D117A922A194C,P5,PORT-66E75B54664A,ACCELERATED_15C,True,True,True,505.60626,100,76.637604,0.271669,76.637604,0.271669,7.737269,0.743612,38748.452667,137.357298,42660.464667,513.010753,30104.0,0.0,65440.881,137.357816,26692.429,0.0,14749.75,38.598703,56.699914,0.856756,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-00B5592B22DA24,P4,PORT-66E75B54664A,DISCLOSED_PATH,True,True,True,505.60626,100,96.043861,0.412909,96.043861,0.412909,12.955146,1.495614,48560.377667,208.76905,55110.580333,961.765557,30104.0,0.0,66894.068,208.769515,18333.69,0.0,7893.977333,27.792017,86.784038,0.576088,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-00B5592B22DA24,P4,PORT-66E75B54664A,ACCELERATED_15C,True,True,True,505.60626,100,83.276857,0.387225,83.276857,0.387225,13.562316,1.683413,42105.300333,195.783326,48962.492333,1038.497918,30104.0,0.0,68797.729,195.783476,26692.429,0.0,11248.054,35.1565,63.339167,0.986977,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-DDC1E605504409,P3,PORT-077F7C54FB04,DISCLOSED_PATH,True,True,True,444.454229,100,96.905535,0.910496,96.905535,0.910496,18.945551,2.523082,43070.074667,404.674223,51490.505,1024.660181,30104.0,0.0,59183.770667,404.674223,16113.696,0.0,5464.280667,10.363286,87.645712,1.443709,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-DDC1E605504409,P3,PORT-077F7C54FB04,ACCELERATED_15C,True,True,True,444.454229,100,85.636826,1.090699,85.636826,1.090699,20.008408,2.55979,38061.65,484.765568,46954.471,1004.639988,30104.0,0.0,61606.127,484.765568,23544.477,0.0,7693.109333,62.702715,65.699136,0.401667,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-E3FBD935777392,P2,PORT-077F7C54FB04,DISCLOSED_PATH,True,True,True,444.454229,100,100.362203,1.154661,100.362203,1.154661,23.683772,3.186911,44606.405667,513.194321,55132.758333,1279.775484,30104.0,0.0,60720.101333,513.193785,16113.696,0.0,4006.669,62.80554,91.10238,1.688325,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-E3FBD935777392,P2,PORT-077F7C54FB04,ACCELERATED_15C,True,True,True,444.454229,100,90.651545,1.405636,90.651545,1.405636,25.626739,3.270044,40290.462667,624.741087,51680.375333,1311.662522,30104.0,0.0,63834.939667,624.741087,23544.477,0.0,5533.705,92.517348,70.713854,0.712475,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-A6713428AA1463,P1,PORT-077F7C54FB04,DISCLOSED_PATH,True,True,True,444.454229,100,102.789169,1.314839,102.789169,1.314839,27.217038,3.627912,45685.080667,584.385377,57781.808,1448.181659,30104.0,0.0,61798.776667,584.385377,16113.696,0.0,2994.592667,59.088488,93.529345,1.848505,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-A6713428AA1463,P1,PORT-077F7C54FB04,ACCELERATED_15C,True,True,True,444.454229,100,94.154941,1.614106,94.154941,1.614106,29.92135,3.839265,41847.562,717.396283,55146.232667,1547.069027,30104.0,0.0,65392.039,717.396283,23544.477,0.0,4073.523667,79.415439,74.217251,0.920728,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,DISCLOSED_PATH,True,True,True,261.543846,100,9.259823,0.533682,9.259823,0.533682,7.821481,0.697003,2421.85,139.581163,4467.510333,243.994944,15097.0,0.0,11910.017,139.581163,9488.167,0.0,697.331667,16.478309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,ACCELERATED_15C,False,False,True,261.543846,100,-5.652314,0.394134,-5.652314,0.394134,8.472262,0.87803,-1478.327667,103.083319,737.54,300.208411,15097.0,0.0,12330.319333,103.083319,13808.647,0.0,930.788,21.904143,-25.590005,1.082519,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-63781C106D5099,P1,PORT-41705C04BF44,DISCLOSED_PATH,True,True,True,234.011233,100,10.776952,0.310645,10.776952,0.310645,7.06618,0.201438,2521.927667,72.694242,4175.493333,118.669306,15097.0,0.0,10997.024333,72.694289,8475.096,0.0,673.951,9.273353,1.517129,0.239105,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-63781C106D5099,P1,PORT-41705C04BF44,ACCELERATED_15C,False,False,True,234.011233,100,-4.112225,0.340619,-4.112225,0.340619,7.831361,0.375781,-962.307,79.709071,870.319333,167.119117,15097.0,0.0,11360.345667,79.70854,12322.652,0.0,899.727667,12.352397,-24.049916,1.028792,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-455C0CE17360E6,P1,PORT-DE64C6FAC717,DISCLOSED_PATH,True,True,True,184.421263,100,12.098239,0.348551,12.098239,0.348551,9.121961,1.591323,2231.172667,64.280379,3913.456333,265.392317,15748.0,0.0,8892.882667,64.280379,6661.71,0.0,638.511333,9.494131,2.838415,0.88124,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-455C0CE17360E6,P1,PORT-DE64C6FAC717,ACCELERATED_15C,False,False,True,184.421263,100,-3.33741,0.644985,-3.33741,0.644985,9.249037,2.26304,-615.489333,118.948767,1090.229667,340.214976,15748.0,0.0,9197.62,118.948848,9813.109,0.0,852.396,12.776142,-23.275101,0.163012,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-9863577C4A48D7,P2,PORT-CEF57596D771,DISCLOSED_PATH,True,True,True,332.254237,100,38.890749,0.608257,38.890749,0.608257,11.562975,1.553138,12921.616333,202.096013,16763.463333,538.80879,20893.0,0.0,24970.747333,202.096013,12049.131,0.0,1745.566,12.716757,29.630926,1.139803,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-9863577C4A48D7,P2,PORT-CEF57596D771,ACCELERATED_15C,False,False,True,332.254237,100,25.748291,0.698247,25.748291,0.698247,12.433045,1.799463,8554.978667,231.995502,12685.910667,592.620286,20893.0,0.0,26109.533333,231.995693,17554.554,0.0,2381.862667,26.609274,5.8106,0.169155,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-D474BBC66D4C3C,P1,PORT-CEF57596D771,DISCLOSED_PATH,True,True,True,332.254237,100,39.778464,0.740421,39.778464,0.740421,13.303059,1.849517,13216.563333,246.008029,17636.561,664.736645,20893.0,0.0,25265.694667,246.007812,12049.131,0.0,1514.96,17.127258,30.518641,1.26415,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-D474BBC66D4C3C,P1,PORT-CEF57596D771,ACCELERATED_15C,False,False,True,332.254237,100,26.91829,0.920147,26.91829,0.920147,14.537118,2.098099,8943.716,305.722814,13773.735,674.314722,20893.0,0.0,26498.270333,305.722604,17554.554,0.0,2046.165667,24.329884,6.9806,0.317615,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-DA7B74C24222D6,P2,PORT-802EEF341C7A,DISCLOSED_PATH,True,True,True,326.164221,100,40.114084,1.16207,40.114084,1.16207,11.590934,2.025443,13083.779,379.025494,16864.327,476.591375,21792.0,0.0,24891.368667,379.026005,11807.59,0.0,1792.846333,5.989708,30.854261,1.690607,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-DA7B74C24222D6,P2,PORT-802EEF341C7A,ACCELERATED_15C,False,False,True,326.164221,100,26.684381,1.229825,26.684381,1.229825,12.966353,2.10108,8703.490667,401.124894,12932.651,456.331449,21792.0,0.0,25944.843667,401.124894,17241.353,0.0,2446.266,4.094998,6.746691,0.538024,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-720A05CD8AE3E2,P1,PORT-802EEF341C7A,DISCLOSED_PATH,True,True,True,326.164221,100,40.944828,1.340472,40.944828,1.340472,13.551319,2.353075,13354.738333,437.214129,17774.693333,546.273278,21792.0,0.0,25162.327667,437.213613,11807.59,0.0,1554.884333,17.410382,31.685005,1.867346,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-720A05CD8AE3E2,P1,PORT-802EEF341C7A,ACCELERATED_15C,False,False,True,326.164221,100,27.837689,1.44954,27.837689,1.44954,15.144727,2.480018,9079.658,472.788152,14019.326,528.297662,21792.0,0.0,26321.011,472.788152,17241.353,0.0,2100.891333,23.126585,7.899998,0.756156,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-0BE357EA5504BE,P2,PORT-4FCB78A64B21,DISCLOSED_PATH,True,True,True,282.664267,100,44.784331,0.304729,44.784331,0.304729,13.44949,2.648228,12658.930333,86.135603,16460.62,733.490287,21544.0,0.0,22894.675,86.136079,10235.745,0.0,1699.587667,23.921893,35.524508,0.838137,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-0BE357EA5504BE,P2,PORT-4FCB78A64B21,ACCELERATED_15C,False,False,True,282.664267,100,31.272572,0.819036,31.272572,0.819036,14.548841,2.395379,8839.638667,231.512252,12952.076,672.099141,21544.0,0.0,23884.65,231.512072,15045.012,0.0,2325.086667,31.437374,11.334881,0.209898,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-F43ACAB6E7F085,P1,PORT-4FCB78A64B21,DISCLOSED_PATH,True,True,True,282.664267,100,45.800189,0.430515,45.800189,0.430515,15.515177,3.071709,12946.076667,121.691348,17331.663,819.656418,21544.0,0.0,23181.821667,121.691348,10235.745,0.0,1473.173333,29.210258,36.540366,0.954351,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-F43ACAB6E7F085,P1,PORT-4FCB78A64B21,ACCELERATED_15C,False,False,True,282.664267,100,32.563606,1.162658,32.563606,1.162658,17.002586,2.678808,9204.568,328.641875,14010.591333,756.423461,21544.0,0.0,24249.579,328.641875,15045.012,0.0,1990.694667,40.879145,12.625915,0.533448,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-B90A406E3BDA97,P2,PORT-D42DEB3BDB60,DISCLOSED_PATH,True,True,True,364.533852,100,48.779246,0.22235,48.779246,0.22235,13.492869,1.396003,17781.686667,81.054144,22700.293667,494.228668,20893.0,0.0,31018.555667,81.054144,13236.869,0.0,1959.369667,53.358837,39.519422,0.741989,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-B90A406E3BDA97,P2,PORT-D42DEB3BDB60,ACCELERATED_15C,False,False,True,364.533852,100,36.11891,0.485256,36.11891,0.485256,14.850688,1.305986,13166.565333,176.892201,18580.144,438.009954,20893.0,0.0,32463.320333,176.892201,19296.755,0.0,2695.761333,72.834613,16.181219,0.320904,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-149176B54DA5B1,P2,PORT-58F96F629E32,DISCLOSED_PATH,True,True,True,243.51423,100,49.746187,0.901274,49.746187,0.901274,13.451201,2.269213,12113.904333,219.472577,15389.463333,426.332394,18599.0,0.0,20930.092333,219.472577,8816.188,0.0,1452.115,14.352975,40.486364,1.408451,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-149176B54DA5B1,P2,PORT-58F96F629E32,ACCELERATED_15C,False,False,True,243.51423,100,37.167924,1.224426,37.167924,1.224426,14.740938,2.135068,9050.918333,298.165408,12640.546667,428.932958,18599.0,0.0,21878.380333,298.165408,12827.462,0.0,1996.775,17.446359,17.230233,0.550125,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-12C017BA38B922,P1,PORT-D42DEB3BDB60,DISCLOSED_PATH,True,True,True,364.533852,100,49.843405,0.298365,49.843405,0.298365,15.62469,1.571119,18169.608667,108.763732,23865.336667,554.104862,20893.0,0.0,31406.477667,108.763732,13236.869,0.0,1585.426,44.022426,40.583581,0.810462,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-12C017BA38B922,P1,PORT-D42DEB3BDB60,ACCELERATED_15C,False,False,True,364.533852,100,37.655674,0.608843,37.655674,0.608843,17.317295,1.592386,13726.768,221.943737,20039.508333,505.435443,20893.0,0.0,33023.523,221.943737,19296.755,0.0,2143.695667,58.951684,17.717984,0.178666,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-92409F72DEE5B3,P1,PORT-58F96F629E32,DISCLOSED_PATH,True,True,True,243.51423,100,50.849245,1.157473,50.849245,1.157473,15.544206,2.639032,12382.514667,281.861318,16167.75,483.781285,18599.0,0.0,21198.702667,281.861318,8816.188,0.0,1226.927,13.054109,41.589421,1.67463,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-92409F72DEE5B3,P1,PORT-58F96F629E32,ACCELERATED_15C,False,False,True,243.51423,100,38.739417,1.481638,38.739417,1.481638,17.238566,2.419033,9433.599333,360.799943,13631.435333,496.512696,18599.0,0.0,22261.061333,360.799943,12827.462,0.0,1662.604333,17.486414,18.801727,0.822078,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-C5C95C9095B035,P2,PORT-0DA980ACBA29,DISCLOSED_PATH,True,True,True,365.583855,100,53.422081,0.704454,53.422081,0.704454,14.933048,1.610717,19530.250333,257.537089,24989.531333,823.383288,19907.0,0.0,32808.764333,257.537089,13278.514,0.0,1917.004667,34.303854,44.162257,0.414709,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-C5C95C9095B035,P2,PORT-0DA980ACBA29,ACCELERATED_15C,False,False,True,365.583855,100,41.214083,0.785699,41.214083,0.785699,16.082879,1.960644,15067.203333,287.238958,20946.844333,960.230223,19907.0,0.0,34417.959,287.239152,19350.756,0.0,2639.301,47.300937,21.276392,1.444306,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-7D54A929A881B5,P2,PORT-34425DFA5633,DISCLOSED_PATH,True,True,True,330.911223,100,54.285091,0.833485,54.285091,0.833485,14.528894,1.543378,17963.545667,275.809812,22771.32,413.890653,21792.0,0.0,29945.802667,275.809812,11982.257,0.0,1977.751333,30.617973,45.025268,1.355135,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-7D54A929A881B5,P2,PORT-34425DFA5633,ACCELERATED_15C,False,False,True,330.911223,100,41.683988,1.211043,41.683988,1.211043,15.836429,1.45932,13793.699333,400.747781,19034.151667,430.224051,21792.0,0.0,31291.258333,400.747781,17497.559,0.0,2715.575333,37.348309,21.746297,0.526628,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-3C2E939294CFA6,P1,PORT-0DA980ACBA29,DISCLOSED_PATH,True,True,True,365.583855,100,54.694696,0.824485,54.694696,0.824485,17.295921,1.889472,19995.497667,301.418554,26318.607333,964.939739,19907.0,0.0,33274.012,301.418261,13278.514,0.0,1490.415667,37.42948,45.434872,0.511786,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-3C2E939294CFA6,P1,PORT-0DA980ACBA29,ACCELERATED_15C,False,False,True,365.583855,100,43.064327,0.923545,43.064327,0.923545,18.695479,2.276853,15743.623333,337.633274,22578.388333,1111.895064,19907.0,0.0,35094.378333,337.633274,19350.756,0.0,2011.845,51.48669,23.126637,1.58724,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-2775122CBD1438,P1,PORT-34425DFA5633,DISCLOSED_PATH,True,True,True,330.911223,100,55.507136,0.992431,55.507136,0.992431,16.797506,1.821771,18367.934333,328.406171,23926.417667,490.361133,21792.0,0.0,30350.191333,328.406171,11982.257,0.0,1607.050333,44.371208,46.247313,1.51175,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-2775122CBD1438,P1,PORT-34425DFA5633,ACCELERATED_15C,False,False,True,330.911223,100,43.372921,1.506238,43.372921,1.506238,18.462842,1.734689,14352.586333,498.430752,20462.148,498.331758,21792.0,0.0,31850.145333,498.430752,17497.559,0.0,2171.984667,58.397464,23.435231,0.816571,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-0F7926E25C7DDC,P2,PORT-B0374F687394,DISCLOSED_PATH,True,True,True,338.051243,100,57.553507,1.061242,57.553507,1.061242,15.61626,1.13665,19456.034333,358.754296,24735.130333,636.314024,19907.0,0.0,31721.478333,358.754296,12265.444,0.0,1889.910667,36.72212,48.293684,0.620199,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-0F7926E25C7DDC,P2,PORT-B0374F687394,ACCELERATED_15C,False,False,True,338.051243,100,45.605411,0.861065,45.605411,0.861065,16.691177,2.097867,15416.965667,291.083781,21059.438667,842.083611,19907.0,0.0,33281.726333,291.084299,17864.761,0.0,2600.190333,61.46648,25.66772,1.554319,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-688976C946D330,P1,PORT-B0374F687394,DISCLOSED_PATH,True,True,True,338.051243,100,58.905241,1.154296,58.905241,1.154296,17.989595,1.439807,19912.989667,390.211512,25994.394667,749.211749,19907.0,0.0,32178.433667,390.211512,12265.444,0.0,1471.978333,26.246047,49.645417,0.684729,0.0,0.0,0.0,0.0,0.0,0.0
POSCO_KR,POSCO,CAND-688976C946D330,P1,PORT-B0374F687394,ACCELERATED_15C,False,False,True,338.051243,100,47.625043,1.026951,47.625043,1.026951,19.338386,2.615523,16099.704667,347.162431,22637.07,1015.203248,19907.0,0.0,33964.465333,347.161976,17864.761,0.0,1988.304,36.31555,27.687352,1.719886,0.0,0.0,0.0,0.0,0.0,0.0
