company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2_mean,delta_p50_common_kkrw_per_tco2_std,delta_tcar_kkrw_per_tco2_mean,delta_tcar_kkrw_per_tco2_std,delta_absolute_npv_p50_bn_krw_mean,delta_absolute_npv_p50_bn_krw_std,delta_absolute_npv_p90_bn_krw_mean,delta_absolute_npv_p90_bn_krw_std,delta_aligned_capex_bn_krw_mean,delta_aligned_capex_bn_krw_std,delta_net_cash_cost_p50_bn_krw_mean,delta_net_cash_cost_p50_bn_krw_std,delta_avoided_carbon_value_p50_bn_krw_mean,delta_avoided_carbon_value_p50_bn_krw_std,delta_policy_support_value_p50_bn_krw_mean,delta_policy_support_value_p50_bn_krw_std
JFE_STEEL_JP,JFE Steel,CAND-2DF8CF21E8720D,P1,PORT-9D97003767D5,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,263.895884,13.567725,0.089359,-0.396479,0.175866,3580.466667,23.581281,3475.838,66.10501,0.0,0.0,-775.153667,23.58173,-4355.621,0.0,-254.237333,5.572248
JFE_STEEL_JP,JFE Steel,CAND-321A1FBBC2D640,P1,PORT-CCD4397FA6D4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,281.895878,6.843986,0.446143,-3.105613,0.245186,1929.291667,125.766303,1053.832,123.804879,0.0,0.0,-2732.484667,125.765793,-4661.776,0.0,-479.493667,7.204027
JFE_STEEL_JP,JFE Steel,CAND-3785968E4E1C91,P1,PORT-4FBC33F20EEF,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,191.900857,10.423868,0.329837,-2.050308,0.444752,2000.349,63.295687,1606.893333,96.798489,0.0,0.0,-1257.748,63.295687,-3258.097,0.0,-315.469667,13.809448
JFE_STEEL_JP,JFE Steel,CAND-3BDAECB8DA1A89,P4,PORT-29DB1A43C5DD,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,239.320837,12.298071,0.232804,-0.465305,0.415004,2943.184667,55.715056,2831.827667,65.803929,0.0,0.0,-1086.192333,55.715056,-4029.377,0.0,-3194.870667,5.98579
JFE_STEEL_JP,JFE Steel,CAND-3DE74006E308F9,P2,PORT-7C1FC602A00B,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,341.808365,4.290118,0.261464,-2.124289,0.572951,1466.398,89.370302,740.298667,213.924299,0.0,0.0,-4202.949333,89.370338,-5669.347,0.0,-1730.083333,43.543183
JFE_STEEL_JP,JFE Steel,CAND-44218B07FC843F,P2,PORT-48EB0158352D,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,209.90085,3.983861,0.413957,-2.989001,1.242135,836.216333,86.890027,208.822333,177.885953,0.0,0.0,-2728.036667,86.890027,-3564.253,0.0,-1091.800667,18.836279
JFE_STEEL_JP,JFE Steel,CAND-4D77DB7422B451,P2,PORT-3776FB32D8CF,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,284.295886,8.241857,0.418058,-1.941631,1.239196,2343.126333,118.851737,1791.128333,242.092104,0.0,0.0,-2339.328,118.852307,-4682.454,0.0,-979.500333,15.614434
JFE_STEEL_JP,JFE Steel,CAND-53E6B469D62558,P1,PORT-33091F63E785,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,303.40837,13.7438,0.175699,-0.740814,0.124546,4169.984,53.308609,3945.214667,80.657076,0.0,0.0,-866.375333,53.308319,-5036.36,0.0,-320.905,6.692871
JFE_STEEL_JP,JFE Steel,CAND-56A2BE8D3222E8,P5,PORT-29DB1A43C5DD,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,239.320837,17.681756,0.132076,0.452664,0.05661,4231.613,31.608305,4339.944667,40.501874,0.0,0.0,202.236333,31.608583,-4029.377,0.0,-4529.272333,12.548331
JFE_STEEL_JP,JFE Steel,CAND-5B53A6D662B077,P2,PORT-BFE68456F5A9,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,87.500896,7.930317,0.216807,-1.302263,0.51611,693.91,18.970967,579.960667,57.347752,0.0,0.0,-788.486,18.970967,-1482.396,0.0,-314.673333,13.227957
JFE_STEEL_JP,JFE Steel,CAND-65F7157232C73A,P1,PORT-04FFFE8075F6,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,348.620862,0.405467,0.403639,-5.29218,0.270711,141.354333,140.716758,-1703.610333,226.596942,0.0,0.0,-5645.362333,140.716871,-5786.717,0.0,-869.237667,18.22089
JFE_STEEL_JP,JFE Steel,CAND-6740F2BE1999AB,P2,PORT-6E49C004BA31,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,163.575867,5.100138,0.68036,-3.928582,0.182226,834.259667,111.290709,191.638333,82.513736,0.0,0.0,-1931.885333,111.290709,-2766.145,0.0,-778.100667,13.20427
JFE_STEEL_JP,JFE Steel,CAND-68030B11D579DF,P1,PORT-7BA11C62DF95,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,219.408411,4.399481,0.285272,-3.409931,0.224659,965.282667,62.590725,217.115667,111.259289,0.0,0.0,-2622.208,62.591285,-3587.491,0.0,-398.836,5.463753
JFE_STEEL_JP,JFE Steel,CAND-74F6415EBB9977,P3,PORT-E123D45B71CC,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,226.220909,8.684008,0.50317,-0.886444,1.595271,1964.504667,113.827845,1763.972,269.780546,0.0,0.0,-1740.356,113.827411,-3704.86,0.0,-2178.345333,13.937285
JFE_STEEL_JP,JFE Steel,CAND-8143AC9B1B780D,P5,PORT-0032610F15CE,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,334.010871,19.318053,0.087082,0.616138,0.243317,6452.439667,29.086552,6658.236667,64.796691,0.0,0.0,1035.531,29.086547,-5416.909,0.0,-7107.089667,56.04381
JFE_STEEL_JP,JFE Steel,CAND-81AEAF431DDC0A,P4,PORT-844170813924,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,381.425854,12.928377,0.055768,-0.164421,0.288845,4931.217,21.271474,4868.503,117.55669,0.0,0.0,-1301.751667,21.270953,-6232.969,0.0,-5037.131333,56.0656
JFE_STEEL_JP,JFE Steel,CAND-82646489D4D4D1,P2,PORT-25A7E18292F6,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,310.220867,11.704109,0.181916,-0.983355,0.125912,3630.858667,56.434354,3325.801667,38.06914,0.0,0.0,-1522.869333,56.433536,-5153.728,0.0,-562.624,7.68604
JFE_STEEL_JP,JFE Steel,CAND-8A107782070451,P4,PORT-0032610F15CE,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,334.010871,12.798818,0.041052,-0.01095,0.231406,4274.944,13.711883,4271.287,78.288571,0.0,0.0,-1141.965,13.711883,-5416.909,0.0,-4963.801667,67.552205
JFE_STEEL_JP,JFE Steel,CAND-8A2CE57122B1A0,P1,PORT-1741394F78A8,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,199.008409,13.855788,0.200918,-0.855326,0.187914,2757.418,39.984469,2587.200667,24.045177,0.0,0.0,-503.240333,39.984218,-3260.658,0.0,-191.744,1.202742
JFE_STEEL_JP,JFE Steel,CAND-8DC42B3C7EA2DB,P2,PORT-E123D45B71CC,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,226.220909,4.379127,0.639842,-2.207782,1.861158,990.65,144.745536,491.204,316.485865,0.0,0.0,-2714.209667,144.745336,-3704.86,0.0,-1190.409,15.449952
JFE_STEEL_JP,JFE Steel,CAND-8F0E9CFE80824D,P6,PORT-576B945395C2,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,417.556839,25.81274,0.014736,0.466513,0.060405,10778.286333,6.153065,10973.082,19.388546,0.0,0.0,3973.279667,6.15363,-6805.006,0.0,-11877.721,28.814525
JFE_STEEL_JP,JFE Steel,CAND-942FF71D4F4188,P4,PORT-2883A9539B06,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,367.500849,11.939984,0.171598,-0.341244,0.165704,4387.954333,63.062122,4262.546333,37.233887,0.0,0.0,-1640.965333,63.062225,-6028.919,0.0,-3252.552333,38.503607
JFE_STEEL_JP,JFE Steel,CAND-94E38421D8FAE7,P1,PORT-36B22CA0D026,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,159.495924,13.806194,0.210971,-0.859052,0.261935,2202.031333,33.64853,2065.016667,8.171017,0.0,0.0,-377.888667,33.64853,-2579.92,0.0,-122.324667,2.077351
JFE_STEEL_JP,JFE Steel,CAND-953F1AFEF37202,P1,PORT-6E49C004BA31,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,163.575867,2.555891,0.806948,-5.277717,0.218619,418.082667,131.997011,-445.225333,101.296867,0.0,0.0,-2348.063,131.996954,-2766.145,0.0,-354.780667,10.15143
JFE_STEEL_JP,JFE Steel,CAND-A735954AF09420,P3,PORT-CCD4397FA6D4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,281.895878,10.252427,0.285822,-1.319141,0.166852,2890.116667,80.572506,2518.256,54.978503,0.0,0.0,-1771.659333,80.571987,-4661.776,0.0,-1471.376333,33.777609
JFE_STEEL_JP,JFE Steel,CAND-AE1C3F48385E3F,P5,PORT-2883A9539B06,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,367.500849,15.479644,0.079101,0.22225,0.046423,5688.782667,29.069769,5770.459333,29.856641,0.0,0.0,-340.137,29.069556,-6028.919,0.0,-4566.402667,15.442333
JFE_STEEL_JP,JFE Steel,CAND-AFB45421E864E1,P3,PORT-48EB0158352D,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,209.90085,8.04705,0.240815,-1.574285,0.858879,1689.082333,50.547361,1358.639,131.993787,0.0,0.0,-1875.169667,50.547361,-3564.253,0.0,-1941.549,11.508028
JFE_STEEL_JP,JFE Steel,CAND-B210B35AD45FF1,P1,PORT-263958B6D89F,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,80.688399,15.213672,0.118415,-0.601354,0.367299,1227.567333,9.554612,1179.044667,35.921614,0.0,0.0,-137.460333,9.554947,-1365.028,0.0,-68.813333,1.977425
JFE_STEEL_JP,JFE Steel,CAND-B38C1D7FD5CCAE,P3,PORT-7C1FC602A00B,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,341.808365,8.377395,0.278206,-0.816206,0.394297,2863.463667,95.092603,2584.477667,154.600488,0.0,0.0,-2805.883667,95.093117,-5669.347,0.0,-3064.205,12.852295
JFE_STEEL_JP,JFE Steel,CAND-B4CBF9F7B55581,P3,PORT-7F45069F34E3,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,203.088353,9.93233,0.274103,-2.046409,0.443189,2017.140333,55.667304,1601.538333,75.700233,0.0,0.0,-1429.743,55.667428,-3446.883,0.0,-1448.443667,26.801082
JFE_STEEL_JP,JFE Steel,CAND-BC3B7FD8701906,P1,PORT-25A7E18292F6,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,310.220867,11.374251,0.111929,-1.395416,0.080506,3528.530333,34.722962,3095.643333,59.353458,0.0,0.0,-1625.198,34.722394,-5153.728,0.0,-441.163333,9.571416
JFE_STEEL_JP,JFE Steel,CAND-BD5FC0B8045E4C,P1,PORT-BFE68456F5A9,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,87.500896,6.240152,0.390458,-1.983499,0.70247,546.018667,34.165502,372.460667,77.13385,0.0,0.0,-936.377333,34.165502,-1482.396,0.0,-183.115333,4.738872
JFE_STEEL_JP,JFE Steel,CAND-BD69BDF77D11F9,P2,PORT-1C641A2E58FD,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,205.820907,10.809968,0.277582,-1.400754,0.445477,2224.917333,57.131604,1936.613,44.844448,0.0,0.0,-1153.109667,57.132546,-3378.027,0.0,-445.073333,3.398097
JFE_STEEL_JP,JFE Steel,CAND-C535F3B5D7A55A,P1,PORT-1C641A2E58FD,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,205.820907,10.083584,0.404606,-1.742183,0.542624,2075.412,83.276314,1716.835,50.395909,0.0,0.0,-1302.614667,83.276215,-3378.027,0.0,-308.257,4.322665
JFE_STEEL_JP,JFE Steel,CAND-C973F96EA1BC5C,P1,PORT-E123D45B71CC,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,226.220909,1.512692,0.70939,-3.329606,1.999151,342.202667,160.479371,-411.024,347.943671,0.0,0.0,-3362.657,160.478217,-3704.86,0.0,-518.019667,3.327224
JFE_STEEL_JP,JFE Steel,CAND-CB30BCF3D9CF92,P1,PORT-D5A2DA370FDA,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,185.08836,14.364422,0.102527,-0.587095,0.253533,2658.687333,18.97661,2550.022667,52.312075,0.0,0.0,-482.040667,18.97661,-3140.728,0.0,-199.345667,7.562209
JFE_STEEL_JP,JFE Steel,CAND-CBE864A3B5E624,P2,PORT-408F044D6828,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,302.295879,2.94762,0.307332,-2.528907,1.165858,891.053,92.90535,126.575,371.625311,0.0,0.0,-4097.556,92.90535,-4988.609,0.0,-1663.912333,43.753056
JFE_STEEL_JP,JFE Steel,CAND-D31DAEDCB107AF,P1,PORT-0FD37D80B1EA,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,330.620869,5.248378,0.770773,-2.694745,1.106203,1735.223,254.833477,844.284333,111.600748,0.0,0.0,-3745.337333,254.832935,-5480.561,0.0,-642.749,10.738383
JFE_STEEL_JP,JFE Steel,CAND-DF57CBE06564A4,P3,PORT-6E49C004BA31,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,163.575867,8.795067,0.515367,-2.133396,0.201431,1438.660667,84.301521,1089.688667,55.431703,0.0,0.0,-1327.484333,84.301521,-2766.145,0.0,-1386.553667,26.643399
JFE_STEEL_JP,JFE Steel,CAND-DFCA23D16E81A2,P1,PORT-408F044D6828,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,302.295879,-0.147857,0.402383,-3.836424,1.310756,-44.696667,121.639336,-1204.432,440.354285,0.0,0.0,-5033.305667,121.639336,-4988.609,0.0,-687.882333,15.231004
JFE_STEEL_JP,JFE Steel,CAND-DFD36ABEC37623,P1,PORT-7F45069F34E3,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,203.088353,4.89804,0.491487,-4.125175,0.527317,994.735,99.815203,156.959667,31.263621,0.0,0.0,-2452.148667,99.815245,-3446.883,0.0,-419.472667,14.036446
JFE_STEEL_JP,JFE Steel,CAND-E142C0366C78ED,P4,PORT-49F18FB13125,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,369.350858,13.126727,0.250244,0.054273,0.436952,4848.367667,92.427946,4868.413333,79.350297,0.0,0.0,-1184.343333,92.427946,-6032.711,0.0,-3685.092,47.56995
JFE_STEEL_JP,JFE Steel,CAND-E1C48D333700EA,P7,PORT-B91429E42CEB,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,445.512827,29.780095,0.019643,0.208659,0.066955,13267.414333,8.750865,13360.374667,21.109431,0.0,0.0,6052.807667,8.751173,-7214.607,0.0,-14491.496333,9.489956
JFE_STEEL_JP,JFE Steel,CAND-E280945A557960,P1,PORT-E5F3D5116135,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,321.408363,7.44993,0.099667,-2.577031,0.318858,2394.469667,32.033736,1566.190333,121.045235,0.0,0.0,-2948.044333,32.033736,-5342.515,0.0,-546.588333,13.780493
JFE_STEEL_JP,JFE Steel,CAND-E2E67FC7600525,P2,PORT-7BA11C62DF95,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,219.408411,6.771861,0.283955,-2.441037,0.171148,1485.803667,62.302738,950.219,96.854548,0.0,0.0,-2101.688,62.30229,-3587.491,0.0,-926.988,10.154599
JFE_STEEL_JP,JFE Steel,CAND-E5C3BE482793EF,P4,PORT-4577AB24CD05,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,389.600851,12.628431,0.122574,-0.365626,0.566204,4920.047333,47.755016,4777.599,265.287148,0.0,0.0,-1453.620667,47.755016,-6373.669,0.0,-5864.086,79.116575
JFE_STEEL_JP,JFE Steel,CAND-E72109958C3B57,P2,PORT-E5F3D5116135,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,321.408363,8.754065,0.092562,-1.92036,0.230533,2813.629667,29.75036,2196.409667,102.513707,0.0,0.0,-2528.884667,29.750057,-5342.515,0.0,-944.657333,2.583681
JFE_STEEL_JP,JFE Steel,CAND-E8FAD9BDD034A5,P3,PORT-51A2628EF9C2,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,328.220861,9.675223,0.349299,-1.251905,0.169339,3175.609667,114.647431,2764.708667,130.60005,0.0,0.0,-2284.273333,114.647431,-5459.883,0.0,-2019.783333,27.866733
JFE_STEEL_JP,JFE Steel,CAND-E97F5B55830909,P1,PORT-A7F00CD0D5D9,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,145.575874,14.354424,0.100004,-0.667839,0.143233,2089.657667,14.557699,1992.436667,33.82992,0.0,0.0,-370.332,14.557899,-2459.99,0.0,-131.813333,3.771285
JFE_STEEL_JP,JFE Steel,CAND-F1788FF7DCC7F6,P2,PORT-E3494C854A0D,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,323.808372,8.976895,0.313501,-2.039295,0.591563,2906.794,101.514449,2246.453333,107.034432,0.0,0.0,-2456.398333,101.514087,-5363.192,0.0,-1058.071,24.579523
JFE_STEEL_JP,JFE Steel,CAND-F4B6AD5FB08D71,P2,PORT-51A2628EF9C2,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,328.220861,7.277575,0.401108,-2.29816,0.202047,2388.652,131.651939,1634.348,163.159406,0.0,0.0,-3071.231333,131.651475,-5459.883,0.0,-1219.340333,16.335466
JFE_STEEL_JP,JFE Steel,CAND-FA1953D51D82F3,P3,PORT-0FD37D80B1EA,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,330.620869,10.191661,0.455791,-0.894956,0.993498,3369.575667,150.693822,3073.684333,182.968296,0.0,0.0,-2110.985333,150.693822,-5480.561,0.0,-2309.330333,26.354434
JFE_STEEL_JP,JFE Steel,CAND-FC0AA3F9FE37C6,P3,PORT-E5F3D5116135,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,321.408363,10.648461,0.114908,-1.179364,0.16571,3422.504,36.932673,3043.447,65.324616,0.0,0.0,-1920.010667,36.932709,-5342.515,0.0,-1542.730667,3.780708
JFE_STEEL_JP,JFE Steel,CAND-FCDB7C1BD7991A,P1,PORT-51A2628EF9C2,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,328.220861,5.653034,0.488916,-3.201111,0.171558,1855.443667,160.472549,804.772,170.264174,0.0,0.0,-3604.439667,160.47207,-5459.883,0.0,-661.407333,22.380915
KOBE_STEEL_JP,Kobe Steel,CAND-0E9003448A63C3,P7,PORT-F194BB679477,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,131.48782,26.071502,0.014204,0.186139,0.029527,3428.085,1.867602,3452.56,5.604044,0.0,0.0,1306.82,1.867602,-2121.265,0.0,-3453.954,1.706515
KOBE_STEEL_JP,Kobe Steel,CAND-17BC99375C7C5C,P1,PORT-3DA05887C62D,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,93.541093,13.94825,0.08315,-0.531853,0.248951,1304.734667,7.777886,1254.984333,16.167458,0.0,0.0,-222.062667,7.77824,-1526.797,0.0,-83.979,2.072966
KOBE_STEEL_JP,Kobe Steel,CAND-202E0A81514742,P2,PORT-5EAB84C29074,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,85.5131,5.816777,0.434575,-2.086095,0.338309,497.411,37.161924,319.022333,25.306387,0.0,0.0,-880.399333,37.162278,-1377.81,0.0,-355.689,3.368988
KOBE_STEEL_JP,Kobe Steel,CAND-20911E55FBB215,P3,PORT-661396C334A7,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,45.121088,11.472112,0.068005,-1.275288,0.12529,517.634667,3.068193,460.092,7.617735,0.0,0.0,-236.927,3.068702,-754.561,0.0,-225.231333,4.747141
KOBE_STEEL_JP,Kobe Steel,CAND-314B41E5534D98,P3,PORT-9862FC05DA24,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,105.301092,8.938127,0.229253,-1.71172,0.672238,941.195,24.140336,760.948667,61.854144,0.0,0.0,-777.523667,24.140759,-1718.719,0.0,-893.008,5.304774
KOBE_STEEL_JP,Kobe Steel,CAND-344C7E39FA18A3,P1,PORT-661396C334A7,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,45.121088,8.331006,0.083336,-2.999348,0.16744,375.903667,3.760061,240.57,10.395132,0.0,0.0,-378.657333,3.760061,-754.561,0.0,-87.038,1.229739
KOBE_STEEL_JP,Kobe Steel,CAND-352C3A40240600,P4,PORT-0095E30DB97C,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,118.419093,12.591221,0.172682,0.104022,0.328574,1491.040667,20.448472,1503.358667,23.881728,0.0,0.0,-409.577333,20.449041,-1900.618,0.0,-1475.296333,12.540956
KOBE_STEEL_JP,Kobe Steel,CAND-4D158AE8BC3521,P3,PORT-1144EBE63B41,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,102.391093,10.37844,0.328111,-1.026238,0.213764,1062.659333,33.595745,957.582,20.135189,0.0,0.0,-605.925667,33.595745,-1668.585,0.0,-701.378333,5.883131
KOBE_STEEL_JP,Kobe Steel,CAND-7994EC1E34FADB,P4,PORT-ED997010A5D3,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,93.684102,13.452704,0.100884,0.104941,0.176259,1260.304667,9.451355,1270.135667,18.355378,0.0,0.0,-214.168,9.451338,-1474.473,0.0,-1105.634,6.487114
KOBE_STEEL_JP,Kobe Steel,CAND-7F0A690E87B72D,P2,PORT-8384667F6B8E,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,96.451092,11.108427,0.386428,-1.153694,0.280832,1071.42,37.271258,960.144333,12.214515,0.0,0.0,-505.511,37.271641,-1576.93,0.0,-190.008,4.26225
KOBE_STEEL_JP,Kobe Steel,CAND-88A58A95717947,P1,PORT-5EAB84C29074,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,85.5131,3.331006,0.506475,-3.107737,0.386043,284.844333,43.3102,19.092,41.163184,0.0,0.0,-1092.965,43.310467,-1377.81,0.0,-139.286333,2.415808
KOBE_STEEL_JP,Kobe Steel,CAND-8D7AF2E68805C6,P3,PORT-5EAB84C29074,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,85.5131,9.520675,0.319392,-0.866794,0.361523,814.142667,27.312554,740.019667,11.861437,0.0,0.0,-563.667667,27.311987,-1377.81,0.0,-671.175667,14.094477
KOBE_STEEL_JP,Kobe Steel,CAND-9D068D97FB272C,P2,PORT-661396C334A7,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,45.121088,9.61139,0.047732,-2.230425,0.155953,433.676333,2.154066,333.037,9.113958,0.0,0.0,-320.885,2.153502,-754.561,0.0,-141.185333,3.495561
KOBE_STEEL_JP,Kobe Steel,CAND-9DD8DD0C56A40D,P3,PORT-8384667F6B8E,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,96.451092,11.973902,0.201065,-0.758557,0.175072,1154.896,19.392436,1081.732333,13.417835,0.0,0.0,-422.035,19.393433,-1576.93,0.0,-268.780333,3.662127
