company_id,company_name,country_code,reported_production_mt,reported_scope12_emissions_mtco2,scenario_id,portfolio_origin_scenario_id,portfolio_id,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,expected_cost_p50_kkrw_per_tco2,expected_cost_p50_bn_krw,absolute_npv_p50_bn_krw,absolute_npv_p90_bn_krw,scenario_avoided_emissions_mtco2,common_avoided_emissions_mtco2,net_economic_cost_p50_kkrw_per_tco2_common_denominator,net_cash_cost_after_support_p50_kkrw_per_tco2_common_denominator,cash_cost_before_support_p50_bn_krw,net_cash_cost_after_support_p50_bn_krw,net_cash_cost_after_support_p90_bn_krw,avoided_carbon_cost_value_p50_bn_krw,policy_support_value_p50_bn_krw,cash_policy_p50_nonadditivity_bn_krw,economic_cost_p50_identity_delta_bn_krw,p90_cost_kkrw_per_tco2,tcar_kkrw_per_tco2,gross_cost_p50_kkrw_per_tco2,policy_support_dependence_kkrw_per_tco2,electricity_variance_share,hydrogen_variance_share,capex_variance_share,policy_uncertainty_exposure_kkrw_per_tco2,flexibility_value_kkrw_per_tco2,avoided_emissions_mtco2,p90_net_cost_bn_krw,p90_cost_to_ebitda_x,p90_cost_to_annual_capex_x,capex_cost_p50_bn_krw,fixed_opex_cost_p50_bn_krw,electricity_cost_p50_bn_krw,hydrogen_cost_p50_bn_krw,contract_premium_p50_bn_krw,carbon_value_p50_bn_krw,policy_support_p50_bn_krw,component_reconciliation_p50_bn_krw
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-AD0B41B0F73F,False,2030,11.573996019999996,-11.573996019999996,P3,균형형 라이트헤지,False,22752.0,2035,9270.0,112.425195,23404.032,23404.032,27245.421,208.174258,208.174258,112.425195,165.644719,38974.542,34482.966,38324.355,11078.935,4612.539,120.963,-0.0,130.877952,18.452757,134.001232,21.576037,0.935934,0.006943,0.057123,10.659211,6.864626,208.174258,27245.421,6.440998,11.525535,8865.147,1049.735,3656.475,25344.099,153.876,-11078.935,-4590.703,4.338
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-DDCBA267CA97,False,2030,11.573996019999996,-11.573996019999996,P4,균형형 전환,False,22752.0,2034,9270.0,105.732367,26089.069,26089.069,29483.313,246.746291,246.746291,105.732367,158.97875,46089.529,39227.417,42621.661,13138.348,6790.075,-72.036,-0.0,119.488375,13.756008,133.542761,27.810395,0.950051,0.006778,0.04317,12.83034,0.206151,246.746291,29483.313,6.97005,12.472223,10048.301,1264.538,4317.937,30024.799,406.51,-13138.348,-6847.171,12.504
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-C07B5FF15869,False,2030,5.470451711490618,-5.470451711490618,P5,조기 계약형 전환,False,27562.0,2034,9270.0,108.634793,39363.416,39363.416,42495.41,362.346302,362.346302,108.634793,161.823619,72798.752,58636.19,61768.185,19272.774,14168.183,5.621,0.0,117.278444,8.643651,147.720503,39.08571,0.953584,0.007112,0.039304,15.492407,3.107125,362.346302,42495.41,10.046196,17.976686,12696.43,1735.149,6812.739,50418.749,1134.859,-19272.774,-14179.334,17.597
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-73B2FF1A66A0,True,,0.0,2.0275124185786808e-05,P6,조기 고헤지,False,32892.0,2033,9270.0,109.18127,63227.169,63227.169,65303.931,579.10271,579.10271,109.18127,161.913191,124812.621,93764.368,95841.129,30537.198,31048.254,-0.0,-0.0,112.767442,3.586171,162.795686,53.614416,0.961241,0.008421,0.030337,19.666142,3.487659,579.10271,65303.931,15.438282,27.625295,17694.566,2750.76,11729.587,89202.814,3539.236,-30537.198,-31089.688,-62.906
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-47C5D429DB2E,True,,0.0,2.0275124185786808e-05,P7,완전 수소·계약형,False,32892.0,2032,9270.0,105.71305,66377.136,66377.136,67053.68,627.899166,627.899166,105.71305,158.353469,137419.878,99430.011,100106.556,33052.876,37989.867,0.0,0.0,106.790522,1.077473,166.216183,60.503133,0.939606,0.010396,0.049997,21.815414,0.0,627.899166,67053.68,15.851934,28.365485,18551.297,3034.098,12820.136,97472.348,5532.181,-33052.876,-37980.707,0.659
POSCO_KR,POSCO,KR,34.537,69.84605,ACCELERATED_15C,DISCLOSED_PATH,PORT-69189DCC5A53,False,2030,11.573996019999996,-11.573996019999996,CURRENT,POSCO 공시전략 프록시,True,22752.0,2033,9270.0,118.355763,33769.068,33769.068,41622.959,285.318325,285.318325,118.355763,171.569157,53486.18,48951.824,56805.716,15182.756,4577.642,43.287,0.0,145.88253,27.526767,134.248032,15.892269,0.97229,0.007206,0.020505,9.228798,12.42872,285.318325,41622.959,9.839943,17.607616,11377.448,1491.155,4995.964,35990.804,130.986,-15182.756,-5024.444,-10.09
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,DISCLOSED_PATH,PORT-7DCD4991144C,True,,0.0,3.446647212967946e-06,P1,지연·현물조달,False,19427.1,2029,6160.0,22.720809,7126.245,7126.245,10362.482,313.643967,313.643967,22.720809,57.696334,19945.241,18096.107,21332.344,10969.862,1679.41,-169.723,-0.0,33.038996,10.318187,28.616455,5.895646,0.881995,0.0,0.118005,13.715081,0.0,313.643967,10362.482,1.05421,1.930677,8645.283,721.269,10738.426,0.0,0.0,-10969.862,-2023.316,14.445
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,DISCLOSED_PATH,PORT-92BAA222AC4A,True,,0.0,3.446647212967946e-06,P2,지연·부분헤지,False,26736.6,2038,7425.0,68.194542,24957.087,24957.087,30576.718,365.968973,365.968973,68.194542,103.159972,41370.822,37753.349,43372.98,12796.263,3441.954,-175.52,0.0,83.550027,15.355485,78.079187,9.884645,0.937582,0.002082,0.060336,10.986215,44.680002,365.968973,30576.718,3.110671,5.696874,14077.431,951.847,14277.376,12486.155,56.479,-12796.263,-4087.899,-8.039
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,DISCLOSED_PATH,PORT-92BAA222AC4A,True,,0.0,3.446647212967946e-06,P3,균형형 라이트헤지,False,26736.6,2038,7425.0,66.05916,24175.603,24175.603,28627.957,365.968973,365.968973,66.05916,101.02459,41294.566,36971.865,41424.219,12796.263,4202.924,-119.776,0.0,78.225092,12.165932,77.870817,11.811658,0.93545,0.002063,0.062487,12.076259,42.307341,365.968973,28627.957,2.912417,5.333792,13502.927,951.847,13978.34,13001.401,172.859,-12796.263,-4612.389,-23.12
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,DISCLOSED_PATH,PORT-DF77606A395F,True,,0.0,3.446647212967946e-06,P4,균형형 전환,False,29766.0,2033,8019.0,110.634079,47740.705,47740.705,53698.89,431.518975,431.518975,110.634079,145.56037,71608.62,62812.062,68770.247,15071.357,8750.683,-45.876,0.0,124.441549,13.80747,131.019182,20.385103,0.971112,0.003602,0.025286,12.350314,87.424675,431.518975,53698.89,5.462967,10.004861,12834.144,1343.314,13613.535,43005.249,645.271,-15071.357,-8664.944,35.493
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,DISCLOSED_PATH,PORT-C942BD99A66C,True,,0.0,3.446647212967946e-06,P5,조기 계약형 전환,False,34771.0,2033,8019.0,126.675323,68014.38,68014.38,73261.835,536.918941,536.918941,126.675323,161.644756,103458.58,86790.131,92037.586,18775.751,16782.79,114.342,0.0,136.448595,9.773272,157.71995,31.044627,0.972829,0.003885,0.023286,15.859105,103.972687,536.918941,73261.835,7.453171,13.649714,16740.36,1772.401,18034.577,65273.217,1638.363,-18775.751,-16647.82,-20.966
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,DISCLOSED_PATH,PORT-7C945F726D00,True,,0.0,3.446647212967946e-06,P6,조기 고헤지,False,33506.0,2028,9900.0,178.392055,88967.581,88967.581,91683.341,498.719413,498.719413,178.392055,213.344348,135453.21,106398.968,109114.728,17431.387,29046.468,-7.774,0.0,183.837522,5.445468,236.649746,58.257692,0.974415,0.00507,0.020515,25.377749,155.297076,498.719413,91683.341,9.327252,17.0819,17220.221,2018.862,13563.37,98777.843,3867.581,-17431.387,-29042.538,-6.372
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,DISCLOSED_PATH,PORT-2ECB61BA4654,True,,0.0,3.446647212967946e-06,P7,완전 수소·계약형,False,38511.0,2028,9900.0,181.445196,120325.347,120325.347,121576.715,663.14981,663.14981,181.445196,216.414806,188336.562,143515.438,144766.805,23190.09,44821.124,0.0,-0.0,183.332202,1.887006,249.033429,67.588233,0.971893,0.006334,0.021774,29.625011,158.632509,663.14981,121576.715,12.368404,22.651458,22407.423,2733.202,18747.44,136796.005,7645.8,-23190.09,-44821.208,6.776
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,DISCLOSED_PATH,PORT-FFBF1A00D2CE,True,,0.0,3.446647212967946e-06,CURRENT,Nippon Steel 공시전략 프록시,True,23974.5,2037,7425.0,81.287282,27117.353,27117.353,32012.824,333.598962,333.598962,81.287282,116.145172,43108.844,38745.909,43641.38,11628.556,4173.018,-189.917,0.0,95.962002,14.67472,94.365666,13.078384,0.957641,0.003425,0.038935,10.971424,58.092044,333.598962,32012.824,3.256771,5.964441,10953.115,967.075,10701.622,20276.743,257.695,-11628.556,-4359.551,-50.791
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,DISCLOSED_PATH,PORT-7DCD4991144C,False,2035,14.544997934999998,-14.544997934999998,P1,지연·현물조달,False,19427.1,2029,6160.0,9.005728,2824.592,2824.592,6144.582,313.643967,313.643967,9.005728,60.474955,21101.776,18967.605,22287.594,16143.013,2015.292,-118.879,-0.0,19.590945,10.585217,15.810168,6.80444,0.911154,0.0,0.088846,13.715081,0.0,313.643967,6144.582,0.625109,1.144822,7070.63,721.269,13245.802,0.0,0.0,-16143.013,-1983.563,-86.534
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,DISCLOSED_PATH,PORT-92BAA222AC4A,False,2035,8.257752286632595,-8.257752286632595,P2,지연·부분헤지,False,26736.6,2038,7425.0,57.208327,20936.473,20936.473,27129.959,365.968973,365.968973,57.208327,108.772288,44185.101,39807.283,46000.768,18870.81,4331.87,-45.949,0.0,74.131854,16.923527,69.170595,11.962267,0.956356,0.001345,0.042299,10.986215,0.0,365.968973,27129.959,2.760021,5.054694,8582.12,951.847,14328.634,19402.762,59.955,-18870.81,-3557.106,39.07
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,DISCLOSED_PATH,PORT-92BAA222AC4A,False,2035,8.257752286632595,-8.257752286632595,P3,균형형 라이트헤지,False,26736.6,2038,7425.0,53.982901,19756.067,19756.067,24676.401,365.968973,365.968973,53.982901,105.546861,44090.38,38626.876,43547.21,18870.81,5427.025,-36.478,-0.0,67.427576,13.444675,68.911772,14.928871,0.953741,0.001299,0.04496,12.076259,0.0,365.968973,24676.401,2.510412,4.597562,10141.671,951.847,14546.912,17899.711,184.449,-18870.81,-5034.962,-62.75
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,DISCLOSED_PATH,PORT-DF77606A395F,False,2040,1.649996520000002,-1.649996520000002,P4,균형형 전환,False,29766.0,2033,8019.0,98.283765,42411.31,42411.31,48737.085,431.518975,431.518975,98.283765,149.624663,76775.624,64565.881,70891.657,22154.572,12135.165,-74.578,0.0,112.943088,14.659323,126.578565,28.2948,0.978348,0.002353,0.019299,12.350314,0.0,431.518975,48737.085,4.958186,9.080407,13559.395,1343.314,15734.621,45247.088,692.655,-22154.572,-12080.913,69.722
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,DISCLOSED_PATH,PORT-C942BD99A66C,True,,0.0,3.446647212967946e-06,P5,조기 계약형 전환,False,34771.0,2033,8019.0,110.816218,59499.327,59499.327,64693.59,536.918941,536.918941,110.816218,162.241023,110931.994,87110.278,92304.542,27610.952,23924.81,103.095,0.0,120.490423,9.674205,155.183652,44.367434,0.978053,0.002569,0.019378,15.859105,0.0,536.918941,64693.59,6.581495,12.053329,16740.36,1772.401,19756.818,70837.368,1759.723,-27610.952,-23768.626,12.235
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,DISCLOSED_PATH,PORT-7C945F726D00,True,,0.0,3.446647212967946e-06,P6,조기 고헤지,False,33506.0,2028,9900.0,153.014306,76311.205,76311.205,78727.856,498.719413,498.719413,153.014306,204.32544,144728.409,101901.064,104317.714,25589.859,42827.345,-0.0,0.0,157.860018,4.845712,238.888937,85.87463,0.97676,0.003571,0.019669,25.377749,42.010468,498.719413,78727.856,8.009247,14.66811,17703.981,2018.862,14878.897,105974.078,4137.652,-25589.859,-42823.383,10.977
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,DISCLOSED_PATH,PORT-2ECB61BA4654,True,,0.0,3.446647212967946e-06,P7,완전 수소·계약형,False,38511.0,2028,9900.0,151.820185,100679.527,100679.527,101804.329,663.14981,663.14981,151.820185,203.051313,201042.575,134653.44,135778.243,33973.913,66389.223,0.088,0.0,153.516337,1.696152,251.932005,100.111821,0.973134,0.004531,0.022336,29.625011,40.900603,663.14981,101804.329,10.356894,18.967583,22407.423,2733.202,20552.332,147157.487,8171.187,-33973.913,-66370.253,2.061
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,DISCLOSED_PATH,PORT-FFBF1A00D2CE,False,2035,13.889998049999999,-13.889998049999999,CURRENT,Nippon Steel 공시전략 프록시,True,23974.5,2037,7425.0,70.315858,23457.297,23457.297,28514.873,333.598962,333.598962,70.315858,121.413993,46055.914,40503.582,45561.158,17046.285,5529.297,-23.035,-0.0,85.476504,15.160647,86.95959,16.643732,0.969524,0.002207,0.028269,10.971424,0.0,333.598962,28514.873,2.900913,5.312723,10823.025,967.075,12719.536,21514.558,274.14,-17046.285,-5639.762,-154.99
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,DISCLOSED_PATH,PORT-9D97003767D5,True,,0.0,1.265341119704999e-05,P1,지연·현물조달,False,12474.0,2033,6265.6,21.004751,5543.067,5543.067,8274.264,263.895884,263.895884,21.004751,56.05516,16024.423,14792.726,17523.922,9249.659,1238.319,6.622,0.0,31.354273,10.349522,25.672112,4.66736,0.918423,0.0,0.081577,13.664004,0.0,263.895884,8274.264,2.294328,2.864256,3996.075,537.655,11162.256,0.0,0.0,-9249.659,-960.895,57.635
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,DISCLOSED_PATH,PORT-25A7E18292F6,True,,0.0,1.265341119704999e-05,P2,지연·부분헤지,False,16764.0,2033,6265.6,51.987305,16127.547,16127.547,20373.025,310.220867,310.220867,51.987305,87.019872,29349.723,26995.38,31240.859,10867.833,2315.46,-38.883,0.0,65.672647,13.685341,59.576553,7.589247,0.951451,0.001369,0.047181,11.792252,31.139375,310.220867,20373.025,5.649131,7.052418,9054.81,701.152,10581.346,9288.994,41.138,-10867.833,-2625.426,-46.633
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,DISCLOSED_PATH,PORT-CCD4397FA6D4,True,,0.0,1.265341119704999e-05,P3,균형형 라이트헤지,False,16139.2,2033,9930.8,109.63883,30906.734,30906.734,36225.654,281.895878,281.895878,109.63883,144.696193,44648.747,40789.26,46108.18,9882.526,4085.266,225.78,-0.0,128.507214,18.868384,123.330007,13.691177,0.979688,0.00334,0.016972,10.534408,88.800991,281.895878,36225.654,10.044824,12.540035,7368.809,811.996,10414.24,25892.797,179.991,-9882.526,-3974.298,95.726
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,DISCLOSED_PATH,PORT-2883A9539B06,True,,0.0,1.265341119704999e-05,P4,균형형 전환,False,20429.2,2032,9930.8,125.506373,46123.699,46123.699,51485.186,367.500849,367.500849,125.506373,160.495622,67053.621,58982.277,64343.765,12858.579,8035.737,-35.607,-0.0,140.095422,14.589048,147.469162,21.962789,0.979863,0.00369,0.016447,12.091183,104.344064,367.500849,51485.186,14.276061,17.822344,10520.901,1129.437,11796.482,43012.287,600.911,-12858.579,-8079.935,2.194
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,DISCLOSED_PATH,PORT-2883A9539B06,True,,0.0,1.265341119704999e-05,P5,조기 계약형 전환,False,20429.2,2032,9930.8,118.696375,43621.019,43621.019,46814.12,367.500849,367.500849,118.696375,153.685624,67101.49,56479.597,59672.699,12858.579,10605.794,-16.099,-0.0,127.385068,8.688692,147.599419,28.903043,0.973073,0.003734,0.023193,15.570006,97.336768,367.500849,46814.12,12.980845,16.205386,10495.446,1129.437,11852.616,42611.157,1059.504,-12858.579,-10678.363,9.8
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,DISCLOSED_PATH,PORT-576B945395C2,True,,0.0,1.265341119704999e-05,P6,조기 고헤지,False,23196.8,2031,9930.8,182.801654,76330.081,76330.081,78928.543,417.556839,417.556839,182.801654,217.791301,115804.896,90940.247,93538.709,14610.167,24862.36,-2.289,0.0,189.024668,6.223014,242.349592,59.547939,0.978241,0.00508,0.016679,25.807504,162.222889,417.556839,78928.543,21.885687,27.322259,13458.8,1645.095,11729.975,85754.992,3311.961,-14610.167,-24875.556,-85.021
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,DISCLOSED_PATH,PORT-B91429E42CEB,True,,0.0,1.265341119704999e-05,P7,완전 수소·계약형,False,23196.8,2030,9930.8,180.365031,80354.935,80354.935,81282.129,445.512827,445.512827,180.365031,215.344192,125875.596,95938.6,96865.794,15583.665,29936.997,0.0,-0.0,182.446214,2.081183,247.561741,67.196711,0.973635,0.006358,0.020008,29.757432,159.820582,445.512827,81282.129,22.538301,28.136987,13643.357,1777.766,12666.163,92666.168,5113.755,-15583.665,-29934.373,5.763
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,DISCLOSED_PATH,PORT-D228BC8B7EB8,True,,0.0,1.265341119704999e-05,CURRENT,JFE Steel 공시전략 프록시,True,16764.0,2031,6265.6,54.540813,20958.99,20958.99,25356.812,384.280845,384.280845,54.540813,89.425946,38272.788,34364.678,38762.5,13405.689,3848.348,-59.762,0.0,65.985105,11.444292,64.710744,10.169931,0.965037,0.001669,0.033294,12.186656,33.6917,384.280845,25356.812,7.031059,8.777628,9313.864,928.508,14868.816,13108.044,212.12,-13405.689,-3964.348,-102.327
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,DISCLOSED_PATH,PORT-9D97003767D5,False,2040,7.534994939999997,-7.534994939999997,P1,지연·현물조달,False,12474.0,2033,6265.6,7.340747,1937.193,1937.193,4722.535,263.895884,263.895884,7.340747,58.896229,16942.558,15542.472,18327.815,13605.28,1486.954,86.868,-0.0,17.895448,10.554701,12.646192,5.305446,0.93939,0.0,0.06061,13.664004,0.0,263.895884,4722.535,1.309487,1.634774,6979.789,537.655,10109.746,0.0,0.0,-13605.28,-2035.967,-48.75
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,DISCLOSED_PATH,PORT-25A7E18292F6,True,,0.0,1.265341119704999e-05,P2,지연·부분헤지,False,16764.0,2033,6265.6,40.195053,12469.344,12469.344,17061.429,310.220867,310.220867,40.195053,91.840713,31430.472,28490.906,33082.99,16021.561,2877.779,-61.788,-0.0,54.997682,14.802628,49.670775,9.475721,0.965634,0.000891,0.033474,11.792252,0.0,310.220867,17061.429,4.730875,5.906061,6813.751,701.152,12716.068,10892.321,43.749,-16021.561,-2654.105,-22.03
