company_id,company_name,scenario_id,plan_id,portfolio_id,is_scenario_feasible,is_frontier_eligible,is_frontier,expected_cost_p50_kkrw_per_tco2,tcar_kkrw_per_tco2
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P4,PORT-DF77606A395F,False,False,False,97.603509,16.705497
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P5,PORT-C942BD99A66C,True,True,True,110.758612,10.582297
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P6,PORT-7C945F726D00,True,True,True,152.964454,5.121218
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P7,PORT-2ECB61BA4654,False,False,False,151.841088,1.458018
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,CURRENT,PORT-FFBF1A00D2CE,False,False,False,69.69791,18.814722
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P1,PORT-9D97003767D5,False,False,False,20.616721,10.768807
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P2,PORT-25A7E18292F6,False,False,False,51.579829,15.141024
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P3,PORT-CCD4397FA6D4,True,True,True,109.284773,22.329163
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P4,PORT-2883A9539B06,False,False,False,124.727721,16.584973
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P5,PORT-2883A9539B06,False,False,False,118.120229,9.899159
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P6,PORT-576B945395C2,False,False,False,182.925935,5.625723
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,P7,PORT-B91429E42CEB,False,False,False,180.469738,1.686221
JFE_STEEL_JP,JFE Steel,DISCLOSED_PATH,CURRENT,PORT-D228BC8B7EB8,False,False,False,54.30183,13.470337
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P1,PORT-9D97003767D5,False,False,False,6.979784,11.439988
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P2,PORT-25A7E18292F6,False,False,False,40.193583,16.298323
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P3,PORT-CCD4397FA6D4,False,False,False,99.060179,23.532515
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P4,PORT-2883A9539B06,True,True,False,112.65906,17.407062
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P5,PORT-2883A9539B06,True,True,True,102.556361,9.713222
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P6,PORT-576B945395C2,False,False,False,157.052151,5.190605
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,P7,PORT-B91429E42CEB,False,False,False,150.694501,1.478548
JFE_STEEL_JP,JFE Steel,ACCELERATED_15C,CURRENT,PORT-D228BC8B7EB8,False,False,False,42.114726,14.265823
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P1,PORT-3DA05887C62D,False,False,False,13.051454,8.947572
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P2,PORT-8384667F6B8E,True,True,False,54.453212,15.959819
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P3,PORT-8384667F6B8E,True,True,True,52.639784,12.812025
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P4,PORT-8A59F01B884D,False,False,False,138.671509,17.264254
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P5,PORT-0095E30DB97C,False,False,False,164.320805,11.78548
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P6,PORT-6AF097B8F6F8,False,False,False,154.649117,4.717798
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P7,PORT-F194BB679477,False,False,False,150.976886,1.421102
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,CURRENT,PORT-87CB7C6D5202,True,False,False,57.953857,16.019298
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P1,PORT-3DA05887C62D,False,False,False,-0.963871,9.61356
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P2,PORT-8384667F6B8E,False,False,False,43.335207,17.177888
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P3,PORT-8384667F6B8E,False,False,False,40.790478,13.445996
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P4,PORT-8A59F01B884D,True,True,False,124.936504,17.776703
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P5,PORT-0095E30DB97C,True,True,False,146.454804,11.302365
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P6,PORT-6AF097B8F6F8,True,True,False,131.461949,4.295088
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P7,PORT-F194BB679477,True,True,True,124.90494,1.260066
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,CURRENT,PORT-87CB7C6D5202,False,False,False,46.893288,17.219594
