candidate_id,company_id,company_name,template_plan_id,template_plan_name,physical_portfolio_id,origin_scenario_id,facility_action_count,earliest_transition_year,latest_transition_year,bf_reline_capacity_share,scrap_eaf_capacity_share,h2_dri_eaf_capacity_share,renewable_eaf_capacity_share,ppa_share,hydrogen_contract_share,fixed_epc_share,ccfd_share,contract_premium_pct,common_avoided_emissions_mtco2,action_signature,data_status,source_note
CAND-0D9DBFAFAC1A93,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-1CB3B12B9B60,DISCLOSED_PATH,5,2029,2037,0.0,0.275401,0.692513,0.032086,0.15,0.1,0.2,0.1,0.01,453.004224,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-0F7926E25C7DDC,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-B0374F687394,DISCLOSED_PATH,5,2029,2037,0.275401,0.494652,0.197861,0.032086,0.15,0.1,0.2,0.1,0.01,338.051243,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-11A200804B1E4C,POSCO_KR,POSCO,P1,지연·현물조달,PORT-9341B5E9E1AE,DISCLOSED_PATH,5,2029,2037,0.494652,0.473262,0.0,0.032086,0.0,0.0,0.1,0.0,0.0,190.511279,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-1205E8D72A4654,POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-A620DB8F058C,DISCLOSED_PATH,5,2029,2037,0.0,0.494652,0.473262,0.032086,0.3,0.25,0.35,0.25,0.015,434.951232,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-12C017BA38B922,POSCO_KR,POSCO,P1,지연·현물조달,PORT-D42DEB3BDB60,DISCLOSED_PATH,5,2029,2037,0.275401,0.417112,0.275401,0.032086,0.0,0.0,0.1,0.0,0.0,364.533852,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-13A3A87B46A419,POSCO_KR,POSCO,P4,균형형 전환,PORT-C9ABA0ED93B4,DISCLOSED_PATH,5,2028,2036,0.0,0.473262,0.494652,0.032086,0.5,0.45,0.5,0.4,0.02,496.681253,POS-GWY-E:H2_DRI_EAF:2036|POS-GWY-EAF:EAF_RENEWABLE:2032|POS-GWY-W:SCRAP_EAF:2034|POS-POH-N:H2_DRI_EAF:2028|POS-POH-S:SCRAP_EAF:2031,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-1452ABFC21BA3C,POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-2E4122B1D61A,DISCLOSED_PATH,5,2029,2037,0.550802,0.0,0.417112,0.032086,0.3,0.25,0.35,0.25,0.015,305.733857,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-149176B54DA5B1,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-58F96F629E32,DISCLOSED_PATH,5,2029,2037,0.473262,0.219251,0.275401,0.032086,0.15,0.1,0.2,0.1,0.01,243.51423,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-16671384F832DB,POSCO_KR,POSCO,P4,균형형 전환,PORT-A7B7FDCF1108,DISCLOSED_PATH,5,2028,2036,0.197861,0.0,0.770053,0.032086,0.5,0.45,0.5,0.4,0.02,414.706243,POS-GWY-E:H2_DRI_EAF:2036|POS-GWY-EAF:EAF_RENEWABLE:2032|POS-GWY-W:H2_DRI_EAF:2034|POS-POH-N:H2_DRI_EAF:2028|POS-POH-S:BF_RELINE:2031,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-16DADA55DF87CF,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-F7156CC53AF8,DISCLOSED_PATH,5,2029,2037,0.197861,0.275401,0.494652,0.032086,0.15,0.1,0.2,0.1,0.01,353.711217,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-19A0EC6A18A011,POSCO_KR,POSCO,P1,지연·현물조달,PORT-0EE037EBD6C8,DISCLOSED_PATH,5,2029,2037,0.275401,0.197861,0.494652,0.032086,0.0,0.0,0.1,0.0,0.0,387.333846,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-19C362AB4D3239,POSCO_KR,POSCO,P1,지연·현물조달,PORT-CA761749FFB1,DISCLOSED_PATH,5,2029,2037,0.219251,0.473262,0.275401,0.032086,0.0,0.0,0.1,0.0,0.0,287.411269,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-1F4761E26DC6B1,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-15CB4F8207C5,DISCLOSED_PATH,5,2029,2037,0.219251,0.0,0.748663,0.032086,0.15,0.1,0.2,0.1,0.01,312.214267,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-1FADD59D3B21C5,POSCO_KR,POSCO,P4,균형형 전환,PORT-121CD1CE83BA,DISCLOSED_PATH,5,2028,2036,0.197861,0.275401,0.494652,0.032086,0.5,0.45,0.5,0.4,0.02,398.081245,POS-GWY-E:H2_DRI_EAF:2036|POS-GWY-EAF:EAF_RENEWABLE:2032|POS-GWY-W:SCRAP_EAF:2034|POS-POH-N:H2_DRI_EAF:2028|POS-POH-S:BF_RELINE:2031,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-219E2C98DF5995,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-7DC46150E6EE,DISCLOSED_PATH,5,2029,2037,0.275401,0.275401,0.417112,0.032086,0.15,0.1,0.2,0.1,0.01,388.383849,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-22439B2EE07AD0,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-0EE037EBD6C8,DISCLOSED_PATH,5,2029,2037,0.275401,0.197861,0.494652,0.032086,0.15,0.1,0.2,0.1,0.01,387.333846,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2326AF763A3588,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-81FCB4F2E5A2,DISCLOSED_PATH,5,2029,2037,0.197861,0.219251,0.550802,0.032086,0.15,0.1,0.2,0.1,0.01,340.414219,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-246A81370ACBB0,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-CD2F629A3E6E,DISCLOSED_PATH,5,2029,2037,0.275401,0.473262,0.219251,0.032086,0.15,0.1,0.2,0.1,0.01,345.551235,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2568A716EEF6E8,POSCO_KR,POSCO,P1,지연·현물조달,PORT-F833A94324B4,DISCLOSED_PATH,5,2029,2037,0.494652,0.197861,0.275401,0.032086,0.0,0.0,0.1,0.0,0.0,200.014276,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-25E596C7BBF514,POSCO_KR,POSCO,P1,지연·현물조달,PORT-2038E8D6C481,DISCLOSED_PATH,5,2029,2037,0.0,0.748663,0.219251,0.032086,0.0,0.0,0.1,0.0,0.0,428.201226,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-26D54185A83CF5,POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-81FCB4F2E5A2,DISCLOSED_PATH,5,2029,2037,0.197861,0.219251,0.550802,0.032086,0.3,0.25,0.35,0.25,0.015,340.414219,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2712C702DDAE02,POSCO_KR,POSCO,P1,지연·현물조달,PORT-7DC46150E6EE,DISCLOSED_PATH,5,2029,2037,0.275401,0.275401,0.417112,0.032086,0.0,0.0,0.1,0.0,0.0,388.383849,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2775122CBD1438,POSCO_KR,POSCO,P1,지연·현물조달,PORT-34425DFA5633,DISCLOSED_PATH,5,2029,2037,0.197861,0.494652,0.275401,0.032086,0.0,0.0,0.1,0.0,0.0,330.911223,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-27EB06146B7A52,POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-13C60822C05B,DISCLOSED_PATH,5,2029,2037,0.0,0.473262,0.494652,0.032086,0.3,0.25,0.35,0.25,0.015,437.704222,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2A6D4478832AD4,POSCO_KR,POSCO,P1,지연·현물조달,PORT-92CC472C5A75,DISCLOSED_PATH,5,2029,2037,0.0,0.770053,0.197861,0.032086,0.0,0.0,0.1,0.0,0.0,420.701234,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2B083F97838C06,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-0442454A7656,DISCLOSED_PATH,5,2029,2037,0.473262,0.275401,0.219251,0.032086,0.15,0.1,0.2,0.1,0.01,256.811227,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2B5676B6D45C1A,POSCO_KR,POSCO,P1,지연·현물조달,PORT-C84CC20B372A,DISCLOSED_PATH,5,2029,2037,0.550802,0.417112,0.0,0.032086,0.0,0.0,0.1,0.0,0.0,267.633863,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2DFF873B7DBA5A,POSCO_KR,POSCO,P1,지연·현물조달,PORT-914DDED0291C,DISCLOSED_PATH,5,2029,2037,0.0,0.550802,0.417112,0.032086,0.0,0.0,0.1,0.0,0.0,443.501227,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2E3979656A2F4C,POSCO_KR,POSCO,P1,지연·현물조달,PORT-BC271EDDCEA1,DISCLOSED_PATH,5,2029,2037,0.473262,0.275401,0.219251,0.032086,0.0,0.0,0.1,0.0,0.0,284.343839,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2EAFEFF65EF371,POSCO_KR,POSCO,P1,지연·현물조달,PORT-39601EAF8865,DISCLOSED_PATH,5,2029,2037,0.417112,0.275401,0.275401,0.032086,0.0,0.0,0.1,0.0,0.0,193.924259,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2F5D03A613EDBE,POSCO_KR,POSCO,P1,지연·현물조달,PORT-0E469489028A,DISCLOSED_PATH,5,2029,2037,0.473262,0.494652,0.0,0.032086,0.0,0.0,0.1,0.0,0.0,261.543846,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-2FCEDED2C189C1,POSCO_KR,POSCO,P4,균형형 전환,PORT-08632101CCF5,DISCLOSED_PATH,5,2028,2036,0.0,0.417112,0.550802,0.032086,0.5,0.45,0.5,0.4,0.02,488.606259,POS-GWY-E:H2_DRI_EAF:2036|POS-GWY-EAF:EAF_RENEWABLE:2032|POS-GWY-W:H2_DRI_EAF:2034|POS-POH-N:SCRAP_EAF:2028|POS-POH-S:SCRAP_EAF:2031,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-33464B9BFCF5F1,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-88B20AD20AAC,DISCLOSED_PATH,5,2029,2037,0.275401,0.0,0.692513,0.032086,0.15,0.1,0.2,0.1,0.01,402.633847,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-34EC5D94896BC9,POSCO_KR,POSCO,P1,지연·현물조달,PORT-560F313069EA,DISCLOSED_PATH,5,2029,2037,0.0,0.473262,0.494652,0.032086,0.0,0.0,0.1,0.0,0.0,442.451224,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-3507880EF33BF0,POSCO_KR,POSCO,P1,지연·현물조달,PORT-F28B31921945,DISCLOSED_PATH,5,2029,2037,0.275401,0.692513,0.0,0.032086,0.0,0.0,0.1,0.0,0.0,322.751241,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-3628A7B8A49C9B,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-582BD7A8624A,DISCLOSED_PATH,5,2029,2037,0.692513,0.0,0.275401,0.032086,0.15,0.1,0.2,0.1,0.01,143.553883,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-368B9DEAF0CA93,POSCO_KR,POSCO,P5,조기 계약형 전환,PORT-1319BCCBA344,DISCLOSED_PATH,5,2028,2036,0.275401,0.0,0.692513,0.032086,0.7,0.65,0.65,0.6,0.025,449.530784,POS-GWY-E:BF_RELINE:2036|POS-GWY-EAF:EAF_RENEWABLE:2032|POS-GWY-W:H2_DRI_EAF:2034|POS-POH-N:H2_DRI_EAF:2028|POS-POH-S:H2_DRI_EAF:2031,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-3C2E939294CFA6,POSCO_KR,POSCO,P1,지연·현물조달,PORT-0DA980ACBA29,DISCLOSED_PATH,5,2029,2037,0.275401,0.494652,0.197861,0.032086,0.0,0.0,0.1,0.0,0.0,365.583855,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-3C7B4652F1639B,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-C86521A83E05,DISCLOSED_PATH,5,2029,2037,0.748663,0.0,0.219251,0.032086,0.15,0.1,0.2,0.1,0.01,201.693848,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
