facility_id,year,production,emissions_s1,emissions_s2,energy_coal,energy_gas,energy_elec,energy_naphtha,source_id
LOTTE_DAE_NCC,2020,973266.7005526214,875940.0304973592,145990.0050828932,0.0,7786133.604420971,340643.34519341745,3114453.4417683887,SAMPLE_SYNTH
LOTTE_DAE_NCC,2021,1060887.4980192585,954798.7482173326,159133.12470288877,0.0,8487099.984154068,371310.6243067405,3394839.993661627,SAMPLE_SYNTH
LOTTE_DAE_NCC,2022,1007900.0858111845,907110.0772300661,151185.01287167767,0.0,8063200.686489476,352765.03003391455,3225280.2745957905,SAMPLE_SYNTH
LOTTE_DAE_NCC,2023,1056142.4852303192,950528.2367072873,158421.3727845479,0.0,8449139.881842554,369649.8698306117,3379655.9527370217,SAMPLE_SYNTH
LOTTE_DAE_NCC,2024,1026479.5548727812,923831.5993855031,153971.93323091717,0.0,8211836.438982249,359267.8442054734,3284734.5755928997,SAMPLE_SYNTH
MCI_ICH_NCC,2020,567858.1338942249,511072.3205048024,85178.72008413373,0.0,4542865.071153799,198750.3468629787,1817146.0284615196,SAMPLE_SYNTH
MCI_ICH_NCC,2021,517136.6571949175,465422.9914754258,77570.49857923762,0.0,4137093.25755934,180997.8300182211,1654837.303023736,SAMPLE_SYNTH
MCI_ICH_NCC,2022,552209.218067366,496988.29626062943,82831.38271010491,0.0,4417673.744538928,193273.2263235781,1767069.4978155715,SAMPLE_SYNTH
MCI_ICH_NCC,2023,549606.2344314273,494645.6109882846,82440.9351647141,0.0,4396849.875451419,192362.18205099955,1758739.9501805676,SAMPLE_SYNTH
MCI_ICH_NCC,2024,577964.4713820446,520168.02424384013,86694.6707073067,0.0,4623715.771056357,202287.5649837156,1849486.3084225429,SAMPLE_SYNTH
MCI_OSK_NCC,2020,448482.1638359202,403633.9474523282,67272.32457538803,0.0,3587857.3106873618,156968.75734257206,1435142.9242749447,SAMPLE_SYNTH
MCI_OSK_NCC,2021,463881.96436846885,417493.767931622,69582.29465527032,0.0,3711055.714947751,162358.68752896407,1484422.2859791005,SAMPLE_SYNTH
MCI_OSK_NCC,2022,428851.35675245774,385966.22107721196,64327.703512868655,0.0,3430810.854019662,150097.9748633602,1372324.341607865,SAMPLE_SYNTH
MCI_OSK_NCC,2023,450196.06707219733,405176.4603649776,67529.4100608296,0.0,3601568.5365775786,157568.62347526907,1440627.4146310315,SAMPLE_SYNTH
MCI_OSK_NCC,2024,445997.3625067834,401397.6262561051,66899.60437601751,0.0,3567978.900054267,156099.07687737417,1427191.5600217069,SAMPLE_SYNTH
