date,series_id,value,unit,source_id
2018-09,smp_krw_mwh,89.52,KRW/kWh,SAMPLE_SYNTH
2018-10,smp_krw_mwh,79.308,KRW/kWh,SAMPLE_SYNTH
2018-11,smp_krw_mwh,77.95,KRW/kWh,SAMPLE_SYNTH
2018-12,smp_krw_mwh,73.927,KRW/kWh,SAMPLE_SYNTH
2019-01,smp_krw_mwh,74.733,KRW/kWh,SAMPLE_SYNTH
2019-02,smp_krw_mwh,85.593,KRW/kWh,SAMPLE_SYNTH
2019-03,smp_krw_mwh,81.508,KRW/kWh,SAMPLE_SYNTH
2019-04,smp_krw_mwh,78.592,KRW/kWh,SAMPLE_SYNTH
2019-05,smp_krw_mwh,79.646,KRW/kWh,SAMPLE_SYNTH
2019-06,smp_krw_mwh,82.119,KRW/kWh,SAMPLE_SYNTH
2019-07,smp_krw_mwh,81.336,KRW/kWh,SAMPLE_SYNTH
2019-08,smp_krw_mwh,80.417,KRW/kWh,SAMPLE_SYNTH
2019-09,smp_krw_mwh,83.963,KRW/kWh,SAMPLE_SYNTH
2019-10,smp_krw_mwh,86.71,KRW/kWh,SAMPLE_SYNTH
2019-11,smp_krw_mwh,81.577,KRW/kWh,SAMPLE_SYNTH
2019-12,smp_krw_mwh,81.272,KRW/kWh,SAMPLE_SYNTH
2020-01,smp_krw_mwh,81.526,KRW/kWh,SAMPLE_SYNTH
2020-02,smp_krw_mwh,76.604,KRW/kWh,SAMPLE_SYNTH
2020-03,smp_krw_mwh,77.886,KRW/kWh,SAMPLE_SYNTH
2020-04,smp_krw_mwh,74.052,KRW/kWh,SAMPLE_SYNTH
2020-05,smp_krw_mwh,78.578,KRW/kWh,SAMPLE_SYNTH
2020-06,smp_krw_mwh,79.571,KRW/kWh,SAMPLE_SYNTH
2020-07,smp_krw_mwh,80.079,KRW/kWh,SAMPLE_SYNTH
2020-08,smp_krw_mwh,77.366,KRW/kWh,SAMPLE_SYNTH
2020-09,smp_krw_mwh,76.894,KRW/kWh,SAMPLE_SYNTH
2020-10,smp_krw_mwh,68.277,KRW/kWh,SAMPLE_SYNTH
2020-11,smp_krw_mwh,63.859,KRW/kWh,SAMPLE_SYNTH
2020-12,smp_krw_mwh,65.33,KRW/kWh,SAMPLE_SYNTH
2021-01,smp_krw_mwh,57.555,KRW/kWh,SAMPLE_SYNTH
2021-02,smp_krw_mwh,60.615,KRW/kWh,SAMPLE_SYNTH
2021-03,smp_krw_mwh,54.64,KRW/kWh,SAMPLE_SYNTH
2021-04,smp_krw_mwh,57.235,KRW/kWh,SAMPLE_SYNTH
2021-05,smp_krw_mwh,54.459,KRW/kWh,SAMPLE_SYNTH
2021-06,smp_krw_mwh,57.122,KRW/kWh,SAMPLE_SYNTH
2021-07,smp_krw_mwh,57.63,KRW/kWh,SAMPLE_SYNTH
2021-08,smp_krw_mwh,52.606,KRW/kWh,SAMPLE_SYNTH
2021-09,smp_krw_mwh,56.757,KRW/kWh,SAMPLE_SYNTH
2021-10,smp_krw_mwh,61.947,KRW/kWh,SAMPLE_SYNTH
2021-11,smp_krw_mwh,61.765,KRW/kWh,SAMPLE_SYNTH
2021-12,smp_krw_mwh,60.819,KRW/kWh,SAMPLE_SYNTH
2022-01,smp_krw_mwh,60.298,KRW/kWh,SAMPLE_SYNTH
2022-02,smp_krw_mwh,56.929,KRW/kWh,SAMPLE_SYNTH
2022-03,smp_krw_mwh,60.868,KRW/kWh,SAMPLE_SYNTH
2022-04,smp_krw_mwh,58.977,KRW/kWh,SAMPLE_SYNTH
2022-05,smp_krw_mwh,58.854,KRW/kWh,SAMPLE_SYNTH
2022-06,smp_krw_mwh,56.175,KRW/kWh,SAMPLE_SYNTH
2022-07,smp_krw_mwh,54.158,KRW/kWh,SAMPLE_SYNTH
2022-08,smp_krw_mwh,50.211,KRW/kWh,SAMPLE_SYNTH
2022-09,smp_krw_mwh,54.199,KRW/kWh,SAMPLE_SYNTH
2022-10,smp_krw_mwh,53.754,KRW/kWh,SAMPLE_SYNTH
2022-11,smp_krw_mwh,57.019,KRW/kWh,SAMPLE_SYNTH
2022-12,smp_krw_mwh,57.121,KRW/kWh,SAMPLE_SYNTH
2023-01,smp_krw_mwh,54.845,KRW/kWh,SAMPLE_SYNTH
2023-02,smp_krw_mwh,53.834,KRW/kWh,SAMPLE_SYNTH
2023-03,smp_krw_mwh,52.107,KRW/kWh,SAMPLE_SYNTH
2023-04,smp_krw_mwh,52.184,KRW/kWh,SAMPLE_SYNTH
2023-05,smp_krw_mwh,51.073,KRW/kWh,SAMPLE_SYNTH
2023-06,smp_krw_mwh,50.212,KRW/kWh,SAMPLE_SYNTH
2023-07,smp_krw_mwh,46.273,KRW/kWh,SAMPLE_SYNTH
2023-08,smp_krw_mwh,44.13,KRW/kWh,SAMPLE_SYNTH
2023-09,smp_krw_mwh,48.783,KRW/kWh,SAMPLE_SYNTH
2023-10,smp_krw_mwh,46.904,KRW/kWh,SAMPLE_SYNTH
2023-11,smp_krw_mwh,44.074,KRW/kWh,SAMPLE_SYNTH
2023-12,smp_krw_mwh,45.02,KRW/kWh,SAMPLE_SYNTH
2024-01,smp_krw_mwh,49.035,KRW/kWh,SAMPLE_SYNTH
2024-02,smp_krw_mwh,44.984,KRW/kWh,SAMPLE_SYNTH
2024-03,smp_krw_mwh,44.469,KRW/kWh,SAMPLE_SYNTH
2024-04,smp_krw_mwh,42.857,KRW/kWh,SAMPLE_SYNTH
2024-05,smp_krw_mwh,38.598,KRW/kWh,SAMPLE_SYNTH
2024-06,smp_krw_mwh,40.378,KRW/kWh,SAMPLE_SYNTH
2024-07,smp_krw_mwh,40.362,KRW/kWh,SAMPLE_SYNTH
2024-08,smp_krw_mwh,40.576,KRW/kWh,SAMPLE_SYNTH
2024-09,smp_krw_mwh,38.824,KRW/kWh,SAMPLE_SYNTH
2024-10,smp_krw_mwh,39.938,KRW/kWh,SAMPLE_SYNTH
2024-11,smp_krw_mwh,38.705,KRW/kWh,SAMPLE_SYNTH
2024-12,smp_krw_mwh,38.413,KRW/kWh,SAMPLE_SYNTH
2025-01,smp_krw_mwh,35.978,KRW/kWh,SAMPLE_SYNTH
2025-02,smp_krw_mwh,33.479,KRW/kWh,SAMPLE_SYNTH
2025-03,smp_krw_mwh,36.309,KRW/kWh,SAMPLE_SYNTH
2025-04,smp_krw_mwh,35.256,KRW/kWh,SAMPLE_SYNTH
2025-05,smp_krw_mwh,35.914,KRW/kWh,SAMPLE_SYNTH
2025-06,smp_krw_mwh,35.877,KRW/kWh,SAMPLE_SYNTH
2025-07,smp_krw_mwh,34.975,KRW/kWh,SAMPLE_SYNTH
2025-08,smp_krw_mwh,33.959,KRW/kWh,SAMPLE_SYNTH
2025-09,smp_krw_mwh,35.303,KRW/kWh,SAMPLE_SYNTH
2025-10,smp_krw_mwh,34.704,KRW/kWh,SAMPLE_SYNTH
2025-11,smp_krw_mwh,34.425,KRW/kWh,SAMPLE_SYNTH
2025-12,smp_krw_mwh,34.505,KRW/kWh,SAMPLE_SYNTH
2015-01,indus_tariff,106.86,KRW/kWh,SAMPLE_SYNTH
2015-02,indus_tariff,109.028,KRW/kWh,SAMPLE_SYNTH
2015-03,indus_tariff,109.719,KRW/kWh,SAMPLE_SYNTH
2015-04,indus_tariff,109.718,KRW/kWh,SAMPLE_SYNTH
2015-05,indus_tariff,109.297,KRW/kWh,SAMPLE_SYNTH
2015-06,indus_tariff,110.184,KRW/kWh,SAMPLE_SYNTH
2015-07,indus_tariff,112.286,KRW/kWh,SAMPLE_SYNTH
2015-08,indus_tariff,111.524,KRW/kWh,SAMPLE_SYNTH
2015-09,indus_tariff,112.78,KRW/kWh,SAMPLE_SYNTH
2015-10,indus_tariff,112.696,KRW/kWh,SAMPLE_SYNTH
2015-11,indus_tariff,113.527,KRW/kWh,SAMPLE_SYNTH
2015-12,indus_tariff,115.057,KRW/kWh,SAMPLE_SYNTH
2016-01,indus_tariff,115.576,KRW/kWh,SAMPLE_SYNTH
2016-02,indus_tariff,120.17,KRW/kWh,SAMPLE_SYNTH
2016-03,indus_tariff,116.057,KRW/kWh,SAMPLE_SYNTH
2016-04,indus_tariff,116.668,KRW/kWh,SAMPLE_SYNTH
2016-05,indus_tariff,118.629,KRW/kWh,SAMPLE_SYNTH
2016-06,indus_tariff,117.574,KRW/kWh,SAMPLE_SYNTH
2016-07,indus_tariff,120.611,KRW/kWh,SAMPLE_SYNTH
2016-08,indus_tariff,123.489,KRW/kWh,SAMPLE_SYNTH
2016-09,indus_tariff,123.213,KRW/kWh,SAMPLE_SYNTH
2016-10,indus_tariff,121.046,KRW/kWh,SAMPLE_SYNTH
2016-11,indus_tariff,122.28,KRW/kWh,SAMPLE_SYNTH
2016-12,indus_tariff,119.899,KRW/kWh,SAMPLE_SYNTH
2017-01,indus_tariff,119.636,KRW/kWh,SAMPLE_SYNTH
2017-02,indus_tariff,123.615,KRW/kWh,SAMPLE_SYNTH
2017-03,indus_tariff,119.909,KRW/kWh,SAMPLE_SYNTH
2017-04,indus_tariff,115.622,KRW/kWh,SAMPLE_SYNTH
2017-05,indus_tariff,116.712,KRW/kWh,SAMPLE_SYNTH
2017-06,indus_tariff,116.742,KRW/kWh,SAMPLE_SYNTH
2017-07,indus_tariff,116.125,KRW/kWh,SAMPLE_SYNTH
2017-08,indus_tariff,114.768,KRW/kWh,SAMPLE_SYNTH
2017-09,indus_tariff,113.297,KRW/kWh,SAMPLE_SYNTH
2017-10,indus_tariff,110.109,KRW/kWh,SAMPLE_SYNTH
2017-11,indus_tariff,111.475,KRW/kWh,SAMPLE_SYNTH
2017-12,indus_tariff,110.729,KRW/kWh,SAMPLE_SYNTH
2018-01,indus_tariff,107.932,KRW/kWh,SAMPLE_SYNTH
2018-02,indus_tariff,109.795,KRW/kWh,SAMPLE_SYNTH
2018-03,indus_tariff,109.35,KRW/kWh,SAMPLE_SYNTH
2018-04,indus_tariff,111.573,KRW/kWh,SAMPLE_SYNTH
2018-05,indus_tariff,109.924,KRW/kWh,SAMPLE_SYNTH
2018-06,indus_tariff,109.646,KRW/kWh,SAMPLE_SYNTH
2018-07,indus_tariff,106.355,KRW/kWh,SAMPLE_SYNTH
2018-08,indus_tariff,105.4,KRW/kWh,SAMPLE_SYNTH
2018-09,indus_tariff,103.713,KRW/kWh,SAMPLE_SYNTH
2018-10,indus_tariff,100.051,KRW/kWh,SAMPLE_SYNTH
2018-11,indus_tariff,100.356,KRW/kWh,SAMPLE_SYNTH
2018-12,indus_tariff,99.919,KRW/kWh,SAMPLE_SYNTH
2019-01,indus_tariff,103.516,KRW/kWh,SAMPLE_SYNTH
2019-02,indus_tariff,104.103,KRW/kWh,SAMPLE_SYNTH
2019-03,indus_tariff,104.648,KRW/kWh,SAMPLE_SYNTH
2019-04,indus_tariff,103.823,KRW/kWh,SAMPLE_SYNTH
2019-05,indus_tariff,104.16,KRW/kWh,SAMPLE_SYNTH
2019-06,indus_tariff,102.478,KRW/kWh,SAMPLE_SYNTH
2019-07,indus_tariff,101.612,KRW/kWh,SAMPLE_SYNTH
2019-08,indus_tariff,102.677,KRW/kWh,SAMPLE_SYNTH
2019-09,indus_tariff,103.513,KRW/kWh,SAMPLE_SYNTH
2019-10,indus_tariff,104.4,KRW/kWh,SAMPLE_SYNTH
2019-11,indus_tariff,102.737,KRW/kWh,SAMPLE_SYNTH
2019-12,indus_tariff,104.658,KRW/kWh,SAMPLE_SYNTH
2020-01,indus_tariff,104.771,KRW/kWh,SAMPLE_SYNTH
2020-02,indus_tariff,99.975,KRW/kWh,SAMPLE_SYNTH
2020-03,indus_tariff,99.282,KRW/kWh,SAMPLE_SYNTH
2020-04,indus_tariff,95.313,KRW/kWh,SAMPLE_SYNTH
2020-05,indus_tariff,91.635,KRW/kWh,SAMPLE_SYNTH
2020-06,indus_tariff,91.162,KRW/kWh,SAMPLE_SYNTH
2020-07,indus_tariff,93.321,KRW/kWh,SAMPLE_SYNTH
2020-08,indus_tariff,92.824,KRW/kWh,SAMPLE_SYNTH
2020-09,indus_tariff,91.061,KRW/kWh,SAMPLE_SYNTH
2020-10,indus_tariff,87.663,KRW/kWh,SAMPLE_SYNTH
2020-11,indus_tariff,88.148,KRW/kWh,SAMPLE_SYNTH
2020-12,indus_tariff,88.845,KRW/kWh,SAMPLE_SYNTH
2021-01,indus_tariff,86.757,KRW/kWh,SAMPLE_SYNTH
2021-02,indus_tariff,87.656,KRW/kWh,SAMPLE_SYNTH
2021-03,indus_tariff,85.977,KRW/kWh,SAMPLE_SYNTH
2021-04,indus_tariff,87.975,KRW/kWh,SAMPLE_SYNTH
2021-05,indus_tariff,87.948,KRW/kWh,SAMPLE_SYNTH
2021-06,indus_tariff,89.17,KRW/kWh,SAMPLE_SYNTH
2021-07,indus_tariff,87.92,KRW/kWh,SAMPLE_SYNTH
2021-08,indus_tariff,87.109,KRW/kWh,SAMPLE_SYNTH
2021-09,indus_tariff,87.55,KRW/kWh,SAMPLE_SYNTH
2021-10,indus_tariff,90.741,KRW/kWh,SAMPLE_SYNTH
2021-11,indus_tariff,88.933,KRW/kWh,SAMPLE_SYNTH
2021-12,indus_tariff,88.534,KRW/kWh,SAMPLE_SYNTH
2022-01,indus_tariff,88.443,KRW/kWh,SAMPLE_SYNTH
2022-02,indus_tariff,85.666,KRW/kWh,SAMPLE_SYNTH
2022-03,indus_tariff,89.317,KRW/kWh,SAMPLE_SYNTH
2022-04,indus_tariff,90.926,KRW/kWh,SAMPLE_SYNTH
2022-05,indus_tariff,90.289,KRW/kWh,SAMPLE_SYNTH
2022-06,indus_tariff,90.635,KRW/kWh,SAMPLE_SYNTH
2022-07,indus_tariff,90.594,KRW/kWh,SAMPLE_SYNTH
2022-08,indus_tariff,85.647,KRW/kWh,SAMPLE_SYNTH
2022-09,indus_tariff,87.386,KRW/kWh,SAMPLE_SYNTH
2022-10,indus_tariff,87.226,KRW/kWh,SAMPLE_SYNTH
2022-11,indus_tariff,88.449,KRW/kWh,SAMPLE_SYNTH
2022-12,indus_tariff,87.039,KRW/kWh,SAMPLE_SYNTH
2023-01,indus_tariff,86.031,KRW/kWh,SAMPLE_SYNTH
2023-02,indus_tariff,85.536,KRW/kWh,SAMPLE_SYNTH
2023-03,indus_tariff,86.68,KRW/kWh,SAMPLE_SYNTH
2023-04,indus_tariff,87.241,KRW/kWh,SAMPLE_SYNTH
2023-05,indus_tariff,86.928,KRW/kWh,SAMPLE_SYNTH
2023-06,indus_tariff,88.849,KRW/kWh,SAMPLE_SYNTH
2023-07,indus_tariff,86.705,KRW/kWh,SAMPLE_SYNTH
2023-08,indus_tariff,85.422,KRW/kWh,SAMPLE_SYNTH
2023-09,indus_tariff,84.723,KRW/kWh,SAMPLE_SYNTH
2023-10,indus_tariff,86.266,KRW/kWh,SAMPLE_SYNTH
2023-11,indus_tariff,86.593,KRW/kWh,SAMPLE_SYNTH
2023-12,indus_tariff,88.317,KRW/kWh,SAMPLE_SYNTH
2024-01,indus_tariff,90.878,KRW/kWh,SAMPLE_SYNTH
2024-02,indus_tariff,89.553,KRW/kWh,SAMPLE_SYNTH
2024-03,indus_tariff,89.728,KRW/kWh,SAMPLE_SYNTH
2024-04,indus_tariff,88.78,KRW/kWh,SAMPLE_SYNTH
2024-05,indus_tariff,86.728,KRW/kWh,SAMPLE_SYNTH
2024-06,indus_tariff,87.66,KRW/kWh,SAMPLE_SYNTH
2024-07,indus_tariff,89.871,KRW/kWh,SAMPLE_SYNTH
2024-08,indus_tariff,90.842,KRW/kWh,SAMPLE_SYNTH
2024-09,indus_tariff,90.031,KRW/kWh,SAMPLE_SYNTH
2024-10,indus_tariff,89.778,KRW/kWh,SAMPLE_SYNTH
2024-11,indus_tariff,88.386,KRW/kWh,SAMPLE_SYNTH
2024-12,indus_tariff,90.617,KRW/kWh,SAMPLE_SYNTH
2025-01,indus_tariff,90.238,KRW/kWh,SAMPLE_SYNTH
2025-02,indus_tariff,89.116,KRW/kWh,SAMPLE_SYNTH
2025-03,indus_tariff,90.145,KRW/kWh,SAMPLE_SYNTH
2025-04,indus_tariff,88.111,KRW/kWh,SAMPLE_SYNTH
2025-05,indus_tariff,88.413,KRW/kWh,SAMPLE_SYNTH
2025-06,indus_tariff,89.711,KRW/kWh,SAMPLE_SYNTH
2025-07,indus_tariff,88.768,KRW/kWh,SAMPLE_SYNTH
2025-08,indus_tariff,87.996,KRW/kWh,SAMPLE_SYNTH
2025-09,indus_tariff,88.439,KRW/kWh,SAMPLE_SYNTH
2025-10,indus_tariff,88.362,KRW/kWh,SAMPLE_SYNTH
2025-11,indus_tariff,86.068,KRW/kWh,SAMPLE_SYNTH
2025-12,indus_tariff,85.853,KRW/kWh,SAMPLE_SYNTH
2015-01,kau_krw,18716.035,KRW/tCO2,SAMPLE_SYNTH
2015-02,kau_krw,20128.716,KRW/tCO2,SAMPLE_SYNTH
2015-03,kau_krw,18963.186,KRW/tCO2,SAMPLE_SYNTH
2015-04,kau_krw,19898.877,KRW/tCO2,SAMPLE_SYNTH
2015-05,kau_krw,22524.83,KRW/tCO2,SAMPLE_SYNTH
2015-06,kau_krw,22010.741,KRW/tCO2,SAMPLE_SYNTH
2015-07,kau_krw,21018.531,KRW/tCO2,SAMPLE_SYNTH
2015-08,kau_krw,21385.627,KRW/tCO2,SAMPLE_SYNTH
2015-09,kau_krw,21424.963,KRW/tCO2,SAMPLE_SYNTH
2015-10,kau_krw,19827.452,KRW/tCO2,SAMPLE_SYNTH
2015-11,kau_krw,20613.392,KRW/tCO2,SAMPLE_SYNTH
2015-12,kau_krw,24268.574,KRW/tCO2,SAMPLE_SYNTH
2016-01,kau_krw,23820.184,KRW/tCO2,SAMPLE_SYNTH
2016-02,kau_krw,23483.621,KRW/tCO2,SAMPLE_SYNTH
2016-03,kau_krw,21643.575,KRW/tCO2,SAMPLE_SYNTH
2016-04,kau_krw,22247.635,KRW/tCO2,SAMPLE_SYNTH
2016-05,kau_krw,20175.674,KRW/tCO2,SAMPLE_SYNTH
2016-06,kau_krw,18502.82,KRW/tCO2,SAMPLE_SYNTH
2016-07,kau_krw,20538.405,KRW/tCO2,SAMPLE_SYNTH
2016-08,kau_krw,19141.529,KRW/tCO2,SAMPLE_SYNTH
2016-09,kau_krw,20912.956,KRW/tCO2,SAMPLE_SYNTH
2016-10,kau_krw,23672.583,KRW/tCO2,SAMPLE_SYNTH
2016-11,kau_krw,24217.213,KRW/tCO2,SAMPLE_SYNTH
2016-12,kau_krw,25364.104,KRW/tCO2,SAMPLE_SYNTH
2017-01,kau_krw,29710.931,KRW/tCO2,SAMPLE_SYNTH
2017-02,kau_krw,29305.545,KRW/tCO2,SAMPLE_SYNTH
2017-03,kau_krw,28003.69,KRW/tCO2,SAMPLE_SYNTH
2017-04,kau_krw,25180.7,KRW/tCO2,SAMPLE_SYNTH
2017-05,kau_krw,25315.437,KRW/tCO2,SAMPLE_SYNTH
2017-06,kau_krw,28552.54,KRW/tCO2,SAMPLE_SYNTH
2017-07,kau_krw,30892.503,KRW/tCO2,SAMPLE_SYNTH
2017-08,kau_krw,28707.151,KRW/tCO2,SAMPLE_SYNTH
2017-09,kau_krw,26862.096,KRW/tCO2,SAMPLE_SYNTH
2017-10,kau_krw,25851.859,KRW/tCO2,SAMPLE_SYNTH
2017-11,kau_krw,26516.415,KRW/tCO2,SAMPLE_SYNTH
2017-12,kau_krw,26136.663,KRW/tCO2,SAMPLE_SYNTH
2018-01,kau_krw,26642.172,KRW/tCO2,SAMPLE_SYNTH
2018-02,kau_krw,27336.82,KRW/tCO2,SAMPLE_SYNTH
2018-03,kau_krw,26744.601,KRW/tCO2,SAMPLE_SYNTH
2018-04,kau_krw,26712.155,KRW/tCO2,SAMPLE_SYNTH
2018-05,kau_krw,27211.675,KRW/tCO2,SAMPLE_SYNTH
2018-06,kau_krw,27083.604,KRW/tCO2,SAMPLE_SYNTH
2018-07,kau_krw,28253.298,KRW/tCO2,SAMPLE_SYNTH
2018-08,kau_krw,32880.516,KRW/tCO2,SAMPLE_SYNTH
2018-09,kau_krw,34544.144,KRW/tCO2,SAMPLE_SYNTH
2018-10,kau_krw,34768.19,KRW/tCO2,SAMPLE_SYNTH
2018-11,kau_krw,30441.7,KRW/tCO2,SAMPLE_SYNTH
2018-12,kau_krw,31464.186,KRW/tCO2,SAMPLE_SYNTH
2019-01,kau_krw,26980.535,KRW/tCO2,SAMPLE_SYNTH
2019-02,kau_krw,24152.622,KRW/tCO2,SAMPLE_SYNTH
2019-03,kau_krw,25913.501,KRW/tCO2,SAMPLE_SYNTH
2019-04,kau_krw,27474.626,KRW/tCO2,SAMPLE_SYNTH
2019-05,kau_krw,27201.382,KRW/tCO2,SAMPLE_SYNTH
2019-06,kau_krw,23771.013,KRW/tCO2,SAMPLE_SYNTH
2019-07,kau_krw,23121.41,KRW/tCO2,SAMPLE_SYNTH
2019-08,kau_krw,21943.258,KRW/tCO2,SAMPLE_SYNTH
2019-09,kau_krw,23136.402,KRW/tCO2,SAMPLE_SYNTH
2019-10,kau_krw,27771.926,KRW/tCO2,SAMPLE_SYNTH
2019-11,kau_krw,28314.671,KRW/tCO2,SAMPLE_SYNTH
2019-12,kau_krw,26656.558,KRW/tCO2,SAMPLE_SYNTH
2020-01,kau_krw,24322.238,KRW/tCO2,SAMPLE_SYNTH
2020-02,kau_krw,24261.811,KRW/tCO2,SAMPLE_SYNTH
2020-03,kau_krw,23968.97,KRW/tCO2,SAMPLE_SYNTH
2020-04,kau_krw,21903.327,KRW/tCO2,SAMPLE_SYNTH
2020-05,kau_krw,22152.425,KRW/tCO2,SAMPLE_SYNTH
2020-06,kau_krw,20244.312,KRW/tCO2,SAMPLE_SYNTH
2020-07,kau_krw,22172.271,KRW/tCO2,SAMPLE_SYNTH
2020-08,kau_krw,24187.949,KRW/tCO2,SAMPLE_SYNTH
2020-09,kau_krw,26433.565,KRW/tCO2,SAMPLE_SYNTH
2020-10,kau_krw,25500.819,KRW/tCO2,SAMPLE_SYNTH
2020-11,kau_krw,26625.575,KRW/tCO2,SAMPLE_SYNTH
2020-12,kau_krw,26398.486,KRW/tCO2,SAMPLE_SYNTH
2021-01,kau_krw,25641.232,KRW/tCO2,SAMPLE_SYNTH
2021-02,kau_krw,25004.856,KRW/tCO2,SAMPLE_SYNTH
2021-03,kau_krw,22580.638,KRW/tCO2,SAMPLE_SYNTH
2021-04,kau_krw,20157.647,KRW/tCO2,SAMPLE_SYNTH
2021-05,kau_krw,21523.146,KRW/tCO2,SAMPLE_SYNTH
2021-06,kau_krw,21238.808,KRW/tCO2,SAMPLE_SYNTH
2021-07,kau_krw,21653.001,KRW/tCO2,SAMPLE_SYNTH
2021-08,kau_krw,23506.592,KRW/tCO2,SAMPLE_SYNTH
2021-09,kau_krw,20504.211,KRW/tCO2,SAMPLE_SYNTH
2021-10,kau_krw,19296.04,KRW/tCO2,SAMPLE_SYNTH
2021-11,kau_krw,19607.785,KRW/tCO2,SAMPLE_SYNTH
2021-12,kau_krw,20273.087,KRW/tCO2,SAMPLE_SYNTH
2022-01,kau_krw,19710.043,KRW/tCO2,SAMPLE_SYNTH
2022-02,kau_krw,21444.381,KRW/tCO2,SAMPLE_SYNTH
2022-03,kau_krw,21852.039,KRW/tCO2,SAMPLE_SYNTH
2022-04,kau_krw,19870.251,KRW/tCO2,SAMPLE_SYNTH
2022-05,kau_krw,18481.358,KRW/tCO2,SAMPLE_SYNTH
2022-06,kau_krw,19750.924,KRW/tCO2,SAMPLE_SYNTH
2022-07,kau_krw,20538.615,KRW/tCO2,SAMPLE_SYNTH
2022-08,kau_krw,17679.077,KRW/tCO2,SAMPLE_SYNTH
2022-09,kau_krw,19731.155,KRW/tCO2,SAMPLE_SYNTH
2022-10,kau_krw,20739.519,KRW/tCO2,SAMPLE_SYNTH
2022-11,kau_krw,23138.744,KRW/tCO2,SAMPLE_SYNTH
2022-12,kau_krw,22484.19,KRW/tCO2,SAMPLE_SYNTH
2023-01,kau_krw,22002.496,KRW/tCO2,SAMPLE_SYNTH
2023-02,kau_krw,20146.676,KRW/tCO2,SAMPLE_SYNTH
2023-03,kau_krw,24729.421,KRW/tCO2,SAMPLE_SYNTH
2023-04,kau_krw,24433.554,KRW/tCO2,SAMPLE_SYNTH
