scenario,region,variable,year,value,unit,source_id
NZ15,Korea,co2_price,2033,57613.4,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2034,63950.9,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2035,70985.5,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2036,78793.9,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2037,87461.3,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2038,97082.0,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2039,107761.0,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2040,119614.7,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2041,132772.4,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2042,147377.3,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2043,163588.8,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2044,181583.6,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2045,201557.8,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2046,223729.1,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2047,248339.4,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2048,275656.7,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2049,305978.9,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,co2_price,2050,339636.6,KRW/tCO2,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2025,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2026,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2027,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2028,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2029,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2030,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2031,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_h2dri,2050,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2025,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2026,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2027,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2028,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2029,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2030,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2031,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_eaf,2050,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2025,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2026,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2027,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2028,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2029,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2030,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2031,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_steel_ccus,2050,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2025,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2026,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2027,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2028,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2029,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2030,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2031,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_ecracker,2050,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2025,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2026,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2027,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2028,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2029,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2030,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2031,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_h2fuel,2050,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2025,0.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2026,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2027,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2028,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2029,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2030,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2031,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Korea,tech_avail_petchem_bio,2050,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,elec_price,2025,130000.0,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2026,131560.0,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2027,133138.7,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2028,134736.4,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2029,136353.2,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2030,137989.5,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2031,139645.3,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2032,141321.1,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2033,143016.9,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2034,144733.1,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2035,146469.9,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2036,148227.6,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2037,150006.3,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2038,151806.4,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2039,153628.1,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2040,155471.6,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2041,157337.2,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2042,159225.3,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2043,161136.0,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2044,163069.6,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2045,165026.5,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2046,167006.8,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2047,169010.9,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2048,171039.0,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,elec_price,2049,173091.5,KRW/MWh,SAMPLE_SYNTH
