company_id,company_name,country_code,reported_production_mt,reported_scope12_emissions_mtco2,scenario_id,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,expected_cost_p50_kkrw_per_tco2,expected_cost_p50_bn_krw,p90_cost_kkrw_per_tco2,tcar_kkrw_per_tco2,gross_cost_p50_kkrw_per_tco2,policy_support_dependence_kkrw_per_tco2,electricity_variance_share,hydrogen_variance_share,capex_variance_share,policy_uncertainty_exposure_kkrw_per_tco2,flexibility_value_kkrw_per_tco2,avoided_emissions_mtco2,p90_net_cost_bn_krw,p90_cost_to_ebitda_x,p90_cost_to_annual_capex_x,capex_cost_p50_bn_krw,fixed_opex_cost_p50_bn_krw,electricity_cost_p50_bn_krw,hydrogen_cost_p50_bn_krw,contract_premium_p50_bn_krw,carbon_value_p50_bn_krw,policy_support_p50_bn_krw,component_reconciliation_p50_bn_krw
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,P7,완전 수소·계약형,False,32892.0,2032,9270.0,127.562251,80096.231,128.804438,1.242187,169.236975,41.674723,0.924567,0.017931,0.057502,21.804561,115.829562,627.899166,80876.199,19.119669,34.212777,18630.469,3034.098,11581.163,90631.749,5186.363,-22800.016,-26167.294,-0.301
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,CURRENT,POSCO 공시전략 프록시,True,22752.0,2033,9270.0,127.079709,36258.17,159.059709,31.98,138.892293,11.812584,0.945081,0.011385,0.043533,67.476559,115.298984,285.318325,45382.65,10.728759,19.198064,7353.755,1491.155,4869.63,35624.168,122.961,-10353.963,-2850.978,1.441
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P1,지연·현물조달,False,23962.4,2029,6160.0,10.058942,4377.188,21.766288,11.707346,17.205375,7.146433,0.9228,0.0,0.0772,12.669269,0.0,435.153946,9471.686,0.963586,1.764709,10673.592,947.571,18440.981,0.0,0.0,-22468.689,-3202.078,-14.189
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P2,지연·부분헤지,False,29123.6,2038,7425.0,48.344675,21604.218,67.255916,18.91124,59.293369,10.948693,0.965193,0.001034,0.033773,19.332162,38.304677,446.878947,30055.253,3.057621,5.599718,11718.939,1108.15,17917.834,18414.509,68.961,-23078.816,-4552.449,7.089
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P3,균형형 라이트헤지,False,29123.6,2038,7425.0,45.913442,20517.751,60.886416,14.972974,59.237932,13.32449,0.963212,0.000996,0.035792,19.64915,36.007027,446.878947,27208.858,2.768048,5.069394,14686.047,1108.15,17473.875,16534.967,210.235,-23078.816,-6420.563,3.857
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P4,균형형 전환,False,32153.0,2033,8019.0,83.458756,43516.977,99.074771,15.616015,107.96581,24.507054,0.975618,0.002079,0.022302,26.923061,73.64592,521.418946,51659.463,5.255489,9.624887,14530.947,1522.1,19932.845,46159.675,753.268,-26808.543,-12576.188,2.872
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P5,조기 계약형 전환,False,34771.0,2033,8019.0,110.982568,59588.643,122.359472,11.376904,155.692728,44.710159,0.973211,0.002802,0.023987,15.940619,101.343135,536.918941,65697.118,6.683587,12.2403,17173.531,1772.401,18765.497,71734.285,1759.723,-27610.952,-24007.319,1.477
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P6,조기 고헤지,False,33506.0,2028,9900.0,153.163252,76385.487,158.600982,5.43773,239.120918,85.957667,0.973452,0.004222,0.022325,25.376169,143.138562,498.719413,79097.388,8.046841,14.73696,17978.563,2018.862,14863.963,105845.164,4137.652,-25589.859,-42862.215,-6.644
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P7,완전 수소·계약형,False,38511.0,2028,9900.0,151.910941,100739.712,153.540691,1.62975,252.106796,100.195855,0.967258,0.005499,0.027244,29.655206,141.840623,663.14981,101820.48,10.358537,18.970592,22145.607,2733.202,20552.332,147549.102,8171.187,-33973.913,-66437.221,-0.584
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,CURRENT,Nippon Steel 공시전략 프록시,True,29123.6,2037,7425.0,50.235762,25470.483,66.426902,16.19114,63.561609,13.325847,0.97218,0.001413,0.026407,31.143193,40.260803,507.018944,33679.698,3.426348,6.275003,12915.42,1302.627,21929.444,21496.644,376.672,-26057.324,-6469.02,-23.98
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P1,지연·현물조달,False,19427.1,2029,6160.0,22.728211,7128.566,33.489534,10.761323,28.192959,5.464748,0.879515,0.0,0.120485,12.669269,0.0,313.643967,10503.79,1.068586,1.957004,7163.629,721.269,11862.021,0.0,0.0,-10969.862,-1646.481,-2.008
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P2,지연·부분헤지,False,26736.6,2038,7425.0,67.676837,24767.623,86.481868,18.805031,76.960818,9.283982,0.951653,0.00199,0.046357,19.332162,44.726364,365.968973,31649.681,3.219827,5.896782,11126.183,951.847,11749.783,17046.51,56.479,-12796.263,-3365.589,-1.327
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P3,균형형 라이트헤지,False,26736.6,2038,7425.0,65.562592,23993.874,80.606349,15.043757,76.95631,11.393718,0.949921,0.001975,0.048103,19.64915,42.727386,365.968973,29499.423,3.001075,5.496159,10308.713,951.847,12827.064,16511.241,172.859,-12796.263,-3982.278,0.69
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P4,균형형 전환,False,29766.0,2033,8019.0,110.381817,47631.849,127.09695,16.715133,130.665186,20.283369,0.968367,0.003711,0.027923,26.923061,87.66516,431.518975,54844.746,5.579539,10.21835,14122.174,1343.314,14027.531,41372.577,645.271,-15071.357,-8809.011,1.349
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P5,조기 계약형 전환,False,34771.0,2033,8019.0,126.923187,68147.463,138.319314,11.396127,158.272192,31.349004,0.966574,0.004284,0.029142,15.940619,104.428715,536.918941,74266.26,7.555354,13.836852,18561.339,1772.401,17157.726,64750.726,1638.363,-18775.751,-16950.719,-6.621
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P6,조기 고헤지,False,33506.0,2028,9900.0,178.539421,89041.075,184.390646,5.851225,236.832577,58.293156,0.970461,0.006067,0.023471,25.376169,155.728001,498.719413,91959.195,9.355315,17.133296,17578.499,2018.862,13579.302,98521.915,3867.581,-17431.387,-29089.44,-4.258
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P7,완전 수소·계약형,False,38511.0,2028,9900.0,181.566147,120405.556,183.356574,1.790427,249.196788,67.630641,0.965446,0.007782,0.026771,29.655206,158.807031,663.14981,121592.877,12.370049,22.654469,22065.683,2733.202,18747.44,137250.937,7645.8,-23190.09,-44848.353,0.937
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,CURRENT,Nippon Steel 공시전략 프록시,True,23974.5,2037,7425.0,81.378955,27147.935,100.281859,18.902905,93.699031,12.320077,0.965672,0.003219,0.031108,31.143193,58.444711,333.598962,33453.924,3.403379,6.232938,9818.895,967.075,11903.094,19909.272,257.695,-11628.556,-4063.999,-15.542
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P1,지연·현물조달,False,14520.0,2033,6265.6,8.171296,2479.24,20.419796,12.2485,14.604334,6.433038,0.925534,0.0,0.074466,12.719074,0.0,303.40837,6195.537,1.717928,2.144675,6262.357,605.779,13151.589,0.0,0.0,-15666.226,-1873.509,-0.751
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P2,지연·부분헤지,False,16764.0,2033,6265.6,40.47655,12556.67,57.291973,16.815423,49.749805,9.273255,0.964172,0.000921,0.034908,11.623835,32.086878,310.220867,17773.166,4.928229,6.152439,8489.741,701.152,12566.094,9873.437,43.749,-16021.561,-3085.051,-10.89
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P3,균형형 라이트헤지,False,18185.2,2033,9930.8,89.008048,28607.931,112.241801,23.233753,107.575652,18.567604,0.978879,0.002274,0.018847,20.66036,80.55295,321.408363,36075.454,10.003176,12.488041,9168.457,880.119,11800.575,29224.764,206.305,-16605.249,-6052.075,-14.967
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P4,균형형 전환,False,20429.2,2032,9930.8,113.026182,41537.218,131.905851,18.879669,143.860722,30.83454,0.981176,0.002816,0.016008,11.995103,104.695888,367.500849,48475.512,13.441524,16.780501,9714.39,1129.437,13138.184,46967.748,644.815,-18887.498,-11155.043,-14.816
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P5,조기 계약형 전환,False,20429.2,2032,9930.8,102.833167,37791.276,113.65956,10.826393,144.254989,41.421823,0.972886,0.002801,0.024312,15.546328,94.726567,367.500849,41769.985,11.582183,14.459286,10557.065,1129.437,13043.303,46051.858,1138.13,-18887.498,-15241.963,0.945
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P6,조기 고헤지,False,23196.8,2031,9930.8,157.29458,65679.428,162.862558,5.567977,245.393171,88.09859,0.976558,0.004492,0.01895,25.851466,149.07537,417.556839,68004.375,18.856581,23.5407,13355.372,1645.095,12881.753,92459.014,3541.497,-21415.173,-36786.931,-1.199
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P7,완전 수소·계약형,False,23196.8,2030,9930.8,150.727157,67150.882,152.31055,1.583393,250.530248,99.80309,0.966765,0.005674,0.027561,29.78759,142.447963,445.512827,67856.304,18.815523,23.489443,13711.037,1777.766,13865.202,99596.409,5462.182,-22798.272,-44462.913,-0.529
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,CURRENT,JFE Steel 공시전략 프록시,True,16764.0,2031,6265.6,42.790252,16443.474,57.346376,14.556124,55.668949,12.878698,0.968501,0.001239,0.03026,12.141685,34.462784,384.280845,22037.114,6.110557,7.628466,9005.529,928.508,15471.251,15483.571,226.886,-19589.235,-5082.858,-0.179
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P1,지연·현물조달,False,12474.0,2033,6265.6,20.89037,5512.883,32.151204,11.260834,25.622304,4.731934,0.896105,0.0,0.103895,12.719074,0.0,263.895884,8484.571,2.352643,2.937057,5455.276,537.655,10080.041,0.0,0.0,-9249.659,-1315.782,5.351
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P2,지연·부분헤지,False,16764.0,2033,6265.6,52.100385,16162.627,67.795658,15.695273,59.635499,7.535114,0.949119,0.001421,0.049459,11.623835,30.923933,310.220867,21031.628,5.831751,7.280403,5095.167,701.152,13696.176,9140.232,41.138,-10867.833,-1656.528,13.124
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P3,균형형 라이트헤지,False,16139.2,2033,9930.8,109.668408,30915.072,133.686377,24.017969,124.09191,14.423501,0.972628,0.003773,0.0236,20.66036,88.536639,281.895878,37685.639,10.449656,13.04543,6956.354,811.996,9483.933,27276.498,179.991,-9882.526,-3910.273,-0.9
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P4,균형형 전환,False,20429.2,2032,9930.8,125.021285,45945.428,143.630248,18.608963,146.883601,21.862316,0.97482,0.004225,0.020955,11.995103,103.943165,367.500849,52784.238,14.636268,18.272029,11968.787,1129.437,11991.888,41410.898,600.911,-12858.579,-8297.021,-0.893
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P5,조기 계약형 전환,False,20429.2,2032,9930.8,118.379495,43504.565,129.413028,11.033533,147.341745,28.96225,0.96625,0.004266,0.029485,15.546328,97.560317,367.500849,47559.397,13.187499,16.463375,10707.294,1129.437,12159.15,41953.249,1059.504,-12858.579,-10647.191,1.701
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P6,조기 고헤지,False,23196.8,2031,9930.8,183.146046,76473.884,189.226829,6.080783,242.74088,59.594833,0.973781,0.006362,0.019858,25.851466,162.179491,417.556839,79012.957,21.909094,27.35148,13113.282,1645.095,11789.219,86101.004,3311.961,-14610.167,-24876.28,-0.23
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P7,완전 수소·계약형,False,23196.8,2030,9930.8,180.514747,80421.635,182.282354,1.767607,247.765372,67.250625,0.965109,0.007951,0.02694,29.78759,159.610048,445.512827,81209.127,22.518059,28.111717,13578.588,1777.766,12666.163,92830.79,5113.755,-15583.665,-29960.711,-1.051
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,CURRENT,JFE Steel 공시전략 프록시,True,16764.0,2031,6265.6,54.931937,21109.291,68.412233,13.480296,64.910893,9.978956,0.957391,0.001948,0.04066,12.141685,33.772932,384.280845,26289.511,7.289682,9.100495,7783.852,928.508,14855.456,14437.271,212.12,-13405.689,-3704.559,2.331
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P1,지연·현물조달,False,5037.34,2029,3118.5,152.780075,15643.319,194.920635,42.14056,161.862464,9.08239,0.98685,0.00425,0.0089,139.365167,28.437085,102.391093,19958.137,7.715759,18.718662,3171.254,260.812,2822.419,15712.605,0.0,-5244.343,-1075.087,-4.341
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P2,지연·부분헤지,False,5037.34,2029,3118.5,146.25231,14974.934,182.273642,36.021331,161.456461,15.204151,0.986022,0.004314,0.009664,91.594105,21.92998,102.391093,18663.197,7.215139,17.504143,2658.716,260.812,2919.92,15900.855,25.061,-5244.343,-1546.225,0.138
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P3,균형형 라이트헤지,False,5037.34,2029,3118.5,136.665061,13993.285,164.625735,27.960674,161.24445,24.579389,0.985096,0.004301,0.010604,83.819771,12.420303,102.391093,16856.209,6.516562,15.809375,2828.133,260.812,2883.485,15732.872,84.877,-5244.343,-2551.995,-0.555
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P4,균형형 전환,False,5037.34,2028,3118.5,125.477283,14402.483,143.691378,18.214095,158.774882,33.297599,0.98333,0.004599,0.01207,13.579177,1.422415,114.781594,16493.125,6.376195,15.468841,2773.565,294.906,3233.645,17558.554,215.704,-5834.061,-3844.446,4.616
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P5,조기 계약형 전환,False,6178.04,2028,3118.5,146.764728,17379.746,159.731707,12.966979,204.292358,57.527631,0.979792,0.004345,0.015863,18.024792,25.158558,118.419093,18915.284,7.312595,17.740574,3414.47,345.83,3182.222,22791.791,477.943,-6023.791,-6811.547,2.829
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P6,조기 고헤지,False,6178.04,2028,3118.5,131.673675,16453.081,136.435319,4.761644,205.343554,73.669879,0.974881,0.004577,0.020542,23.212247,9.428947,124.953456,17048.065,6.590733,15.989316,3629.466,364.57,3317.519,23796.553,917.559,-6367.955,-9204.546,-0.085
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P7,완전 수소·계약형,False,6178.04,2028,3118.5,124.943188,16428.507,126.28452,1.341332,207.478422,82.535234,0.967243,0.005576,0.02718,26.08779,0.0,131.48782,16604.876,6.419398,15.573651,3534.233,384.34,3504.648,25183.111,1384.082,-6709.223,-10852.701,0.019
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,CURRENT,Kobe Steel 공시전략 프록시,True,5037.34,2028,3118.5,138.032552,15843.596,171.106334,33.073782,158.812501,20.779948,0.985726,0.0047,0.009574,79.414963,13.163835,114.781594,19639.858,7.592713,18.420149,2223.842,294.906,3420.202,17904.672,58.713,-5834.061,-2225.405,0.727
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P1,지연·현물조달,False,3859.24,2029,1940.4,13.414908,1254.845,22.66683,9.251923,17.954086,4.539178,0.894056,0.0,0.105944,139.365167,0.0,93.541093,2120.28,0.819694,1.988603,1832.762,109.248,3037.225,0.0,0.0,-3266.383,-457.515,-0.493
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P2,지연·부분헤지,False,4999.94,2037,3019.5,54.658205,5271.844,71.790794,17.132589,62.270868,7.612663,0.959039,0.002261,0.0387,91.594105,41.28715,96.451092,6924.3,2.676915,6.494275,2302.682,148.869,2916.181,3987.198,12.756,-3367.648,-729.478,1.284
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P3,균형형 라이트헤지,False,4999.94,2037,3019.5,52.84529,5096.986,66.555941,13.710651,62.189111,9.343821,0.957697,0.002239,0.040064,83.819771,39.576025,96.451092,6419.393,2.481719,6.020725,2604.84,148.869,3074.985,3558.108,39.463,-3367.648,-961.308,-0.323
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P4,균형형 전환,False,5037.34,2028,3118.5,139.05646,15961.122,157.169677,18.113217,162.389191,23.332731,0.978595,0.006251,0.015153,13.579177,125.785793,114.781594,18040.186,6.974284,16.919823,2877.665,294.906,3082.455,16194.225,202.912,-3996.111,-2695.179,0.25
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P5,조기 계약형 전환,False,6178.04,2028,3118.5,164.78952,19514.225,177.951259,13.16174,204.516608,39.727088,0.975333,0.006106,0.018561,18.024792,151.37175,118.419093,21072.827,8.146695,19.764125,3379.727,345.83,2905.987,21261.396,447.573,-4123.173,-4703.421,0.307
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P6,조기 고헤지,False,6178.04,2028,3118.5,154.885922,19353.531,160.064793,5.178871,205.340463,50.454541,0.971996,0.006459,0.021545,23.212247,141.532213,124.953456,20000.649,7.732194,18.758534,3488.243,364.57,3041.925,22257.51,858.939,-4355.541,-6302.467,0.352
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P7,완전 수소·계약형,False,6178.04,2028,3118.5,151.030978,19858.734,152.544417,1.513439,207.300963,56.269986,0.965427,0.00787,0.026703,26.08779,137.599248,131.48782,20057.733,7.754262,18.812073,3562.723,384.34,3200.302,23402.423,1295.513,-4587.958,-7398.761,0.153
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,CURRENT,Kobe Steel 공시전략 프록시,True,4999.94,2036,3019.5,58.617589,6379.446,75.143682,16.526092,67.274322,8.656733,0.964226,0.002666,0.033108,79.414963,44.90365,108.831592,8178.007,3.161594,7.670122,3025.977,176.68,3211.341,4815.879,32.784,-3789.774,-1093.641,0.198
