scenario,region,variable,year,value,unit,source_id
NZ15,Japan,elec_price,2030,135240.0,KRW/MWh,EST_D2B_V0
NZ15,Japan,elec_price,2035,126960.0,KRW/MWh,EST_D2B_V0
NZ15,Japan,elec_price,2040,118680.0,KRW/MWh,EST_D2B_V0
NZ15,Japan,elec_price,2045,118680.0,KRW/MWh,EST_D2B_V0
NZ15,Japan,elec_price,2050,118680.0,KRW/MWh,EST_D2B_V0
NZ15,Japan,h2_price,2025,10239.6,KRW/kg,EST_D2B_V0
NZ15,Japan,h2_price,2030,3071.88,KRW/kg,JP_H2_STRATEGY_2023
NZ15,Japan,h2_price,2035,2815.8900000000003,KRW/kg,EST_D2B_V0
NZ15,Japan,h2_price,2040,2559.8999999999996,KRW/kg,EST_D2B_V0
NZ15,Japan,h2_price,2045,2303.91,KRW/kg,EST_D2B_V0
NZ15,Japan,h2_price,2050,2047.92,KRW/kg,JP_H2_STRATEGY_2023
NZ15,Japan,co2_price,2025,27000.0,KRW/tCO2,EST_D2B_V0
NZ15,Japan,co2_price,2030,135000.0,KRW/tCO2,EST_D2B_V0
NZ15,Japan,co2_price,2035,243000.0,KRW/tCO2,IEA_GECM_DOC_2025
NZ15,Japan,co2_price,2040,276750.0,KRW/tCO2,IEA_GECM_DOC_2025
NZ15,Japan,co2_price,2045,307125.0,KRW/tCO2,EST_D2B_V0
NZ15,Japan,co2_price,2050,337500.0,KRW/tCO2,IEA_GECM_CO2PRICE
NZ15,Japan,coal_price,2025,192375.0,KRW/t,EST_D2B_V0
NZ15,Japan,coal_price,2030,134595.0,KRW/t,EST_D2B_V0
NZ15,Japan,coal_price,2035,76950.0,KRW/t,IEA_GECM_DOC_2025
NZ15,Japan,coal_price,2040,73305.0,KRW/t,EST_D2B_V0
NZ15,Japan,coal_price,2045,69795.0,KRW/t,EST_D2B_V0
NZ15,Japan,coal_price,2050,66150.0,KRW/t,IEA_GECM_DOC_2025
NZ15,Japan,gas_price,2025,891540.0,KRW/t,EST_D2B_V0
NZ15,Japan,gas_price,2030,617760.0,KRW/t,EST_D2B_V0
NZ15,Japan,gas_price,2035,343980.0,KRW/t,IEA_GECM_DOC_2025
NZ15,Japan,gas_price,2040,343980.0,KRW/t,IEA_GECM_DOC_2025
NZ15,Japan,gas_price,2045,343980.0,KRW/t,EST_D2B_V0
NZ15,Japan,gas_price,2050,343980.0,KRW/t,IEA_GECM_DOC_2025
B20,Korea,elec_price,2025,110200.0,KRW/MWh,EST_D2B_V0
B20,Korea,elec_price,2030,117400.0,KRW/MWh,EST_D2B_V0
B20,Korea,elec_price,2035,124600.0,KRW/MWh,EST_D2B_V0
B20,Korea,elec_price,2040,131900.0,KRW/MWh,EST_D2B_V0
B20,Korea,elec_price,2045,139100.0,KRW/MWh,EST_D2B_V0
B20,Korea,elec_price,2050,146300.0,KRW/MWh,EST_D2B_V0
B20,Korea,h2_price,2025,,KRW/kg,EST_D2B_V0
B20,Korea,h2_price,2030,4025.0,KRW/kg,EST_D2B_V0
B20,Korea,h2_price,2035,3737.5,KRW/kg,EST_D2B_V0
B20,Korea,h2_price,2040,3450.0,KRW/kg,EST_D2B_V0
B20,Korea,h2_price,2045,3162.5,KRW/kg,EST_D2B_V0
B20,Korea,h2_price,2050,2875.0,KRW/kg,EST_D2B_V0
B20,Korea,co2_price,2025,9450.0,KRW/tCO2,KETS_P4_CONFIRM_2025
B20,Korea,co2_price,2030,39825.0,KRW/tCO2,EST_D2B_V0
B20,Korea,co2_price,2035,70200.0,KRW/tCO2,IEA_GECM_DOC_2025
B20,Korea,co2_price,2040,83700.0,KRW/tCO2,IEA_GECM_DOC_2025
B20,Korea,co2_price,2045,92475.0,KRW/tCO2,EST_D2B_V0
B20,Korea,co2_price,2050,101250.0,KRW/tCO2,IEA_GECM_DOC_2025
B20,Korea,coal_price,2025,197640.0,KRW/t,EST_D2B_V0
B20,Korea,coal_price,2030,166320.0,KRW/t,EST_D2B_V0
B20,Korea,coal_price,2035,135000.0,KRW/t,IEA_GECM_DOC_2025
B20,Korea,coal_price,2040,127845.0,KRW/t,EST_D2B_V0
B20,Korea,coal_price,2045,120555.0,KRW/t,EST_D2B_V0
B20,Korea,coal_price,2050,113400.0,KRW/t,IEA_GECM_DOC_2025
B20,Korea,gas_price,2025,912600.0,KRW/t,EST_D2B_V0
B20,Korea,gas_price,2030,751140.0,KRW/t,EST_D2B_V0
B20,Korea,gas_price,2035,589680.0,KRW/t,IEA_GECM_DOC_2025
B20,Korea,gas_price,2040,617760.0,KRW/t,EST_D2B_V0
B20,Korea,gas_price,2045,652860.0,KRW/t,EST_D2B_V0
B20,Korea,gas_price,2050,680940.0,KRW/t,IEA_GECM_DOC_2025
B20,Japan,elec_price,2025,119600.0,KRW/MWh,EST_D2B_V0
B20,Japan,elec_price,2030,135240.0,KRW/MWh,EST_D2B_V0
B20,Japan,elec_price,2035,126960.0,KRW/MWh,EST_D2B_V0
B20,Japan,elec_price,2040,118680.0,KRW/MWh,EST_D2B_V0
B20,Japan,elec_price,2045,118680.0,KRW/MWh,EST_D2B_V0
B20,Japan,elec_price,2050,118680.0,KRW/MWh,EST_D2B_V0
B20,Japan,h2_price,2025,10239.6,KRW/kg,EST_D2B_V0
B20,Japan,h2_price,2030,3532.662,KRW/kg,EST_D2B_V0
B20,Japan,h2_price,2035,3235.7136,KRW/kg,EST_D2B_V0
B20,Japan,h2_price,2040,2938.7652000000003,KRW/kg,EST_D2B_V0
B20,Japan,h2_price,2045,2652.0564,KRW/kg,EST_D2B_V0
B20,Japan,h2_price,2050,2355.1079999999997,KRW/kg,EST_D2B_V0
B20,Japan,co2_price,2025,27000.0,KRW/tCO2,EST_D2B_V0
B20,Japan,co2_price,2030,39825.0,KRW/tCO2,EST_D2B_V0
B20,Japan,co2_price,2035,52650.0,KRW/tCO2,IEA_GECM_DOC_2025
B20,Japan,co2_price,2040,82350.0,KRW/tCO2,IEA_GECM_DOC_2025
B20,Japan,co2_price,2045,112050.0,KRW/tCO2,EST_D2B_V0
B20,Japan,co2_price,2050,141750.0,KRW/tCO2,IEA_GECM_DOC_2025
B20,Japan,coal_price,2025,197640.0,KRW/t,EST_D2B_V0
B20,Japan,coal_price,2030,166320.0,KRW/t,EST_D2B_V0
B20,Japan,coal_price,2035,135000.0,KRW/t,IEA_GECM_DOC_2025
B20,Japan,coal_price,2040,127845.0,KRW/t,EST_D2B_V0
B20,Japan,coal_price,2045,120555.0,KRW/t,EST_D2B_V0
B20,Japan,coal_price,2050,113400.0,KRW/t,IEA_GECM_DOC_2025
B20,Japan,gas_price,2025,912600.0,KRW/t,EST_D2B_V0
B20,Japan,gas_price,2030,751140.0,KRW/t,EST_D2B_V0
B20,Japan,gas_price,2035,589680.0,KRW/t,IEA_GECM_DOC_2025
B20,Japan,gas_price,2040,617760.0,KRW/t,EST_D2B_V0
B20,Japan,gas_price,2045,652860.0,KRW/t,EST_D2B_V0
B20,Japan,gas_price,2050,680940.0,KRW/t,IEA_GECM_DOC_2025
NZ15,Korea,re_price,2025,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2026,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2027,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2028,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2029,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2030,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2031,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2032,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2033,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2034,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2035,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2036,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2037,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2038,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2039,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2040,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2041,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2042,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2043,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2044,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2045,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2046,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2047,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2048,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2049,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Korea,re_price,2050,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2025,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2026,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2027,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2028,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2029,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2030,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2031,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2032,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2033,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2034,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2035,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2036,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2037,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2038,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2039,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2040,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2041,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2042,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2043,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2044,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2045,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2046,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2047,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2048,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2049,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
NZ15,Japan,re_price,2050,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2025,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2026,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2027,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2028,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2029,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2030,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2031,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2032,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2033,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2034,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2035,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2036,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2037,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2038,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2039,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2040,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2041,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2042,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2043,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2044,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2045,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2046,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2047,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2048,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2049,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Korea,re_price,2050,175000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2025,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2026,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2027,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2028,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2029,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2030,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2031,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2032,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2033,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2034,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2035,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2036,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2037,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2038,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2039,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2040,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2041,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2042,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2043,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2044,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2045,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2046,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2047,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2048,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2049,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
B20,Japan,re_price,2050,198000.0,KRW/MWh,KR_PPA_2026/REI_JP_PPA_2025
