company_id,scenario,plan,year,emissions_tco2,budget_tco2
MCI,NZ15,baseline,2027,861840.0,816202.8513238289
MCI,NZ15,baseline,2028,861840.0,793384.2769857434
MCI,NZ15,baseline,2029,861840.0,770565.7026476578
MCI,NZ15,baseline,2030,861840.0,747747.1283095723
MCI,NZ15,baseline,2031,861840.0,710184.2443991853
MCI,NZ15,baseline,2032,861840.0,672621.3604887984
MCI,NZ15,baseline,2033,861840.0,635058.4765784113
MCI,NZ15,baseline,2034,861840.0,597495.5926680245
MCI,NZ15,baseline,2035,861840.0,559932.7087576374
MCI,NZ15,baseline,2036,861840.0,522720.8798370672
MCI,NZ15,baseline,2037,861840.0,485509.0509164969
MCI,NZ15,baseline,2038,861840.0,448297.22199592664
MCI,NZ15,baseline,2039,861840.0,411085.3930753564
MCI,NZ15,baseline,2040,861840.0,373873.5641547862
MCI,NZ15,baseline,2041,861840.0,336310.6802443992
MCI,NZ15,baseline,2042,861840.0,298747.79633401224
MCI,NZ15,baseline,2043,861840.0,261184.91242362524
MCI,NZ15,baseline,2044,861840.0,223622.0285132383
MCI,NZ15,baseline,2045,861840.0,186059.1446028513
MCI,NZ15,baseline,2046,861840.0,148847.31568228104
MCI,NZ15,baseline,2047,861840.0,111635.48676171077
MCI,NZ15,baseline,2048,861840.0,74423.65784114052
MCI,NZ15,baseline,2049,861840.0,37211.82892057025
MCI,NZ15,baseline,2050,861840.0,0.0
MCI,NZ15,cost_min,2025,861840.0,861840.0
MCI,NZ15,cost_min,2026,861840.0,839021.4256619145
MCI,NZ15,cost_min,2027,861840.0,816202.8513238289
MCI,NZ15,cost_min,2028,861840.0,793384.2769857434
MCI,NZ15,cost_min,2029,861840.0,770565.7026476578
MCI,NZ15,cost_min,2030,861840.0,747747.1283095723
MCI,NZ15,cost_min,2031,861840.0,710184.2443991853
MCI,NZ15,cost_min,2032,861840.0,672621.3604887984
MCI,NZ15,cost_min,2033,861840.0,635058.4765784113
MCI,NZ15,cost_min,2034,861840.0,597495.5926680245
MCI,NZ15,cost_min,2035,861840.0,559932.7087576374
MCI,NZ15,cost_min,2036,861840.0,522720.8798370672
MCI,NZ15,cost_min,2037,861840.0,485509.0509164969
MCI,NZ15,cost_min,2038,861840.0,448297.22199592664
MCI,NZ15,cost_min,2039,861840.0,411085.3930753564
MCI,NZ15,cost_min,2040,861840.0,373873.5641547862
MCI,NZ15,cost_min,2041,861840.0,336310.6802443992
MCI,NZ15,cost_min,2042,669375.0,298747.79633401224
MCI,NZ15,cost_min,2043,435456.0,261184.91242362524
MCI,NZ15,cost_min,2044,435456.0,223622.0285132383
MCI,NZ15,cost_min,2045,435456.0,186059.1446028513
MCI,NZ15,cost_min,2046,435456.0,148847.31568228104
MCI,NZ15,cost_min,2047,435456.0,111635.48676171077
MCI,NZ15,cost_min,2048,435456.0,74423.65784114052
MCI,NZ15,cost_min,2049,435456.0,37211.82892057025
MCI,NZ15,cost_min,2050,435456.0,0.0
MCI,NZ15,disclosed,2025,861840.0,861840.0
MCI,NZ15,disclosed,2026,861840.0,839021.4256619145
MCI,NZ15,disclosed,2027,861840.0,816202.8513238289
MCI,NZ15,disclosed,2028,861840.0,793384.2769857434
MCI,NZ15,disclosed,2029,861840.0,770565.7026476578
MCI,NZ15,disclosed,2030,669375.0,747747.1283095723
MCI,NZ15,disclosed,2031,669375.0,710184.2443991853
MCI,NZ15,disclosed,2032,669375.0,672621.3604887984
MCI,NZ15,disclosed,2033,669375.0,635058.4765784113
MCI,NZ15,disclosed,2034,669375.0,597495.5926680245
MCI,NZ15,disclosed,2035,669375.0,559932.7087576374
MCI,NZ15,disclosed,2036,669375.0,522720.8798370672
MCI,NZ15,disclosed,2037,669375.0,485509.0509164969
MCI,NZ15,disclosed,2038,669375.0,448297.22199592664
MCI,NZ15,disclosed,2039,669375.0,411085.3930753564
MCI,NZ15,disclosed,2040,435456.0,373873.5641547862
MCI,NZ15,disclosed,2041,435456.0,336310.6802443992
MCI,NZ15,disclosed,2042,435456.0,298747.79633401224
MCI,NZ15,disclosed,2043,435456.0,261184.91242362524
MCI,NZ15,disclosed,2044,435456.0,223622.0285132383
MCI,NZ15,disclosed,2045,435456.0,186059.1446028513
MCI,NZ15,disclosed,2046,435456.0,148847.31568228104
MCI,NZ15,disclosed,2047,435456.0,111635.48676171077
MCI,NZ15,disclosed,2048,435456.0,74423.65784114052
MCI,NZ15,disclosed,2049,435456.0,37211.82892057025
MCI,NZ15,disclosed,2050,435456.0,0.0
MCI,B20,baseline,2025,861840.0,861840.0
MCI,B20,baseline,2026,861840.0,840776.700610998
MCI,B20,baseline,2027,861840.0,819713.4012219959
MCI,B20,baseline,2028,861840.0,798650.1018329938
MCI,B20,baseline,2029,861840.0,777586.802443992
MCI,B20,baseline,2030,861840.0,756523.5030549899
MCI,B20,baseline,2031,861840.0,735109.1486761711
MCI,B20,baseline,2032,861840.0,713694.7942973524
MCI,B20,baseline,2033,861840.0,692280.4399185335
MCI,B20,baseline,2034,861840.0,670866.0855397148
MCI,B20,baseline,2035,861840.0,649451.7311608961
MCI,B20,baseline,2036,861840.0,628037.3767820774
MCI,B20,baseline,2037,861840.0,606623.0224032587
MCI,B20,baseline,2038,861840.0,585208.6680244398
MCI,B20,baseline,2039,861840.0,563794.3136456212
MCI,B20,baseline,2040,861840.0,542379.9592668024
MCI,B20,baseline,2041,861840.0,521316.6598778004
MCI,B20,baseline,2042,861840.0,500253.3604887983
MCI,B20,baseline,2043,861840.0,479190.06109979626
MCI,B20,baseline,2044,861840.0,458126.7617107942
MCI,B20,baseline,2045,861840.0,437063.4623217922
MCI,B20,baseline,2046,861840.0,415649.1079429735
MCI,B20,baseline,2047,861840.0,394234.7535641548
MCI,B20,baseline,2048,861840.0,372820.399185336
MCI,B20,baseline,2049,861840.0,351406.0448065173
MCI,B20,baseline,2050,861840.0,329991.6904276986
MCI,B20,cost_min,2025,861840.0,861840.0
MCI,B20,cost_min,2026,846909.0,840776.700610998
MCI,B20,cost_min,2027,846909.0,819713.4012219959
MCI,B20,cost_min,2028,834624.0,798650.1018329938
MCI,B20,cost_min,2029,834624.0,777586.802443992
MCI,B20,cost_min,2030,834624.0,756523.5030549899
MCI,B20,cost_min,2031,834624.0,735109.1486761711
MCI,B20,cost_min,2032,834624.0,713694.7942973524
MCI,B20,cost_min,2033,834624.0,692280.4399185335
MCI,B20,cost_min,2034,834624.0,670866.0855397148
MCI,B20,cost_min,2035,834624.0,649451.7311608961
MCI,B20,cost_min,2036,834624.0,628037.3767820774
MCI,B20,cost_min,2037,834624.0,606623.0224032587
MCI,B20,cost_min,2038,834624.0,585208.6680244398
MCI,B20,cost_min,2039,834624.0,563794.3136456212
MCI,B20,cost_min,2040,834624.0,542379.9592668024
MCI,B20,cost_min,2041,834624.0,521316.6598778004
MCI,B20,cost_min,2042,834624.0,500253.3604887983
MCI,B20,cost_min,2043,834624.0,479190.06109979626
MCI,B20,cost_min,2044,834624.0,458126.7617107942
MCI,B20,cost_min,2045,834624.0,437063.4623217922
MCI,B20,cost_min,2046,834624.0,415649.1079429735
MCI,B20,cost_min,2047,834624.0,394234.7535641548
MCI,B20,cost_min,2048,834624.0,372820.399185336
MCI,B20,cost_min,2049,834624.0,351406.0448065173
MCI,B20,cost_min,2050,834624.0,329991.6904276986
MCI,B20,disclosed,2025,861840.0,861840.0
MCI,B20,disclosed,2026,846909.0,840776.700610998
MCI,B20,disclosed,2027,846909.0,819713.4012219959
MCI,B20,disclosed,2028,846909.0,798650.1018329938
MCI,B20,disclosed,2029,846909.0,777586.802443992
MCI,B20,disclosed,2030,654444.0,756523.5030549899
MCI,B20,disclosed,2031,654444.0,735109.1486761711
MCI,B20,disclosed,2032,654444.0,713694.7942973524
MCI,B20,disclosed,2033,654444.0,692280.4399185335
MCI,B20,disclosed,2034,654444.0,670866.0855397148
MCI,B20,disclosed,2035,654444.0,649451.7311608961
MCI,B20,disclosed,2036,654444.0,628037.3767820774
MCI,B20,disclosed,2037,654444.0,606623.0224032587
MCI,B20,disclosed,2038,654444.0,585208.6680244398
MCI,B20,disclosed,2039,654444.0,563794.3136456212
MCI,B20,disclosed,2040,654444.0,542379.9592668024
MCI,B20,disclosed,2041,654444.0,521316.6598778004
MCI,B20,disclosed,2042,654444.0,500253.3604887983
MCI,B20,disclosed,2043,654444.0,479190.06109979626
MCI,B20,disclosed,2044,654444.0,458126.7617107942
MCI,B20,disclosed,2045,654444.0,437063.4623217922
MCI,B20,disclosed,2046,654444.0,415649.1079429735
MCI,B20,disclosed,2047,654444.0,394234.7535641548
MCI,B20,disclosed,2048,654444.0,372820.399185336
MCI,B20,disclosed,2049,654444.0,351406.0448065173
MCI,B20,disclosed,2050,654444.0,329991.6904276986
NSC,NZ15,baseline,2025,63698333.333333336,63698333.333333336
NSC,NZ15,baseline,2026,63698333.333333336,62168518.28847482
NSC,NZ15,baseline,2027,63698333.333333336,60638703.24361628
NSC,NZ15,baseline,2028,63698333.333333336,59108888.19875777
NSC,NZ15,baseline,2029,63698333.333333336,57579073.15389924
NSC,NZ15,baseline,2030,63698333.333333336,56049258.109040715
NSC,NZ15,baseline,2031,63698333.333333336,53816079.825166784
NSC,NZ15,baseline,2032,63698333.333333336,51582901.541292846
NSC,NZ15,baseline,2033,63698333.333333336,49349723.2574189
NSC,NZ15,baseline,2034,63698333.333333336,47116544.97354497
NSC,NZ15,baseline,2035,63698333.333333336,44883366.68967104
NSC,NZ15,baseline,2036,63698333.333333336,41894072.923855536
NSC,NZ15,baseline,2037,63698333.333333336,38904779.158040024
NSC,NZ15,baseline,2038,63698333.333333336,35915485.39222451
NSC,NZ15,baseline,2039,63698333.333333336,32926191.626409017
NSC,NZ15,baseline,2040,63698333.333333336,29936897.860593513
NSC,NZ15,baseline,2041,63698333.333333336,26938812.054290313
NSC,NZ15,baseline,2042,63698333.333333336,23940726.24798711
NSC,NZ15,baseline,2043,63698333.333333336,20942640.44168392
NSC,NZ15,baseline,2044,63698333.333333336,17944554.635380723
NSC,NZ15,baseline,2045,63698333.333333336,14946468.829077523
NSC,NZ15,baseline,2046,63698333.333333336,11957175.06326202
NSC,NZ15,baseline,2047,63698333.333333336,8967881.297446514
NSC,NZ15,baseline,2048,63698333.333333336,5978587.531631011
NSC,NZ15,baseline,2049,63698333.333333336,2989293.7658155053
NSC,NZ15,baseline,2050,63698333.333333336,0.0
NSC,NZ15,cost_min,2025,63698333.333333336,63698333.333333336
NSC,NZ15,cost_min,2026,55375623.95733488,62168518.28847482
NSC,NZ15,cost_min,2027,55375623.95733488,60638703.24361628
NSC,NZ15,cost_min,2028,55375623.95733488,59108888.19875777
NSC,NZ15,cost_min,2029,55375623.95733488,57579073.15389924
NSC,NZ15,cost_min,2030,55375623.95733488,56049258.109040715
NSC,NZ15,cost_min,2031,49495257.52223909,53816079.825166784
NSC,NZ15,cost_min,2032,49495257.52223909,51582901.541292846
NSC,NZ15,cost_min,2033,49495257.52223909,49349723.2574189
NSC,NZ15,cost_min,2034,49495257.52223909,47116544.97354497
NSC,NZ15,cost_min,2035,49495257.52223909,44883366.68967104
NSC,NZ15,cost_min,2036,42445536.071373336,41894072.923855536
NSC,NZ15,cost_min,2037,38605233.998071164,38904779.158040024
NSC,NZ15,cost_min,2038,38605233.998071164,35915485.39222451
NSC,NZ15,cost_min,2039,31763023.60204175,32926191.626409017
NSC,NZ15,cost_min,2040,31763023.60204175,29936897.860593513
NSC,NZ15,cost_min,2041,24703920.052070066,26938812.054290313
NSC,NZ15,cost_min,2042,24703920.052070066,23940726.24798711
NSC,NZ15,cost_min,2043,20315650.627301488,20942640.44168392
NSC,NZ15,cost_min,2044,15030933.383493338,17944554.635380723
NSC,NZ15,cost_min,2045,15030933.383493338,14946468.829077523
NSC,NZ15,cost_min,2046,8530432.602013616,11957175.06326202
NSC,NZ15,cost_min,2047,8530432.602013616,8967881.297446514
NSC,NZ15,cost_min,2048,1471329.0520419301,5978587.531631011
NSC,NZ15,cost_min,2049,1471329.0520419301,2989293.7658155053
NSC,NZ15,cost_min,2050,1471329.0520419301,0.0
NSC,NZ15,disclosed,2025,63698333.333333336,63698333.333333336
NSC,NZ15,disclosed,2026,55375623.95733488,62168518.28847482
NSC,NZ15,disclosed,2027,55375623.95733488,60638703.24361628
NSC,NZ15,disclosed,2028,55375623.95733488,59108888.19875777
NSC,NZ15,disclosed,2029,55375623.95733488,57579073.15389924
NSC,NZ15,disclosed,2030,55375623.95733488,56049258.109040715
NSC,NZ15,disclosed,2031,49924211.08776732,53816079.825166784
NSC,NZ15,disclosed,2032,49924211.08776732,51582901.541292846
NSC,NZ15,disclosed,2033,49924211.08776732,49349723.2574189
NSC,NZ15,disclosed,2034,44213365.62802008,47116544.97354497
NSC,NZ15,disclosed,2035,44213365.62802008,44883366.68967104
NSC,NZ15,disclosed,2036,44213365.62802008,41894072.923855536
NSC,NZ15,disclosed,2037,40373063.554717906,38904779.158040024
NSC,NZ15,disclosed,2038,40373063.554717906,35915485.39222451
NSC,NZ15,disclosed,2039,33323342.103852153,32926191.626409017
NSC,NZ15,disclosed,2040,33323342.103852153,29936897.860593513
NSC,NZ15,disclosed,2041,26481131.707822744,26938812.054290313
NSC,NZ15,disclosed,2042,22092862.283054166,23940726.24798711
NSC,NZ15,disclosed,2043,22092862.283054166,20942640.44168392
NSC,NZ15,disclosed,2044,15033758.73308248,17944554.635380723
NSC,NZ15,disclosed,2045,15033758.73308248,14946468.829077523
NSC,NZ15,disclosed,2046,7974655.183110795,11957175.06326202
NSC,NZ15,disclosed,2047,7974655.183110795,8967881.297446514
NSC,NZ15,disclosed,2048,1474154.4016310726,5978587.531631011
NSC,NZ15,disclosed,2049,1474154.4016310726,2989293.7658155053
NSC,NZ15,disclosed,2050,1474154.4016310726,0.0
NSC,B20,baseline,2025,63698333.333333336,63698333.333333336
NSC,B20,baseline,2026,63698333.333333336,62168518.28847482
NSC,B20,baseline,2027,63698333.333333336,60638703.24361628
NSC,B20,baseline,2028,63698333.333333336,59108888.19875777
NSC,B20,baseline,2029,63698333.333333336,57579073.15389924
NSC,B20,baseline,2030,63698333.333333336,56049258.109040715
NSC,B20,baseline,2031,63698333.333333336,54528235.10466989
NSC,B20,baseline,2032,63698333.333333336,53007212.10029905
NSC,B20,baseline,2033,63698333.333333336,51486189.09592823
NSC,B20,baseline,2034,63698333.333333336,49965166.09155739
NSC,B20,baseline,2035,63698333.333333336,48444143.08718657
NSC,B20,baseline,2036,63698333.333333336,46923120.08281574
NSC,B20,baseline,2037,63698333.333333336,45402097.078444906
NSC,B20,baseline,2038,63698333.333333336,43881074.074074075
NSC,B20,baseline,2039,63698333.333333336,42360051.06970324
NSC,B20,baseline,2040,63698333.333333336,40839028.06533241
NSC,B20,baseline,2041,63698333.333333336,39318005.06096158
NSC,B20,baseline,2042,63698333.333333336,37796982.05659075
NSC,B20,baseline,2043,63698333.333333336,36275959.05221992
NSC,B20,baseline,2044,63698333.333333336,34754936.04784909
NSC,B20,baseline,2045,63698333.333333336,33233913.04347826
NSC,B20,baseline,2046,63698333.333333336,31712890.03910743
NSC,B20,baseline,2047,63698333.333333336,30191867.034736596
NSC,B20,baseline,2048,63698333.333333336,28670844.03036577
NSC,B20,baseline,2049,63698333.333333336,27149821.025994934
NSC,B20,baseline,2050,63698333.333333336,25628798.021624107
NSC,B20,cost_min,2025,63698333.333333336,63698333.333333336
NSC,B20,cost_min,2026,55375623.95733488,62168518.28847482
NSC,B20,cost_min,2027,55375623.95733488,60638703.24361628
NSC,B20,cost_min,2028,55375623.95733488,59108888.19875777
NSC,B20,cost_min,2029,55375623.95733488,57579073.15389924
NSC,B20,cost_min,2030,54666573.57168554,56049258.109040715
NSC,B20,cost_min,2031,54666573.57168554,54528235.10466989
NSC,B20,cost_min,2032,48786207.13658974,53007212.10029905
NSC,B20,cost_min,2033,48786207.13658974,51486189.09592823
NSC,B20,cost_min,2034,48786207.13658974,49965166.09155739
NSC,B20,cost_min,2035,48786207.13658974,48444143.08718657
NSC,B20,cost_min,2036,46907146.42739529,46923120.08281574
NSC,B20,cost_min,2037,45671916.95325201,45402097.078444906
NSC,B20,cost_min,2038,45671916.95325201,43881074.074074075
NSC,B20,cost_min,2039,45671916.95325201,42360051.06970324
NSC,B20,cost_min,2040,45671916.95325201,40839028.06533241
NSC,B20,cost_min,2041,41283647.52848343,39318005.06096158
NSC,B20,cost_min,2042,41283647.52848343,37796982.05659075
NSC,B20,cost_min,2043,35998930.284675285,36275959.05221992
NSC,B20,cost_min,2044,35998930.284675285,34754936.04784909
NSC,B20,cost_min,2045,35998930.284675285,33233913.04347826
NSC,B20,cost_min,2046,35998930.284675285,31712890.03910743
NSC,B20,cost_min,2047,29498429.50319556,30191867.034736596
NSC,B20,cost_min,2048,29498429.50319556,28670844.03036577
NSC,B20,cost_min,2049,29498429.50319556,27149821.025994934
NSC,B20,cost_min,2050,29498429.50319556,25628798.021624107
NSC,B20,disclosed,2025,63698333.333333336,63698333.333333336
NSC,B20,disclosed,2026,61061862.124162875,62168518.28847482
NSC,B20,disclosed,2027,61061862.124162875,60638703.24361628
NSC,B20,disclosed,2028,53785206.6558272,59108888.19875777
NSC,B20,disclosed,2029,53785206.6558272,57579073.15389924
NSC,B20,disclosed,2030,53785206.6558272,56049258.109040715
NSC,B20,disclosed,2031,53785206.6558272,54528235.10466989
NSC,B20,disclosed,2032,49257553.31799425,53007212.10029905
NSC,B20,disclosed,2033,49257553.31799425,51486189.09592823
NSC,B20,disclosed,2034,43546707.85824702,49965166.09155739
NSC,B20,disclosed,2035,43546707.85824702,48444143.08718657
NSC,B20,disclosed,2036,43546707.85824702,46923120.08281574
NSC,B20,disclosed,2037,43546707.85824702,45402097.078444906
NSC,B20,disclosed,2038,43546707.85824702,43881074.074074075
NSC,B20,disclosed,2039,42083043.13431432,42360051.06970324
NSC,B20,disclosed,2040,41141468.06055863,40839028.06533241
NSC,B20,disclosed,2041,40432417.674909286,39318005.06096158
NSC,B20,disclosed,2042,40432417.674909286,37796982.05659075
NSC,B20,disclosed,2043,40432417.674909286,36275959.05221992
NSC,B20,disclosed,2044,35147700.43110113,34754936.04784909
NSC,B20,disclosed,2045,35147700.43110113,33233913.04347826
NSC,B20,disclosed,2046,35147700.43110113,31712890.03910743
NSC,B20,disclosed,2047,28647199.64962141,30191867.034736596
NSC,B20,disclosed,2048,28647199.64962141,28670844.03036577
NSC,B20,disclosed,2049,28647199.64962141,27149821.025994934
NSC,B20,disclosed,2050,28647199.64962141,25628798.021624107
POSCO,NZ15,baseline,2025,69519786.0,69519786.0
POSCO,NZ15,baseline,2026,69519786.0,67621785.49333334
POSCO,NZ15,baseline,2027,69519786.0,65723784.98666667
POSCO,NZ15,baseline,2028,69519786.0,63825784.47999999
POSCO,NZ15,baseline,2029,69519786.0,61927783.97333333
POSCO,NZ15,baseline,2030,69519786.0,60029783.46666666
POSCO,NZ15,baseline,2031,69519786.0,58087643.41333333
POSCO,NZ15,baseline,2032,69519786.0,56145503.36
POSCO,NZ15,baseline,2033,69519786.0,54203363.30666667
POSCO,NZ15,baseline,2034,69519786.0,52261223.25333334
POSCO,NZ15,baseline,2035,69519786.0,50319083.2
POSCO,NZ15,baseline,2036,69519786.0,47185175.38666667
POSCO,NZ15,baseline,2037,69519786.0,44051267.57333334
POSCO,NZ15,baseline,2038,69519786.0,40917359.760000005
POSCO,NZ15,baseline,2039,69519786.0,37783451.946666665
POSCO,NZ15,baseline,2040,69519786.0,34649544.13333333
POSCO,NZ15,baseline,2041,69519786.0,31530349.50222222
POSCO,NZ15,baseline,2042,69519786.0,28411154.871111117
POSCO,NZ15,baseline,2043,69519786.0,25291960.24
POSCO,NZ15,baseline,2044,69519786.0,22172765.60888889
POSCO,NZ15,baseline,2045,69519786.0,19053570.97777778
POSCO,NZ15,baseline,2046,69519786.0,15919663.164444445
POSCO,NZ15,baseline,2047,69519786.0,12785755.35111111
POSCO,NZ15,baseline,2048,69519786.0,9651847.537777778
POSCO,NZ15,baseline,2049,69519786.0,6517939.724444443
POSCO,NZ15,baseline,2050,69519786.0,3384031.911111111
POSCO,NZ15,cost_min,2025,69519786.0,69519786.0
POSCO,NZ15,cost_min,2026,64963845.783153795,67621785.49333334
POSCO,NZ15,cost_min,2027,64963845.783153795,65723784.98666667
POSCO,NZ15,cost_min,2028,62399916.71308072,63825784.47999999
POSCO,NZ15,cost_min,2029,62399916.71308072,61927783.97333333
POSCO,NZ15,cost_min,2030,52394714.668242,60029783.46666666
POSCO,NZ15,cost_min,2031,52394714.668242,58087643.41333333
POSCO,NZ15,cost_min,2032,52394714.668242,56145503.36
POSCO,NZ15,cost_min,2033,52394714.668242,54203363.30666667
POSCO,NZ15,cost_min,2034,52394714.668242,52261223.25333334
POSCO,NZ15,cost_min,2035,52394714.668242,50319083.2
POSCO,NZ15,cost_min,2036,52394714.668242,47185175.38666667
POSCO,NZ15,cost_min,2037,42815828.36978499,44051267.57333334
