company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2_mean,delta_p50_common_kkrw_per_tco2_std,delta_tcar_kkrw_per_tco2_mean,delta_tcar_kkrw_per_tco2_std,delta_absolute_npv_p50_bn_krw_mean,delta_absolute_npv_p50_bn_krw_std,delta_absolute_npv_p90_bn_krw_mean,delta_absolute_npv_p90_bn_krw_std,delta_aligned_capex_bn_krw_mean,delta_aligned_capex_bn_krw_std,delta_net_cash_cost_p50_bn_krw_mean,delta_net_cash_cost_p50_bn_krw_std,delta_avoided_carbon_value_p50_bn_krw_mean,delta_avoided_carbon_value_p50_bn_krw_std,delta_policy_support_value_p50_bn_krw_mean,delta_policy_support_value_p50_bn_krw_std
KOBE_STEEL_JP,Kobe Steel,CAND-7F0A690E87B72D,P2,PORT-8384667F6B8E,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,96.451092,11.212681,0.113403,-1.116349,0.219987,1081.475667,10.938062,973.802667,20.25822,0.0,0.0,-495.455667,10.937508,-1576.93,0.0,-190.231,1.732029
KOBE_STEEL_JP,Kobe Steel,CAND-9DD8DD0C56A40D,P3,PORT-8384667F6B8E,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,96.451092,11.980944,0.132512,-0.713324,0.172175,1155.575333,12.780822,1086.774667,9.744377,0.0,0.0,-421.355333,12.780815,-1576.93,0.0,-267.429333,1.59709
KOBE_STEEL_JP,Kobe Steel,CAND-B3597FD7767497,P1,PORT-9862FC05DA24,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,105.301092,2.761772,0.590787,-3.832412,1.393773,290.817333,62.210108,-112.739667,104.042252,0.0,0.0,-1427.901333,62.210446,-1718.719,0.0,-229.287667,0.741681
KOBE_STEEL_JP,Kobe Steel,CAND-B51B2DE2F2D28C,P4,PORT-8A59F01B884D,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,114.781594,13.580276,0.138513,-0.197819,0.283956,1558.766,15.898801,1536.06,16.707591,0.0,0.0,-279.184,15.898801,-1837.95,0.0,-1141.598,7.055457
KOBE_STEEL_JP,Kobe Steel,CAND-C9EAFC0F482485,P2,PORT-1144EBE63B41,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,102.391093,7.041131,0.232686,-1.702048,0.399307,720.949,23.825153,546.674667,23.794935,0.0,0.0,-947.636,23.825153,-1668.585,0.0,-387.507,1.244344
KOBE_STEEL_JP,Kobe Steel,CAND-CE22CF7F8F72DA,P2,PORT-9862FC05DA24,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,105.301092,5.241308,0.460956,-2.632692,1.202757,551.915667,48.539472,274.69,93.125314,0.0,0.0,-1166.803,48.538909,-1718.719,0.0,-502.033667,3.134079
KOBE_STEEL_JP,Kobe Steel,CAND-DCD679F188D852,P1,PORT-1144EBE63B41,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,102.391093,5.065436,0.264425,-2.580961,0.578299,518.655667,27.074768,254.388,33.329301,0.0,0.0,-1149.929333,27.074768,-1668.585,0.0,-173.098333,1.974304
NIPPON_STEEL_JP,Nippon Steel,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,454.753949,9.399882,0.333958,-2.782798,0.485642,4274.633667,151.868857,3009.145333,133.471416,0.0,0.0,-3296.798,151.8683,-7571.432,0.0,-804.993333,12.658101
NIPPON_STEEL_JP,Nippon Steel,CAND-32B1C4DEC95227,P3,PORT-0ACD636A8AEE,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,446.878947,12.267777,0.067655,-1.014976,0.156106,5482.210667,30.23393,5028.639333,99.993771,0.0,0.0,-1954.648333,30.23393,-7436.859,0.0,-1283.213,2.006801
NIPPON_STEEL_JP,Nippon Steel,CAND-7400D0EA735D98,P3,PORT-6742936593A9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,454.753949,11.463255,0.293741,-1.194376,0.28571,5212.960667,133.580188,4669.813,136.773886,0.0,0.0,-2358.471333,133.580188,-7571.432,0.0,-1812.011333,17.257026
NIPPON_STEEL_JP,Nippon Steel,CAND-87B9435721978E,P1,PORT-5CFD50239439,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,321.473932,13.777554,0.04748,-0.665391,0.375322,4429.124333,15.263761,4215.218667,106.979494,0.0,0.0,-854.143,15.263442,-5283.268,0.0,-335.699667,1.383043
NIPPON_STEEL_JP,Nippon Steel,CAND-97FAAFFD87E907,P1,PORT-160DD6C4A97F,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,442.153947,12.076889,0.16522,-1.245282,0.481753,5339.844,73.053006,4789.237667,142.657105,0.0,0.0,-2015.692,73.053006,-7355.536,0.0,-628.467,8.085047
NIPPON_STEEL_JP,Nippon Steel,CAND-C1AAA9A0078119,P1,PORT-9E76B3BFF9FF,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,456.103943,8.959334,0.226129,-2.375413,0.535252,4086.388,103.138547,3002.953,261.116274,0.0,0.0,-3504.029333,103.1391,-7590.417,0.0,-796.431,4.664081
NIPPON_STEEL_JP,Nippon Steel,CAND-EBD30C485CEFDA,P2,PORT-9E76B3BFF9FF,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,456.103943,9.95983,0.113184,-1.884502,0.34784,4542.717667,51.623324,3683.188667,139.529021,0.0,0.0,-3047.699667,51.623901,-7590.417,0.0,-1260.783667,12.157763
NIPPON_STEEL_JP,Nippon Steel,CAND-EF9F86F64A1C2A,P3,PORT-00B029BF7478,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,459.478949,10.877286,0.213256,-1.266144,0.434084,4997.884333,97.987016,4416.118,102.334209,0.0,0.0,-2654.870667,97.987016,-7652.755,0.0,-2171.381333,2.919377
NIPPON_STEEL_JP,Nippon Steel,CAND-F6184286A4322F,P2,PORT-6742936593A9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,454.753949,10.20892,0.35593,-1.948335,0.383048,4642.546667,161.860446,3756.533667,162.198702,0.0,0.0,-2928.885333,161.860446,-7571.432,0.0,-1214.797,9.923763
NIPPON_STEEL_JP,Nippon Steel,CAND-FCEB78D7C5F4C6,P1,PORT-7DCD4991144C,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,313.643967,13.873331,0.094015,-0.659179,0.368887,4351.286667,29.486756,4144.538667,106.131116,0.0,0.0,-821.864,29.486934,-5173.151,0.0,-340.011667,0.61982
POSCO_KR,POSCO,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,261.543846,14.766861,0.110866,-0.554919,0.086937,3862.181667,28.996222,3717.046,28.396982,0.0,0.0,-458.298667,28.996287,-4320.48,0.0,-235.842667,0.631247
POSCO_KR,POSCO,CAND-44C957BBFA61A4,P1,PORT-96133A6427FE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,430.20423,10.976898,0.368588,-1.903037,0.791633,4722.308,158.567798,3903.614,184.650527,0.0,0.0,-2463.216333,158.568367,-7185.524,0.0,-836.332333,6.982679
POSCO_KR,POSCO,CAND-466C04961ED513,P2,PORT-7ED23B40E316,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,414.904229,13.664395,0.093383,-0.810179,0.019387,5669.415333,38.744581,5333.268667,40.383179,0.0,0.0,-1258.497333,38.745034,-6927.912,0.0,-733.924,5.282564
POSCO_KR,POSCO,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,430.20423,11.695786,0.298016,-1.496776,0.609971,5031.576667,128.208043,4387.657667,138.790707,0.0,0.0,-2153.947667,128.207762,-7185.524,0.0,-1129.866667,12.01649
POSCO_KR,POSCO,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,429.154227,12.655933,0.076819,-0.795797,0.179305,5431.347333,32.967517,5089.827,78.676867,0.0,0.0,-1741.821667,32.967517,-7173.169,0.0,-1523.376333,4.653055
POSCO_KR,POSCO,CAND-63781C106D5099,P1,PORT-41705C04BF44,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,234.011233,14.753494,0.102625,-0.524787,0.174529,3452.483333,24.015125,3329.677333,17.636734,0.0,0.0,-395.072333,24.015703,-3847.556,0.0,-224.858667,0.345413
POSCO_KR,POSCO,CAND-7BC738434560A6,P1,PORT-7ED23B40E316,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,414.904229,13.46757,0.131483,-0.939194,0.158202,5587.751667,54.553233,5198.076333,17.829662,0.0,0.0,-1340.161,54.552699,-6927.912,0.0,-639.126667,1.270191
POSCO_KR,POSCO,CAND-82FF2AA13BA34C,P2,PORT-8826D0B469EE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,429.154227,11.737061,0.088207,-1.314166,0.142236,5037.009333,37.854409,4473.029667,63.223123,0.0,0.0,-2136.159667,37.854409,-7173.169,0.0,-1131.862333,1.805886
POSCO_KR,POSCO,CAND-921D50D4015721,P3,PORT-96133A6427FE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,430.20423,12.701112,0.223153,-0.939659,0.421731,5464.071667,96.001439,5059.826667,87.259668,0.0,0.0,-1721.452667,96.001232,-7185.524,0.0,-1561.146,9.784374
POSCO_KR,POSCO,CAND-C9724A8933A429,P1,PORT-8826D0B469EE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,429.154227,11.176863,0.019069,-1.843127,0.193155,4796.597667,8.183363,4005.612,79.582225,0.0,0.0,-2376.571667,8.183652,-7173.169,0.0,-868.446333,3.784638
