company_id,company_name,plan_id,plan_name,portfolio_id,portfolio_origin_scenario_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2_mean,delta_p50_common_kkrw_per_tco2_std,delta_p50_common_kkrw_per_tco2_min,delta_p50_common_kkrw_per_tco2_max,delta_tcar_kkrw_per_tco2_mean,delta_tcar_kkrw_per_tco2_std,delta_tcar_kkrw_per_tco2_min,delta_tcar_kkrw_per_tco2_max,delta_absolute_npv_p50_bn_krw_mean,delta_absolute_npv_p50_bn_krw_std,delta_absolute_npv_p50_bn_krw_min,delta_absolute_npv_p50_bn_krw_max,delta_absolute_npv_p90_bn_krw_mean,delta_absolute_npv_p90_bn_krw_std,delta_absolute_npv_p90_bn_krw_min,delta_absolute_npv_p90_bn_krw_max,delta_aligned_capex_bn_krw_mean,delta_aligned_capex_bn_krw_std,delta_aligned_capex_bn_krw_min,delta_aligned_capex_bn_krw_max,delta_net_cash_cost_p50_bn_krw_mean,delta_net_cash_cost_p50_bn_krw_std,delta_net_cash_cost_p50_bn_krw_min,delta_net_cash_cost_p50_bn_krw_max,delta_avoided_carbon_value_p50_bn_krw_mean,delta_avoided_carbon_value_p50_bn_krw_std,delta_avoided_carbon_value_p50_bn_krw_min,delta_avoided_carbon_value_p50_bn_krw_max,delta_policy_support_value_p50_bn_krw_mean,delta_policy_support_value_p50_bn_krw_std,delta_policy_support_value_p50_bn_krw_min,delta_policy_support_value_p50_bn_krw_max
NIPPON_STEEL_JP,Nippon Steel,P3,균형형 라이트헤지,PORT-92BAA222AC4A,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,365.968973,-11.948552,0.148949,-12.10481,-11.808187,0.944357,0.409153,0.694228,1.416528,-4372.799333,54.510727,-4429.985,-4321.43,-4027.194,162.30311,-4165.64,-3848.578,0.0,0.0,0.0,0.0,1701.747667,54.510727,1644.562,1753.117,6074.547,0.0,6074.547,6074.547,1209.425333,5.262982,1206.237,1215.5
NIPPON_STEEL_JP,Nippon Steel,P4,균형형 전환,PORT-DF77606A395F,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,431.518975,-12.132412,0.11472,-12.257831,-12.03278,0.58084,0.282948,0.269257,0.82176,-5235.365667,49.504541,-5289.487,-5192.372,-4984.722667,107.456083,-5108.049,-4911.237,0.0,0.0,0.0,0.0,1847.849,49.504106,1793.728,1890.842,7083.215,0.0,7083.215,7083.215,3369.807,41.65078,3331.436,3414.103
NIPPON_STEEL_JP,Nippon Steel,P5,조기 계약형 전환,PORT-C942BD99A66C,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,536.918941,-15.839515,0.058161,-15.902282,-15.787445,0.016788,0.156878,-0.110073,0.192202,-8504.535,31.22775,-8538.236,-8476.578,-8495.521667,113.353041,-8597.337,-8373.381,0.0,0.0,0.0,0.0,330.665667,31.227658,296.965,358.623,8835.201,0.0,8835.201,8835.201,7179.598,10.294294,7173.148,7191.47
NIPPON_STEEL_JP,Nippon Steel,P6,조기 고헤지,PORT-7C945F726D00,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,498.719413,-25.373937,0.031017,-25.404397,-25.342391,-0.464217,0.049087,-0.512938,-0.414772,-12654.475,15.469123,-12669.666,-12638.742,-12885.988667,21.713889,-12910.829,-12870.617,0.0,0.0,0.0,0.0,-4496.003333,15.469141,-4511.194,-4480.27,8158.472,0.0,8158.472,8158.472,13794.624,37.174033,13770.57,13837.44
NIPPON_STEEL_JP,Nippon Steel,P7,완전 수소·계약형,PORT-2ECB61BA4654,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,663.14981,-29.647058,0.012107,-29.655779,-29.633235,-0.200473,0.023587,-0.214423,-0.173239,-19660.441,8.028961,-19666.224,-19651.274,-19793.384667,12.234718,-19805.577,-19781.108,0.0,0.0,0.0,0.0,-8876.618,8.028961,-8882.401,-8867.451,10783.823,0.0,10783.823,10783.823,21600.610333,17.229415,21585.392,21619.317
NIPPON_STEEL_JP,Nippon Steel,CURRENT,Nippon Steel 공시전략 프록시,PORT-FFBF1A00D2CE,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,333.598962,-11.229094,0.118432,-11.320307,-11.095248,1.32986,0.159581,1.145904,1.431123,-3746.014333,39.508302,-3776.443,-3701.364,-3302.374333,73.970495,-3377.964,-3230.137,0.0,0.0,0.0,0.0,1671.714667,39.508302,1641.286,1716.365,5417.729,0.0,5417.729,5417.729,1330.383333,7.614946,1323.409,1338.508
JFE_STEEL_JP,JFE Steel,P1,지연·현물조달,PORT-9D97003767D5,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,263.895884,-13.551836,0.128442,-13.636937,-13.404092,0.624366,0.127617,0.479952,0.721964,-3576.274,33.895264,-3598.732,-3537.285,-3411.506,60.33094,-3466.147,-3346.761,0.0,0.0,0.0,0.0,779.347333,33.894933,756.89,818.336,4355.621,0.0,4355.621,4355.621,252.288667,1.099835,251.02,252.973
JFE_STEEL_JP,JFE Steel,P2,지연·부분헤지,PORT-25A7E18292F6,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,310.220867,-11.538868,0.209247,-11.777395,-11.386246,1.033166,0.499973,0.482821,1.459378,-3579.597667,64.912899,-3653.594,-3532.251,-3259.088,125.538587,-3403.167,-3173.233,0.0,0.0,0.0,0.0,1574.130333,64.911964,1500.135,1621.476,5153.728,0.0,5153.728,5153.728,562.73,7.460955,555.717,570.57
JFE_STEEL_JP,JFE Steel,P3,균형형 라이트헤지,PORT-CCD4397FA6D4,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,281.895878,-10.292459,0.061934,-10.345924,-10.224594,1.381418,0.160561,1.203352,1.515165,-2901.401667,17.458604,-2916.473,-2882.271,-2511.985667,27.824216,-2543.051,-2489.354,0.0,0.0,0.0,0.0,1760.374667,17.459152,1745.303,1779.506,4661.776,0.0,4661.776,4661.776,1466.480333,26.344087,1442.459,1494.654
JFE_STEEL_JP,JFE Steel,P4,균형형 전환,PORT-2883A9539B06,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,367.500849,-12.150752,0.124927,-12.294523,-12.068661,0.661046,0.139472,0.579398,0.822089,-4465.411333,45.910478,-4518.247,-4435.243,-4222.476667,85.917863,-4304.49,-4133.125,0.0,0.0,0.0,0.0,1563.507667,45.910478,1510.672,1593.676,6028.919,0.0,6028.919,6028.919,3253.571,26.939336,3226.755,3280.632
JFE_STEEL_JP,JFE Steel,P5,조기 계약형 전환,PORT-2883A9539B06,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,367.500849,-15.571959,0.017507,-15.592049,-15.559961,-0.064512,0.14243,-0.185937,0.092265,-5722.708333,6.434571,-5730.092,-5718.299,-5746.416333,54.758776,-5788.067,-5684.391,0.0,0.0,0.0,0.0,306.211667,6.433766,298.829,310.621,6028.919,0.0,6028.919,6028.919,4583.850333,29.224558,4550.206,4602.935
JFE_STEEL_JP,JFE Steel,P6,조기 고헤지,PORT-576B945395C2,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,417.556839,-25.88525,0.010983,-25.895675,-25.873784,-0.49407,0.076885,-0.581034,-0.435118,-10808.563,4.586426,-10812.917,-10803.775,-11014.865333,33.680841,-11051.612,-10985.462,0.0,0.0,0.0,0.0,-4003.557333,4.585477,-4007.91,-3998.77,6805.006,0.0,6805.006,6805.006,11896.165667,21.085631,11876.689,11918.557
JFE_STEEL_JP,JFE Steel,P7,완전 수소·계약형,PORT-B91429E42CEB,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,445.512827,-29.794671,0.019109,-29.813438,-29.775237,-0.197663,0.025118,-0.216233,-0.169083,-13273.908333,8.513404,-13282.269,-13265.25,-13361.969667,7.42263,-13370.54,-13357.598,0.0,0.0,0.0,0.0,-6059.301667,8.513895,-6067.663,-6050.643,7214.607,0.0,7214.607,7214.607,14493.859,12.160995,14485.06,14507.736
JFE_STEEL_JP,JFE Steel,CURRENT,JFE Steel 공시전략 프록시,PORT-D228BC8B7EB8,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,384.280845,-12.23081,0.111601,-12.357649,-12.147677,0.847078,0.300689,0.575523,1.170224,-4700.066,42.8861,-4748.808,-4668.12,-4374.550333,73.96858,-4446.957,-4299.113,0.0,0.0,0.0,0.0,1483.48,42.885336,1434.739,1515.426,6183.546,0.0,6183.546,6183.546,1139.332,6.017834,1132.395,1143.151
KOBE_STEEL_JP,Kobe Steel,P1,지연·현물조달,PORT-3DA05887C62D,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,False,True,93.541093,-13.989136,0.072663,-14.045075,-13.907009,0.650688,0.236143,0.407267,0.878808,-1308.559333,6.797055,-1313.792,-1300.877,-1247.693333,15.621929,-1262.781,-1231.587,0.0,0.0,0.0,0.0,218.238,6.79667,213.006,225.92,1526.797,0.0,1526.797,1526.797,84.526667,0.280079,84.359,84.85
KOBE_STEEL_JP,Kobe Steel,P2,지연·부분헤지,PORT-8384667F6B8E,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,96.451092,-11.212681,0.113403,-11.338362,-11.118005,1.116349,0.219987,0.86391,1.267067,-1081.475667,10.938062,-1093.598,-1072.344,-973.802667,20.25822,-995.16,-954.86,0.0,0.0,0.0,0.0,495.455667,10.937508,483.334,504.587,1576.93,0.0,1576.93,1576.93,190.231,1.732029,188.926,192.196
KOBE_STEEL_JP,Kobe Steel,P3,균형형 라이트헤지,PORT-8384667F6B8E,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,96.451092,-11.980944,0.132512,-12.114314,-11.849306,0.713324,0.172175,0.595135,0.910867,-1155.575333,12.780822,-1168.439,-1142.879,-1086.774667,9.744377,-1098.007,-1080.585,0.0,0.0,0.0,0.0,421.355333,12.780815,408.492,434.052,1576.93,0.0,1576.93,1576.93,267.429333,1.59709,265.645,268.725
KOBE_STEEL_JP,Kobe Steel,P4,균형형 전환,PORT-8A59F01B884D,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,114.781594,-13.580276,0.138513,-13.735005,-13.467839,0.197819,0.283956,-0.039414,0.512449,-1558.766,15.898801,-1576.526,-1545.86,-1536.06,16.707591,-1550.384,-1517.706,0.0,0.0,0.0,0.0,279.184,15.898801,261.424,292.09,1837.95,0.0,1837.95,1837.95,1141.598,7.055457,1133.651,1147.125
KOBE_STEEL_JP,Kobe Steel,P5,조기 계약형 전환,PORT-0095E30DB97C,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,118.419093,-17.908124,0.108538,-18.031409,-17.826961,-0.384887,0.18821,-0.503661,-0.167885,-2120.664,12.85267,-2135.263,-2111.053,-2166.241,9.673326,-2172.885,-2155.143,0.0,0.0,0.0,0.0,-220.045333,12.853238,-234.645,-210.434,1900.618,0.0,1900.618,1900.618,2108.865667,9.72571,2101.83,2119.964
KOBE_STEEL_JP,Kobe Steel,P6,조기 고헤지,PORT-6AF097B8F6F8,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,124.953456,-23.244465,0.052189,-23.289283,-23.187168,-0.412541,0.108984,-0.516085,-0.298829,-2904.476333,6.520923,-2910.076,-2897.317,-2956.025,12.628163,-2970.522,-2947.417,0.0,0.0,0.0,0.0,-892.062333,6.520923,-897.662,-884.903,2012.414,0.0,2012.414,2012.414,2903.486,5.674937,2898.068,2909.387
KOBE_STEEL_JP,Kobe Steel,P7,완전 수소·계약형,PORT-F194BB679477,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,False,True,True,131.48782,-26.087487,0.013469,-26.095785,-26.071946,-0.167458,0.018616,-0.188435,-0.152903,-3430.187,1.770654,-3431.278,-3428.144,-3452.205333,3.375481,-3455.916,-3449.317,0.0,0.0,0.0,0.0,-1308.922,1.770654,-1310.013,-1306.879,2121.265,0.0,2121.265,2121.265,3455.106,2.82277,3452.615,3458.172
KOBE_STEEL_JP,Kobe Steel,CURRENT,Kobe Steel 공시전략 프록시,PORT-87CB7C6D5202,DISCLOSED_PATH,DISCLOSED_PATH,ACCELERATED_15C,True,False,True,108.831592,-11.224107,0.177094,-11.412195,-11.060569,1.226264,0.150369,1.090571,1.387926,-1221.537667,19.272887,-1242.007,-1203.74,-1088.081,13.761275,-1100.177,-1073.109,0.0,0.0,0.0,0.0,529.520333,19.27388,509.05,547.319,1751.058,0.0,1751.058,1751.058,279.999667,3.050073,276.577,282.43
