company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,scenario_id,scenario_feasible,carbon_budget_feasible,physical_constraints_feasible,common_avoided_emissions_mtco2,candidate_path_count,expected_cost_p50_kkrw_per_tco2_mean,expected_cost_p50_kkrw_per_tco2_std,net_economic_cost_p50_kkrw_per_tco2_common_denominator_mean,net_economic_cost_p50_kkrw_per_tco2_common_denominator_std,tcar_kkrw_per_tco2_mean,tcar_kkrw_per_tco2_std,absolute_npv_p50_bn_krw_mean,absolute_npv_p50_bn_krw_std,absolute_npv_p90_bn_krw_mean,absolute_npv_p90_bn_krw_std,aligned_capex_bn_krw_mean,aligned_capex_bn_krw_std,net_cash_cost_after_support_p50_bn_krw_mean,net_cash_cost_after_support_p50_bn_krw_std,avoided_carbon_cost_value_p50_bn_krw_mean,avoided_carbon_cost_value_p50_bn_krw_std,policy_support_value_p50_bn_krw_mean,policy_support_value_p50_bn_krw_std,scenario_regret_p50_kkrw_per_tco2_mean,scenario_regret_p50_kkrw_per_tco2_std,electricity_variance_share_mean,electricity_variance_share_std,hydrogen_variance_share_mean,hydrogen_variance_share_std,capex_variance_share_mean,capex_variance_share_std,electricity_shapley_variance_share_mean,electricity_shapley_variance_share_std,hydrogen_shapley_variance_share_mean,hydrogen_shapley_variance_share_std,capex_shapley_variance_share_mean,capex_shapley_variance_share_std,shapley_full_variance_mean,shapley_full_variance_std,shapley_reconciliation_delta_mean,shapley_reconciliation_delta_std,risk_decomposition_method
POSCO_KR,POSCO,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,ACCELERATED_15C,False,False,True,261.543846,400,-5.556143,0.249139,-5.556143,0.249139,7.913804,1.421831,-1453.175,65.160873,616.631667,318.083298,15097.0,0.0,12355.472333,65.160586,13808.647,0.0,940.219333,2.284582,-24.520118,0.137255,0.781408,0.015269,0.0,0.0,0.218592,0.015269,0.749769715,0.002680848,0.0,0.0,0.250230285,0.002680848,30.833480753,4.448833177,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-63781C106D5099,P1,PORT-41705C04BF44,DISCLOSED_PATH,True,True,True,234.011233,400,10.433641,0.184374,10.433641,0.184374,7.122826,0.910955,2441.589333,43.145479,4108.410667,194.486941,15097.0,0.0,10916.685667,43.145584,8475.096,0.0,671.451667,0.879026,1.222923,0.057939,0.687323,0.0229,0.0,0.0,0.312677,0.0229,0.662047378,0.014518656,0.0,0.0,0.337952622,0.014518656,26.815531348,2.860172161,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-63781C106D5099,P1,PORT-41705C04BF44,ACCELERATED_15C,False,False,True,234.011233,400,-4.319853,0.193362,-4.319853,0.193362,7.647614,1.062708,-1010.894,45.249054,778.733333,211.965925,15097.0,0.0,11311.758,45.249054,12322.652,0.0,896.310333,1.223983,-23.283828,0.097288,0.75226,0.01945,0.0,0.0,0.24774,0.01945,0.720884549,0.011441987,0.0,0.0,0.279115451,0.011441987,30.089364519,3.308850127,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-466C04961ED513,P2,PORT-7ED23B40E316,DISCLOSED_PATH,False,True,False,414.904229,400,32.62837,0.02872,32.62837,0.02872,11.249982,0.98884,13537.648667,11.916071,18205.313667,402.293004,24086.0,0.0,28578.181333,11.916429,15040.533,0.0,2057.241333,4.84375,23.417652,0.14513,0.858278,0.007943,0.003302,0.000251,0.13842,0.007694,0.806457782,0.013811985,0.030920093,0.001637146,0.162622125,0.015177763,61.142718383,5.086566024,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-466C04961ED513,P2,PORT-7ED23B40E316,ACCELERATED_15C,True,True,True,414.904229,400,18.963975,0.11913,18.963975,0.11913,12.060161,0.981322,7868.233333,49.427234,12872.045,362.261745,24086.0,0.0,29836.678667,49.427792,21968.445,0.0,2791.165333,9.902707,0.0,0.0,0.899384,0.005739,0.002139,0.000168,0.098477,0.005573,0.851521812,0.013582928,0.024972412,0.001209246,0.123505776,0.014703234,71.638349892,5.864115362,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-7BC738434560A6,P1,PORT-7ED23B40E316,DISCLOSED_PATH,False,True,False,414.904229,400,33.248654,0.052855,33.248654,0.052855,13.00852,1.101824,13795.007,21.930161,19192.297,435.348127,24086.0,0.0,28835.539667,21.930096,15040.533,0.0,1834.738333,6.526193,24.037936,0.152159,0.866202,0.007635,0.003217,0.000248,0.130582,0.007389,0.814180495,0.013629093,0.03051382,0.001594919,0.155305685,0.014976305,81.849876079,6.842168265,0.0,0.0,variance_game_shapley_common_random_numbers
POSCO_KR,POSCO,CAND-7BC738434560A6,P1,PORT-7ED23B40E316,ACCELERATED_15C,True,True,True,414.904229,400,19.781084,0.165247,19.781084,0.165247,13.947714,1.144942,8207.255333,68.561761,13994.220667,425.74707,24086.0,0.0,30175.700667,68.56153,21968.445,0.0,2473.865,7.743536,0.817109,0.069266,0.906505,0.005393,0.00211,0.000167,0.091386,0.005227,0.858826795,0.013344969,0.024820001,0.001177985,0.116353204,0.01444727,97.464456678,7.96476709,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-7400D0EA735D98,P3,PORT-6742936593A9,DISCLOSED_PATH,True,True,True,454.753949,400,81.627648,0.34434,81.627648,0.34434,16.772097,1.579404,37120.495333,156.590141,44747.672667,599.780102,29348.0,0.0,53041.195333,156.590141,15920.7,0.0,5713.535667,12.89181,59.036703,0.088494,0.958632,0.00232,0.002849,0.000269,0.038519,0.002063,0.911457702,0.00966494,0.030029197,0.000542578,0.058513101,0.010181046,148.450435829,15.983177548,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-7400D0EA735D98,P3,PORT-6742936593A9,ACCELERATED_15C,True,True,True,454.753949,400,70.164393,0.579981,70.164393,0.579981,17.966473,1.777795,31907.534667,263.74875,40077.859667,547.541523,29348.0,0.0,55399.666667,263.74875,23492.132,0.0,7525.547,6.611557,36.184012,0.181545,0.970284,0.001675,0.001841,0.000173,0.027875,0.00151,0.930314298,0.008924618,0.023980519,0.000295125,0.045705183,0.009219077,169.192878671,17.799024531,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-F6184286A4322F,P2,PORT-6742936593A9,DISCLOSED_PATH,True,True,True,454.753949,400,84.516744,0.432056,84.516744,0.432056,21.034618,1.95032,38434.323333,196.479177,47999.899,731.547749,29348.0,0.0,54355.023333,196.479177,15920.7,0.0,4433.467667,13.163851,61.925799,0.052106,0.960083,0.002247,0.002866,0.000271,0.037052,0.001988,0.9131059,0.009534744,0.030112866,0.000532909,0.056781234,0.010044377,233.601668567,25.098494474,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-F6184286A4322F,P2,PORT-6742936593A9,ACCELERATED_15C,True,True,True,454.753949,400,74.307825,0.740604,74.307825,0.740604,22.982953,2.211006,33791.776667,336.792681,44243.365333,673.425604,29348.0,0.0,57283.908667,336.792681,23492.132,0.0,5648.264667,19.523075,40.327444,0.209751,0.972159,0.001573,0.001887,0.000177,0.025954,0.001404,0.932470104,0.00868608,0.024278432,0.00029146,0.043251464,0.00897747,275.001576619,28.761498328,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,DISCLOSED_PATH,True,True,True,454.753949,400,86.566662,0.529046,86.566662,0.529046,24.361092,2.285738,39366.531667,240.585654,50444.834333,819.94794,29348.0,0.0,55287.231667,240.585654,15920.7,0.0,3558.374667,42.386147,63.975717,0.131874,0.962508,0.002134,0.002783,0.000265,0.03471,0.00188,0.916229584,0.00929715,0.029652491,0.000501125,0.054117926,0.009778692,314.982862388,33.882836002,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,ACCELERATED_15C,True,True,True,454.753949,400,77.16678,0.855278,77.16678,0.855278,27.14389,2.667047,35091.898,388.941237,47435.689,829.771209,29348.0,0.0,58584.029667,388.940662,23492.132,0.0,4363.368,55.041269,43.186399,0.246979,0.974349,0.001464,0.001851,0.000174,0.023801,0.001297,0.935388605,0.008382387,0.024026708,0.000272683,0.040584687,0.008655008,378.810902849,39.59401945,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-EBD30C485CEFDA,P2,PORT-9E76B3BFF9FF,DISCLOSED_PATH,True,True,True,456.103943,400,90.517554,0.713841,90.517554,0.713841,21.477797,2.435124,41285.413333,325.586318,51081.521,882.31075,28936.6,0.0,57254.319,325.58574,15968.906,0.0,4495.705,7.748118,67.926609,0.309995,0.962276,0.00348,0.003112,0.000336,0.034612,0.003151,0.912943047,0.008344072,0.031640366,0.000359149,0.055416587,0.008199069,244.272306876,30.462112933,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-EBD30C485CEFDA,P2,PORT-9E76B3BFF9FF,ACCELERATED_15C,True,True,True,456.103943,400,80.557724,0.826851,80.557724,0.826851,23.362299,2.429759,36742.695667,377.130235,47398.332333,806.098252,28936.6,0.0,60302.018667,377.130235,23559.323,0.0,5756.488667,6.108487,46.577343,0.2816,0.973472,0.002424,0.00209,0.000223,0.024438,0.002206,0.931626438,0.007610649,0.025711537,0.000266438,0.042662025,0.007401705,285.74335421,34.918398236,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-C1AAA9A0078119,P1,PORT-9E76B3BFF9FF,DISCLOSED_PATH,True,True,True,456.103943,400,92.819615,0.794859,92.819615,0.794859,25.029547,2.954632,42335.392667,362.537959,53751.468,1083.236915,28936.6,0.0,58304.298667,362.537959,15968.906,0.0,3530.562,21.158173,70.22867,0.397366,0.964556,0.003281,0.003022,0.000326,0.032422,0.002961,0.916029192,0.00814073,0.03115585,0.000342277,0.052814958,0.007988889,329.321980552,41.038639191,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-C1AAA9A0078119,P1,PORT-9E76B3BFF9FF,ACCELERATED_15C,True,True,True,456.103943,400,83.860281,1.015877,83.860281,1.015877,27.40496,2.803571,38249.004667,463.345366,50748.515,877.496581,28936.6,0.0,61808.328,463.34594,23559.323,0.0,4326.993,25.464515,49.8799,0.379397,0.975543,0.002245,0.00205,0.00022,0.022407,0.002031,0.934507568,0.007354713,0.02543997,0.000265936,0.040052462,0.007137679,393.621054793,48.066076579,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-EF9F86F64A1C2A,P3,PORT-00B029BF7478,DISCLOSED_PATH,True,True,True,459.478949,400,94.493852,0.615543,94.493852,0.615543,19.201541,1.807619,43417.936,282.828807,52240.64,549.605325,32153.0,0.0,59502.324,282.828807,16084.388,0.0,6591.862,10.140329,71.902907,0.200847,0.961794,0.00249,0.003204,0.000278,0.035003,0.002249,0.912754123,0.009799631,0.031908912,0.000476109,0.055336965,0.010274773,189.520230621,17.624735214,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-EF9F86F64A1C2A,P3,PORT-00B029BF7478,ACCELERATED_15C,True,True,True,459.478949,400,83.616566,0.769623,83.616566,0.769623,20.467685,2.112299,38420.051667,353.625661,47824.522,623.127592,32153.0,0.0,62157.194667,353.625661,23737.143,0.0,8763.243333,7.789235,49.636185,0.500077,0.972795,0.001771,0.002061,0.000178,0.025144,0.001616,0.931487859,0.008861988,0.025422845,0.000288334,0.043089295,0.009134019,215.432664618,19.648058332,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-FCEB78D7C5F4C6,P1,PORT-7DCD4991144C,DISCLOSED_PATH,True,True,True,313.643967,400,22.64596,0.390186,22.64596,0.390186,10.157537,1.107867,7102.769,122.379935,10288.619,289.470366,19427.1,0.0,18072.631,122.379935,10969.862,0.0,1700.058,3.096583,0.055015,0.095289,0.86358,0.009944,0.0,0.0,0.13642,0.009944,0.828075307,0.007417995,0.0,0.0,0.171924693,0.007417995,50.891313878,6.776289889,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-FCEB78D7C5F4C6,P1,PORT-7DCD4991144C,ACCELERATED_15C,False,False,True,313.643967,400,8.77263,0.471247,8.77263,0.471247,10.816717,1.391938,2751.482333,147.803555,6144.080333,376.7346,19427.1,0.0,18894.495,147.803966,16143.013,0.0,2040.069667,3.716403,-25.207751,0.401569,0.897415,0.007661,0.0,0.0,0.102585,0.007661,0.863173048,0.007784647,0.0,0.0,0.136826952,0.007784647,58.866267667,7.756920799,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-87B9435721978E,P1,PORT-5CFD50239439,DISCLOSED_PATH,True,True,True,321.473932,400,22.722142,0.395608,22.722142,0.395608,10.390984,1.139562,7304.576333,127.177626,10645.006667,257.035929,19052.0,0.0,18554.033,127.178013,11249.456,0.0,1678.497333,6.916926,0.131197,0.146408,0.871982,0.013744,0.0,0.0,0.128018,0.013744,0.838977649,0.009280932,0.0,0.0,0.161022351,0.009280932,51.649116886,6.724045484,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-87B9435721978E,P1,PORT-5CFD50239439,ACCELERATED_15C,False,False,True,321.473932,400,8.944588,0.442623,8.944588,0.442623,11.056375,1.511406,2875.452,142.291819,6429.788,360.404744,19052.0,0.0,19408.176,142.291819,16532.724,0.0,2014.197,8.299969,-25.035793,0.25734,0.903478,0.010618,0.0,0.0,0.096522,0.010618,0.871817439,0.007721549,0.0,0.0,0.128182561,0.007721549,59.637840988,7.819718219,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-97FAAFFD87E907,P1,PORT-160DD6C4A97F,DISCLOSED_PATH,False,True,False,442.153947,400,46.05727,0.529162,46.05727,0.529162,15.457682,1.682447,20364.403667,233.970826,27199.079,519.723793,26318.6,0.0,35842.672667,233.970826,15478.269,0.0,2960.502333,23.957205,23.466325,0.2826,0.932158,0.004415,0.000968,9.1e-05,0.066874,0.004328,0.891602936,0.012567751,0.016486059,0.000551176,0.091911005,0.013085886,123.277736027,13.090367739,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-97FAAFFD87E907,P1,PORT-160DD6C4A97F,ACCELERATED_15C,True,True,True,442.153947,400,33.980381,0.688142,33.980381,0.688142,16.702965,2.053452,15024.559667,304.264866,22409.841333,608.814937,26318.6,0.0,37858.364667,304.264866,22833.805,0.0,3588.969333,31.548271,0.0,0.0,0.952166,0.003128,0.000643,6.1e-05,0.047191,0.00307,0.916817959,0.011540049,0.013461209,0.000391693,0.069720832,0.011926231,147.284648788,15.175989892,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-32B1C4DEC95227,P3,PORT-0ACD636A8AEE,DISCLOSED_PATH,False,True,False,446.878947,400,57.92468,0.243639,57.92468,0.243639,12.959542,0.933315,25885.319667,108.87702,31676.666333,328.839976,29123.6,0.0,41527.276667,108.87702,15641.957,0.0,4681.641667,5.406139,35.333735,0.355586,0.938506,0.004548,0.001746,0.000141,0.059748,0.004436,0.893447143,0.013182881,0.022679324,0.000728258,0.083873532,0.01390723,86.991185913,7.310054098,0.0,0.0,variance_game_shapley_common_random_numbers
NIPPON_STEEL_JP,Nippon Steel,CAND-32B1C4DEC95227,P3,PORT-0ACD636A8AEE,ACCELERATED_15C,True,True,True,446.878947,400,45.656903,0.306566,45.656903,0.306566,13.974518,0.855482,20403.109,136.998404,26648.027,301.651243,29123.6,0.0,43481.925,136.998404,23078.816,0.0,5964.854667,7.203658,11.676522,0.476437,0.956153,0.003248,0.001089,8.9e-05,0.042758,0.003176,0.917495051,0.011798468,0.01787164,0.00052426,0.064633309,0.012320965,100.910757382,8.368794458,0.0,0.0,variance_game_shapley_common_random_numbers
JFE_STEEL_JP,JFE Steel,CAND-E8FAD9BDD034A5,P3,PORT-51A2628EF9C2,DISCLOSED_PATH,True,True,True,328.220861,400,125.29454,0.654105,125.29454,0.654105,24.784156,2.338085,41124.281667,214.690656,49258.958667,605.288564,20429.2,0.0,52624.982333,214.690879,11500.701,0.0,5472.806333,27.697973,15.366049,0.197386,0.973168,0.001727,0.004259,0.000435,0.022573,0.001292,0.926528675,0.007259451,0.037006136,0.000457972,0.036465189,0.007450212,306.24048856,37.266610394,0.0,0.0,variance_game_shapley_common_random_numbers
JFE_STEEL_JP,JFE Steel,CAND-E8FAD9BDD034A5,P3,PORT-51A2628EF9C2,ACCELERATED_15C,True,True,True,328.220861,400,115.68266,0.815877,115.68266,0.815877,26.105586,2.190423,37969.462333,267.78799,46537.86,557.874153,20429.2,0.0,54930.046667,267.787555,16960.584,0.0,7499.398,39.769822,26.882851,0.209072,0.98083,0.001201,0.002825,0.000285,0.016345,0.000916,0.941690104,0.00675441,0.029868909,0.000212831,0.028440988,0.00677192,343.074766055,40.950663975,0.0,0.0,variance_game_shapley_common_random_numbers
JFE_STEEL_JP,JFE Steel,CAND-F4B6AD5FB08D71,P2,PORT-51A2628EF9C2,DISCLOSED_PATH,True,True,True,328.220861,400,130.270667,0.823992,130.270667,0.823992,31.216185,2.874833,42757.550333,270.451083,53003.353667,754.669316,20429.2,0.0,54258.251,270.451456,11500.701,0.0,3853.040667,16.950734,20.342177,0.02484,0.97413,0.001673,0.004262,0.000435,0.021607,0.001238,0.927726966,0.007151254,0.037009236,0.000444451,0.035263798,0.007330763,484.303358119,58.842725093,0.0,0.0,variance_game_shapley_common_random_numbers
JFE_STEEL_JP,JFE Steel,CAND-F4B6AD5FB08D71,P2,PORT-51A2628EF9C2,ACCELERATED_15C,True,True,True,328.220861,400,123.120417,1.070628,123.120417,1.070628,33.568324,2.954815,40410.689,351.402331,51428.513,737.146803,20429.2,0.0,57371.273,351.402331,16960.584,0.0,5063.142,21.691894,34.320608,0.374801,0.982177,0.001126,0.002849,0.000287,0.014974,0.000839,0.943413641,0.006542656,0.029978772,0.000201645,0.026607587,0.00654414,566.694611092,67.399673308,0.0,0.0,variance_game_shapley_common_random_numbers
JFE_STEEL_JP,JFE Steel,CAND-FCDB7C1BD7991A,P1,PORT-51A2628EF9C2,DISCLOSED_PATH,True,True,True,328.220861,400,133.751079,0.953486,133.751079,0.953486,36.08808,3.429182,43899.894333,312.953735,55744.755,932.967853,20429.2,0.0,55400.595333,312.953735,11500.701,0.0,2753.389667,23.360324,23.822589,0.119948,0.975417,0.001602,0.004174,0.000428,0.02041,0.001175,0.92957406,0.007001558,0.036600692,0.000420098,0.033825248,0.007162295,648.013590272,78.7209955,0.0,0.0,variance_game_shapley_common_random_numbers
