company_id,company_name,country_code,reported_production_mt,reported_scope12_emissions_mtco2,scenario_id,plan_id,plan_name,is_disclosed_plan,aligned_capex_bn_krw,peak_capex_year,peak_capex_bn_krw,expected_cost_p50_kkrw_per_tco2,expected_cost_p50_bn_krw,p90_cost_kkrw_per_tco2,tcar_kkrw_per_tco2,gross_cost_p50_kkrw_per_tco2,policy_support_dependence_kkrw_per_tco2,electricity_variance_share,hydrogen_variance_share,capex_variance_share,policy_uncertainty_exposure_kkrw_per_tco2,flexibility_value_kkrw_per_tco2,avoided_emissions_mtco2,p90_net_cost_bn_krw,p90_cost_to_ebitda_x,p90_cost_to_annual_capex_x,capex_cost_p50_bn_krw,fixed_opex_cost_p50_bn_krw,electricity_cost_p50_bn_krw,hydrogen_cost_p50_bn_krw,contract_premium_p50_bn_krw,carbon_value_p50_bn_krw,policy_support_p50_bn_krw,component_reconciliation_p50_bn_krw
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,P6,조기 고헤지,False,32892.0,2033,9270.0,128.847412,74615.885,132.718045,3.870633,165.894157,37.046745,0.954268,0.012128,0.033604,19.666142,118.037159,579.10271,76857.379,18.169593,32.51271,17694.566,2750.76,10567.878,82829.624,3314.697,-21019.047,-21469.998,-52.594
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,P7,완전 수소·계약형,False,32892.0,2032,9270.0,127.528464,80075.016,128.714217,1.185753,169.20157,41.673105,0.933185,0.014784,0.052031,21.815414,115.965216,627.899166,80819.55,19.106276,34.188813,18413.828,3034.098,11581.163,90840.132,5186.363,-22800.016,-26172.316,-8.236
POSCO_KR,POSCO,KR,34.537,69.84605,DISCLOSED_PATH,CURRENT,POSCO 공시전략 프록시,True,22752.0,2033,9270.0,127.584561,36402.213,152.799855,25.215294,138.466058,10.881497,0.959263,0.010827,0.02991,68.279142,114.490732,285.318325,43596.599,10.306525,18.442517,12013.675,1491.155,4387.87,32444.282,122.961,-10353.963,-3704.644,0.878
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P1,지연·현물조달,False,23962.4,2029,6160.0,10.023011,4361.553,20.056268,10.033257,17.11891,7.095899,0.926163,0.0,0.073837,12.697798,0.0,435.153946,8727.564,0.887884,1.626068,12073.119,947.571,17314.096,0.0,0.0,-22468.689,-3621.936,117.392
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P2,지연·부분헤지,False,29123.6,2038,7425.0,48.808019,21811.276,64.882247,16.074228,59.805217,10.997197,0.958269,0.001048,0.040684,19.386523,38.368101,446.878947,28994.51,2.949708,5.402086,16181.637,1108.15,19782.331,13623.219,68.961,-23078.816,-5831.778,-42.428
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P3,균형형 라이트헤지,False,29123.6,2038,7425.0,46.203557,20647.397,59.006944,12.803387,59.675379,13.471821,0.9561,0.001004,0.042896,19.855603,35.749842,446.878947,26368.961,2.682602,4.91291,13033.872,1108.15,18011.017,17360.294,210.235,-23078.816,-6012.515,15.16
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P4,균형형 전환,False,32153.0,2033,8019.0,83.64088,43611.94,96.667346,13.026466,107.937654,24.296773,0.978558,0.002002,0.01944,26.993199,73.276815,521.418946,50404.186,5.127786,9.391011,14705.323,1522.1,20585.459,45329.332,753.268,-26808.543,-12536.97,61.97
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P5,조기 계약형 전환,False,34771.0,2033,8019.0,110.816218,59499.327,120.490423,9.674205,155.183652,44.367434,0.978053,0.002569,0.019378,15.859105,100.97636,536.918941,64693.59,6.581495,12.053329,16740.36,1772.401,19756.818,70837.368,1759.723,-27610.952,-23768.626,12.235
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P6,조기 고헤지,False,33506.0,2028,9900.0,153.014306,76311.205,157.860018,4.845712,238.888937,85.87463,0.97676,0.003571,0.019669,25.377749,142.893171,498.719413,78727.856,8.009247,14.66811,17703.981,2018.862,14878.897,105974.078,4137.652,-25589.859,-42823.383,10.977
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,P7,완전 수소·계약형,False,38511.0,2028,9900.0,151.820185,100679.527,153.516337,1.696152,251.932005,100.111821,0.973134,0.004531,0.022336,29.625011,142.105924,663.14981,101804.329,10.356894,18.967583,22407.423,2733.202,20552.332,147157.487,8171.187,-33973.913,-66370.253,2.061
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,ACCELERATED_15C,CURRENT,Nippon Steel 공시전략 프록시,True,29123.6,2037,7425.0,50.007786,25354.895,63.423876,13.41609,63.260473,13.252687,0.971675,0.001425,0.0269,31.279496,39.950071,507.018944,32157.107,3.27145,5.991323,14505.064,1302.627,21387.977,20767.299,376.672,-26057.324,-6921.526,-5.894
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P1,지연·현물조달,False,19427.1,2029,6160.0,22.720809,7126.245,33.038996,10.318187,28.616455,5.895646,0.881995,0.0,0.118005,12.697798,0.0,313.643967,10362.482,1.05421,1.930677,8645.283,721.269,10738.426,0.0,0.0,-10969.862,-2023.316,14.445
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P2,지연·부분헤지,False,26736.6,2038,7425.0,68.194542,24957.087,83.550027,15.355485,78.079187,9.884645,0.937582,0.002082,0.060336,19.386523,44.680002,365.968973,30576.718,3.110671,5.696874,14077.431,951.847,14277.376,12486.155,56.479,-12796.263,-4087.899,-8.039
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P3,균형형 라이트헤지,False,26736.6,2038,7425.0,66.05916,24175.603,78.225092,12.165932,77.870817,11.811658,0.93545,0.002063,0.062487,19.855603,42.307341,365.968973,28627.957,2.912417,5.333792,13502.927,951.847,13978.34,13001.401,172.859,-12796.263,-4612.389,-23.12
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P4,균형형 전환,False,29766.0,2033,8019.0,110.634079,47740.705,124.441549,13.80747,131.019182,20.385103,0.971112,0.003602,0.025286,26.993199,87.424675,431.518975,53698.89,5.462967,10.004861,12834.144,1343.314,13613.535,43005.249,645.271,-15071.357,-8664.944,35.493
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P5,조기 계약형 전환,False,34771.0,2033,8019.0,126.675323,68014.38,136.448595,9.773272,157.71995,31.044627,0.972829,0.003885,0.023286,15.859105,103.972687,536.918941,73261.835,7.453171,13.649714,16740.36,1772.401,18034.577,65273.217,1638.363,-18775.751,-16647.82,-20.966
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P6,조기 고헤지,False,33506.0,2028,9900.0,178.392055,88967.581,183.837522,5.445468,236.649746,58.257692,0.974415,0.00507,0.020515,25.377749,155.297076,498.719413,91683.341,9.327252,17.0819,17220.221,2018.862,13563.37,98777.843,3867.581,-17431.387,-29042.538,-6.372
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,P7,완전 수소·계약형,False,38511.0,2028,9900.0,181.445196,120325.347,183.332202,1.887006,249.033429,67.588233,0.971893,0.006334,0.021774,29.625011,158.632509,663.14981,121576.715,12.368404,22.651458,22407.423,2733.202,18747.44,136796.005,7645.8,-23190.09,-44821.208,6.776
NIPPON_STEEL_JP,Nippon Steel,JP,34.3,72.6,DISCLOSED_PATH,CURRENT,Nippon Steel 공시전략 프록시,True,23974.5,2037,7425.0,81.287282,27117.353,95.962002,14.67472,94.365666,13.078384,0.957641,0.003425,0.038935,31.279496,58.092044,333.598962,32012.824,3.256771,5.964441,10953.115,967.075,10701.622,20276.743,257.695,-11628.556,-4359.551,-50.791
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P1,지연·현물조달,False,14520.0,2033,6265.6,8.125576,2465.368,19.206892,11.081316,14.988778,6.863202,0.93983,0.0,0.06017,12.879175,0.0,303.40837,5827.532,1.615886,2.017285,7619.415,605.779,12210.194,0.0,0.0,-15666.226,-2280.178,-23.616
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P2,지연·부분헤지,False,16764.0,2033,6265.6,40.195053,12469.344,54.997682,14.802628,49.670775,9.475721,0.965634,0.000891,0.033474,11.792252,31.979983,310.220867,17061.429,4.730875,5.906061,6813.751,701.152,12716.068,10892.321,43.749,-16021.561,-2654.105,-22.03
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P3,균형형 라이트헤지,False,18185.2,2033,9930.8,88.603763,28477.99,107.433251,18.829488,106.863981,18.260218,0.984312,0.002082,0.013606,21.035067,80.704416,321.408363,34529.945,9.57463,11.953041,7371.896,880.119,12073.438,30192.178,206.305,-16605.249,-5564.068,-76.629
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P4,균형형 전환,False,20429.2,2032,9930.8,113.41519,41680.179,128.535983,15.120794,144.492653,31.077463,0.9848,0.002489,0.012711,12.091183,105.112593,367.500849,47237.083,13.098126,16.351801,9889.523,1129.437,13247.279,46812.568,644.815,-18887.498,-11211.687,55.743
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P5,조기 계약형 전환,False,20429.2,2032,9930.8,103.126369,37899.028,111.613465,8.487096,144.553325,41.426956,0.978158,0.002483,0.019359,15.570006,94.676697,367.500849,41018.043,11.373681,14.19899,11516.892,1129.437,13060.948,45292.389,1138.13,-18887.498,-15362.848,11.579
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P6,조기 고헤지,False,23196.8,2031,9930.8,156.99415,65553.981,162.711552,5.717401,244.907128,87.912977,0.980332,0.003628,0.01604,25.807504,149.299439,417.556839,67941.321,18.839097,23.518873,13458.8,1645.095,12869.521,92317.036,3541.497,-21415.173,-36767.621,-95.175
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,P7,완전 수소·계약형,False,23196.8,2030,9930.8,150.607599,67097.617,152.402845,1.795246,250.333821,99.726222,0.974782,0.004591,0.020627,29.757432,142.43296,445.512827,67897.422,18.826925,23.503677,13643.357,1777.766,13865.202,99568.078,5462.182,-22798.272,-44427.823,7.128
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,ACCELERATED_15C,CURRENT,JFE Steel 공시전략 프록시,True,16764.0,2031,6265.6,42.354157,16275.891,54.313694,11.959536,55.385219,13.031061,0.973975,0.00107,0.024955,12.186656,34.503253,384.280845,20871.712,5.787409,7.225046,9313.864,928.508,16240.465,14292.994,226.886,-19589.235,-5111.51,-26.082
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P1,지연·현물조달,False,12474.0,2033,6265.6,21.004751,5543.067,31.354273,10.349522,25.672112,4.66736,0.918423,0.0,0.081577,12.879175,0.0,263.895884,8274.264,2.294328,2.864256,3996.075,537.655,11162.256,0.0,0.0,-9249.659,-960.895,57.635
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P2,지연·부분헤지,False,16764.0,2033,6265.6,51.987305,16127.547,65.672647,13.685341,59.576553,7.589247,0.951451,0.001369,0.047181,11.792252,31.139375,310.220867,20373.025,5.649131,7.052418,9054.81,701.152,10581.346,9288.994,41.138,-10867.833,-2625.426,-46.633
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P3,균형형 라이트헤지,False,16139.2,2033,9930.8,109.63883,30906.734,128.507214,18.868384,123.330007,13.691177,0.979688,0.00334,0.016972,21.035067,88.800991,281.895878,36225.654,10.044824,12.540035,7368.809,811.996,10414.24,25892.797,179.991,-9882.526,-3974.298,95.726
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P4,균형형 전환,False,20429.2,2032,9930.8,125.506373,46123.699,140.095422,14.589048,147.469162,21.962789,0.979863,0.00369,0.016447,12.091183,104.344064,367.500849,51485.186,14.276061,17.822344,10520.901,1129.437,11796.482,43012.287,600.911,-12858.579,-8079.935,2.194
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P5,조기 계약형 전환,False,20429.2,2032,9930.8,118.696375,43621.019,127.385068,8.688692,147.599419,28.903043,0.973073,0.003734,0.023193,15.570006,97.336768,367.500849,46814.12,12.980845,16.205386,10495.446,1129.437,11852.616,42611.157,1059.504,-12858.579,-10678.363,9.8
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P6,조기 고헤지,False,23196.8,2031,9930.8,182.801654,76330.081,189.024668,6.223014,242.349592,59.547939,0.978241,0.00508,0.016679,25.807504,162.222889,417.556839,78928.543,21.885687,27.322259,13458.8,1645.095,11729.975,85754.992,3311.961,-14610.167,-24875.556,-85.021
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,P7,완전 수소·계약형,False,23196.8,2030,9930.8,180.365031,80354.935,182.446214,2.081183,247.561741,67.196711,0.973635,0.006358,0.020008,29.757432,159.820582,445.512827,81282.129,22.538301,28.136987,13643.357,1777.766,12666.163,92666.168,5113.755,-15583.665,-29934.373,5.763
JFE_STEEL_JP,JFE Steel,JP,21.95,45.3,DISCLOSED_PATH,CURRENT,JFE Steel 공시전략 프록시,True,16764.0,2031,6265.6,54.540813,20958.99,65.985105,11.444292,64.710744,10.169931,0.965037,0.001669,0.033294,12.186656,33.6917,384.280845,25356.812,7.031059,8.777628,9313.864,928.508,14868.816,13108.044,212.12,-13405.689,-3964.348,-102.327
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P1,지연·현물조달,False,5037.34,2029,3118.5,150.147703,15373.787,197.335013,47.18731,159.204096,9.056393,0.988144,0.003548,0.008308,136.759086,26.794741,102.391093,20205.348,7.81133,18.95052,2352.003,260.812,2982.251,15998.147,0.0,-5244.343,-793.657,-181.425
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P2,지연·부분헤지,False,5037.34,2029,3118.5,143.900979,14734.179,184.203247,40.302267,159.140858,15.239878,0.98738,0.003602,0.009019,88.873383,20.551271,102.391093,18860.772,7.29152,17.689447,2379.693,260.812,2968.173,15950.95,25.061,-5244.343,-1453.669,-152.499
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P3,균형형 라이트헤지,False,5037.34,2029,3118.5,134.780812,13800.355,166.16765,31.386838,159.290217,24.509405,0.986487,0.003597,0.009916,81.632769,11.600277,102.391093,17014.087,6.577598,15.957449,2421.228,260.812,2954.095,15880.155,84.877,-5244.343,-2439.802,-116.667
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P4,균형형 전환,False,5037.34,2028,3118.5,124.234938,14259.884,144.926432,20.691494,157.557215,33.322278,0.984712,0.003876,0.011412,13.825546,1.407187,114.781594,16634.887,6.431,15.601798,2910.924,294.906,3238.225,17265.409,215.704,-5834.061,-3829.902,-1.32
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P5,조기 계약형 전환,False,6178.04,2028,3118.5,146.015116,17290.978,159.555718,13.540602,203.434732,57.419616,0.979887,0.003718,0.016395,17.833026,25.312744,118.419093,18894.443,7.304538,17.721028,3626.9,345.83,3140.767,22530.003,477.943,-6023.791,-6804.04,-2.635
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P6,조기 고헤지,False,6178.04,2028,3118.5,131.450042,16425.137,136.628672,5.178629,205.002953,73.552911,0.977361,0.00387,0.018769,23.16806,9.478463,124.953456,17072.225,6.600073,16.011976,3486.197,364.57,3324.87,23888.35,917.559,-6367.955,-9190.15,1.696
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,P7,완전 수소·계약형,False,6178.04,2028,3118.5,124.938396,16427.877,126.321655,1.383259,207.463562,82.525166,0.970023,0.004634,0.025343,26.086529,0.676794,131.48782,16609.759,6.421285,15.578231,3546.054,384.34,3504.648,25169.077,1384.082,-6709.223,-10851.149,0.048
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,ACCELERATED_15C,CURRENT,Kobe Steel 공시전략 프록시,True,5037.34,2028,3118.5,135.895149,15598.262,172.712065,36.816916,156.748583,20.853434,0.987038,0.003945,0.009017,76.886042,11.752512,114.781594,19824.166,7.663966,18.593011,1970.718,294.906,3453.952,17783.718,58.713,-5834.061,-2128.831,-0.852
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P1,지연·현물조달,False,3859.24,2029,1940.4,13.388617,1252.386,23.193927,9.80531,18.041311,4.652693,0.884385,0.0,0.115615,136.759086,0.0,93.541093,2169.585,0.838755,2.034846,1629.192,109.248,3184.008,0.0,0.0,-3266.383,-406.403,2.724
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P2,지연·부분헤지,False,4999.94,2037,3019.5,55.027596,5307.472,68.677671,13.650075,62.850189,7.822593,0.937007,0.002565,0.060427,88.873383,41.2505,96.451092,6624.036,2.560834,6.212659,2468.565,148.869,3218.619,3568.842,12.756,-3367.648,-764.779,22.248
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P3,균형형 라이트헤지,False,4999.94,2037,3019.5,53.148043,5126.187,64.093186,10.945143,62.614334,9.466291,0.935087,0.002533,0.062379,81.632769,39.21262,96.451092,6181.858,2.389889,5.797941,1861.935,148.869,2986.828,4280.162,39.463,-3367.648,-811.486,-11.937
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P4,균형형 전환,False,5037.34,2028,3118.5,138.060484,15846.802,158.51973,20.459246,161.627206,23.566722,0.980581,0.005194,0.014225,13.825546,125.557471,114.781594,18195.147,7.034192,17.065161,3300.257,294.906,2890.013,15917.917,202.912,-3996.111,-2767.97,4.877
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P5,조기 계약형 전환,False,6178.04,2028,3118.5,163.848142,19402.748,177.918772,14.070631,203.581703,39.733561,0.975847,0.005146,0.019007,17.833026,151.197436,118.419093,21068.98,8.145207,19.760517,3626.9,345.83,2869.144,20967.755,447.573,-4123.173,-4713.079,-18.203
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P6,조기 고헤지,False,6178.04,2028,3118.5,154.618102,19320.066,160.538876,5.920774,204.983731,50.365629,0.975076,0.005391,0.019533,23.16806,141.101339,124.953456,20059.887,7.755095,18.814093,3534.735,364.57,3032.395,22177.282,858.939,-4355.541,-6294.075,1.762
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,P7,완전 수소·계약형,False,6178.04,2028,3118.5,151.024925,19857.938,152.628331,1.603406,207.291358,56.266433,0.968815,0.006463,0.024722,26.086529,137.802711,131.48782,20068.767,7.758528,18.822421,3546.054,384.34,3200.302,23413.407,1295.513,-4587.958,-7397.071,3.35
KOBE_STEEL_JP,Kobe Steel,JP,5.96,14.3,DISCLOSED_PATH,CURRENT,Kobe Steel 공시전략 프록시,True,4999.94,2036,3019.5,59.009107,6422.055,71.521288,12.51218,67.791431,8.782324,0.955478,0.002789,0.041732,76.886042,45.254284,108.831592,7783.776,3.009185,7.300374,2858.828,176.68,3501.838,4683.231,32.784,-3789.774,-1034.889,-6.643
