param,tier,company,d_lcoa_pct,d_p50_pct,d_tcar_pct,d_front
cfg.discount×low,T5,LOTTE,-4.0283715764684445,25.441725150330054,42.395690138752194,0
cfg.discount×low,T5,MCI,-5.718525343107055,18.754780520348195,42.46542228431605,0
cfg.discount×low,T5,NSC,-1.0270111752519848,22.878607689564088,30.54739416439728,0
cfg.discount×low,T5,POSCO,-1.2277862098993113,20.093177579901365,24.927071517461552,1
cfg.auction_share×low,T1/T5,LOTTE,1.3420894524890917e-13,1.5444608370061897e-13,-1.6655361268462574e-12,0
cfg.auction_share×low,T1/T5,MCI,4.4659936852879707e-13,4.553196208260848e-13,-4.2641392452824274e-13,0
cfg.auction_share×low,T1/T5,NSC,0.0,0.0,0.0,0
cfg.auction_share×low,T1/T5,POSCO,0.0,0.0,1.0987998104825502e-13,0
cfg.ppa_premium×low,T5,LOTTE,0.0,0.0,0.0,0
cfg.ppa_premium×low,T5,MCI,0.0,0.0,0.0,0
cfg.ppa_premium×low,T5,NSC,0.0,0.0,0.0,0
cfg.ppa_premium×low,T5,POSCO,0.0,0.0,0.0,0
cfg.epc_premium×low,T5,LOTTE,0.0,0.0,0.0,0
cfg.epc_premium×low,T5,MCI,0.0,0.0,0.0,0
cfg.epc_premium×low,T5,NSC,0.0,0.0,0.0,0
cfg.epc_premium×low,T5,POSCO,0.0,0.0,0.0,0
vol.elec×low,T3,LOTTE,3.050203301111572e-13,3.0889216740123794e-13,-1.7765718686360078e-13,0
vol.elec×low,T3,MCI,1.0867251300867397e-12,1.0927670899826034e-12,1.3325435141507586e-13,0
vol.elec×low,T3,NSC,-0.2864720472667906,-0.28647204726678316,-16.349799353456014,0
vol.elec×low,T3,POSCO,-0.4134135293564773,-0.41341352935648057,-14.047983997894633,0
vol.h2×low,T5,LOTTE,10.791477342812167,10.791477342812174,-34.348963739760464,0
vol.h2×low,T5,MCI,10.843324922369726,10.843324922369725,-35.258018234638385,0
vol.h2×low,T5,NSC,1.3087427866775636,1.3087427866775723,-24.357777877034337,0
vol.h2×low,T5,POSCO,1.5902475381859749,1.5902475381859558,-27.259519519963877,1
vol.capex×low,T5,LOTTE,-1.143415636747186,-1.1434156367471693,0.6805486877344781,0
vol.capex×low,T5,MCI,-0.1501919185457036,-0.15019191854569355,-0.12313901268511256,0
vol.capex×low,T5,NSC,-0.21706378172070784,-0.21706378172069685,-1.4614050970113417,-1
vol.capex×low,T5,POSCO,-0.015439091918091095,-0.015439091918096006,0.4718272001529398,0
price.elec×high,T4,LOTTE,9.028601771290253e-13,9.266765022037138e-13,7.328358958123532e-13,0
price.elec×high,T4,MCI,0.0,0.0,7.995261084904551e-13,0
price.elec×high,T4,NSC,-0.7158888154722637,-0.7158888154722555,-1.6021499850322019,-1
price.elec×high,T4,POSCO,-0.6732400153327648,-0.6732400153327766,-1.5339752594241727,0
price.re×high,T4,LOTTE,0.0,0.0,0.0,0
price.re×high,T4,MCI,0.0,0.0,0.0,0
price.re×high,T4,NSC,6.173774244916993,6.173774244917003,13.564131967693388,0
price.re×high,T4,POSCO,7.440420459244447,7.440420459244443,9.687310250253208,0
price.h2×high,T5,LOTTE,12.000670663517003,12.000670663517015,30.57985311062283,0
price.h2×high,T5,MCI,12.077632875569103,12.077632875569114,29.818322913036532,0
price.h2×high,T5,NSC,6.5193646056592796,6.519364605659291,19.534419517194742,0
price.h2×high,T5,POSCO,8.695821242836542,8.695821242836526,21.21615820603553,0
price.co2×high,T5,LOTTE,7.686512318801162e-13,7.722304185030947e-13,-4.4414296715900196e-13,0
price.co2×high,T5,MCI,0.0,0.0,2.665087028301517e-14,0
price.co2×high,T5,NSC,3.450198518192315e-14,4.0012978683990865e-14,-2.7935872456135854e-14,0
price.co2×high,T5,POSCO,-2.1768412089293198e-14,-1.9599748421814845e-14,8.240998578619127e-14,0
price.coal×high,T3,LOTTE,0.0,0.0,0.0,0
price.coal×high,T3,MCI,0.0,0.0,0.0,0
price.coal×high,T3,NSC,-5.159024076929972,-5.159024076929972,2.7935872456135854e-14,0
price.coal×high,T3,POSCO,-5.577174596811175,-5.57717459681118,-5.493999052412751e-14,0
price.gas×high,T3,LOTTE,3.050203301111572e-13,3.0889216740123794e-13,1.0881502695395547e-12,0
price.gas×high,T3,MCI,2.1734502601734793e-12,2.185534179965207e-12,-1.3325435141507586e-12,0
price.gas×high,T3,NSC,-0.3374886665900589,-0.33748866659006377,0.0,0
price.gas×high,T3,POSCO,-0.35720055412605645,-0.35720055412605733,2.7469995262063754e-14,0
tech.capex×high,T3,LOTTE,14.796661528311153,14.796661528311168,-0.8606497750815983,0
tech.capex×high,T3,MCI,17.410700926625502,17.410700926625513,-0.7572227878475256,0
tech.capex×high,T3,NSC,6.8136502248115445,6.813650224811566,0.8945091827993922,0
tech.capex×high,T3,POSCO,6.091720493765395,6.091720493765375,-0.42306632508502795,0
tech.opex_fixed×high,T3,LOTTE,0.0,0.0,0.0,0
tech.opex_fixed×high,T3,MCI,0.0,0.0,0.0,0
tech.opex_fixed×high,T3,NSC,7.6558387870700315,7.655838787070038,0.0,0
tech.opex_fixed×high,T3,POSCO,6.779200815614801,6.779200815614781,5.493999052412751e-14,0
tech.opex_var×high,T4,LOTTE,0.6106390253520169,0.610639025352029,-1.820986165351908e-12,0
tech.opex_var×high,T4,MCI,0.5957070225505503,0.5957070225505648,1.5990522169809103e-13,0
tech.opex_var×high,T4,NSC,4.030393499085222,4.030393499085228,5.587174491227171e-14,0
tech.opex_var×high,T4,POSCO,4.322015097909089,4.322015097909066,-2.7469995262063754e-14,0
tech.elec_intensity×high,T3,LOTTE,0.0,0.0,0.0,0
tech.elec_intensity×high,T3,MCI,0.0,0.0,0.0,0
tech.elec_intensity×high,T3,NSC,6.173774244916993,6.173774244917003,13.564131967693388,0
tech.elec_intensity×high,T3,POSCO,7.440420459244447,7.440420459244443,9.687310250253208,0
tech.h2_intensity×high,T3,LOTTE,12.000670663517003,12.000670663517015,30.57985311062283,0
tech.h2_intensity×high,T3,MCI,12.077632875569103,12.077632875569114,29.818322913036532,0
tech.h2_intensity×high,T3,NSC,6.5193646056592796,6.519364605659291,19.534419517194742,0
tech.h2_intensity×high,T3,POSCO,8.695821242836542,8.695821242836526,21.216158206035583,0
tech.emission_factor×high,T3,LOTTE,,-1.5444608370061897e-13,6.218001540226028e-13,0
tech.emission_factor×high,T3,MCI,,3.6425569666086785e-13,-7.995261084904551e-14,0
tech.emission_factor×high,T3,NSC,0.5126619793746395,-4.0012978683990865e-14,8.380761736840756e-14,0
tech.emission_factor×high,T3,POSCO,6.941092320119442,1.9599748421814845e-14,-2.7469995262063754e-14,0
tech.steel_capex×high,T3,LOTTE,0.0,0.0,0.0,0
tech.steel_capex×high,T3,MCI,0.0,0.0,0.0,0
tech.steel_capex×high,T3,NSC,6.8136502248115445,6.813650224811566,0.8945091827993922,0
tech.steel_capex×high,T3,POSCO,6.091720493765395,6.091720493765375,-0.42306632508502795,0
fac.capacity×high,T2/T5,LOTTE,17.811105281430425,17.811105281430425,-0.6282148441076826,0
fac.capacity×high,T2/T5,MCI,17.410700926625502,17.410700926625513,-0.7572227878475256,0
fac.capacity×high,T2/T5,NSC,15.36918820304442,15.369188203044429,0.7390801768267475,0
fac.capacity×high,T2/T5,POSCO,13.639930972843812,13.639930972843803,-0.38485732289946467,0
fac.ef_inc×high,T5,LOTTE,-84.70017901600225,1.0811225859043327e-12,-4.4414296715900195e-14,0
fac.ef_inc×high,T5,MCI,-86.35863284153781,1.4570227866434714e-12,-1.0660348113206069e-12,0
fac.ef_inc×high,T5,NSC,-23.37754665259285,0.0,2.7935872456135854e-14,0
fac.ef_inc×high,T5,POSCO,-26.734868216633878,-1.9599748421814845e-14,8.240998578619127e-14,0
fac.elec_int_inc×high,T5,LOTTE,1.232282133649075e-12,1.2355686696049517e-12,6.440073023805529e-13,0
fac.elec_int_inc×high,T5,MCI,0.0,0.0,2.665087028301517e-14,0
fac.elec_int_inc×high,T5,NSC,-0.7158888154722637,-0.7158888154722555,-1.6021499850322019,-1
fac.elec_int_inc×high,T5,POSCO,-0.6732400153327648,-0.6732400153327766,-1.5339752594241727,0
fac.coal_int_inc×high,T5,LOTTE,0.0,0.0,0.0,0
fac.coal_int_inc×high,T5,MCI,0.0,0.0,0.0,0
fac.coal_int_inc×high,T5,NSC,-5.159024076929972,-5.159024076929972,2.7935872456135854e-14,0
fac.coal_int_inc×high,T5,POSCO,-5.577174596811175,-5.57717459681118,-5.493999052412751e-14,0
fac.margin×high,T4,LOTTE,0.0,0.0,0.0,0
fac.margin×high,T4,MCI,0.0,0.0,0.0,0
fac.margin×high,T4,NSC,2.9348577356733125,2.9348577356733263,5.587174491227171e-14,0
fac.margin×high,T4,POSCO,2.9560533351072604,2.9560533351072484,0.0,0
cfg.discount×high,T5,LOTTE,5.362632179707552,-18.249715133102608,-29.60808499864828,0
cfg.discount×high,T5,MCI,7.306589198773077,-13.205560806442987,-29.487020936669524,0
cfg.discount×high,T5,NSC,0.6097432551021148,-17.918380194741633,-23.909843530718767,0
cfg.discount×high,T5,POSCO,1.5546652430555434,-15.477423728227201,-20.42824539989349,1
cfg.auction_share×high,T1/T5,LOTTE,-3.2942195652004977e-13,-3.0889216740123794e-13,5.329715605908023e-13,0
cfg.auction_share×high,T1/T5,MCI,3.5727949482303766e-13,3.6425569666086785e-13,2.1320696226412137e-13,0
cfg.auction_share×high,T1/T5,NSC,0.0,0.0,5.587174491227171e-14,0
cfg.auction_share×high,T1/T5,POSCO,0.0,0.0,-2.7469995262063754e-14,0
cfg.ppa_premium×high,T5,LOTTE,0.0,0.0,0.0,0
cfg.ppa_premium×high,T5,MCI,0.0,0.0,0.0,0
cfg.ppa_premium×high,T5,NSC,0.0,0.0,0.0,0
cfg.ppa_premium×high,T5,POSCO,0.0,0.0,0.0,0
cfg.epc_premium×high,T5,LOTTE,0.0,0.0,0.0,0
cfg.epc_premium×high,T5,MCI,0.0,0.0,0.0,0
cfg.epc_premium×high,T5,NSC,0.0,0.0,0.0,0
cfg.epc_premium×high,T5,POSCO,0.0,0.0,0.0,0
vol.elec×high,T3,LOTTE,3.050203301111572e-13,3.0889216740123794e-13,-1.4656717916247064e-12,0
vol.elec×high,T3,MCI,1.0867251300867397e-12,1.0927670899826034e-12,-2.931595731131669e-13,0
vol.elec×high,T3,NSC,0.0013029145610490196,0.0013029145610639608,25.83774568718029,-1
vol.elec×high,T3,POSCO,0.9008852378235458,0.9008852378235322,20.75623131607623,0
vol.h2×high,T5,LOTTE,-8.084887059485236,-8.084887059485228,41.90270279527645,0
vol.h2×high,T5,MCI,-8.42503190003619,-8.425031900036172,41.247781235520925,0
vol.h2×high,T5,NSC,-1.4476092964388376,-1.4476092964388187,32.899593268634035,-1
vol.h2×high,T5,POSCO,-0.6795403530885895,-0.6795403530885954,35.22909997130369,0
vol.capex×high,T5,LOTTE,1.920464596321028,1.9204645963210387,-0.8200159520796781,0
vol.capex×high,T5,MCI,0.6562210252116549,0.6562210252116707,-0.8036125409744345,0
vol.capex×high,T5,NSC,0.3062048092421852,0.3062048092421822,0.8627286487905619,0
vol.capex×high,T5,POSCO,0.3663713580644822,0.36637135806447085,-0.5075931649558522,0
