candidate_id,company_id,company_name,template_plan_id,physical_portfolio_id,scenario_id,common_avoided_emissions_mtco2,deterministic_economic_npv_bn_krw,deterministic_cost_common_kkrw_per_tco2,carbon_budget_feasible,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years
CAND-0BE357EA5504BE,POSCO_KR,POSCO,P2,PORT-4FCB78A64B21,DISCLOSED_PATH,282.664267,12023.05,42.534735,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3670282239999999,0.65,1.3800000000000001
CAND-0BE357EA5504BE,POSCO_KR,POSCO,P2,PORT-4FCB78A64B21,ACCELERATED_15C,282.664267,8209.26,29.04244,False,False,2030,5.470451711490618,-5.470451711490618,True,True,True,True,,0.0,0.0,0.0,2,3,0.3670282239999999,0.65,1.3800000000000001
CAND-0CC63FAC54D3C0,POSCO_KR,POSCO,P2,PORT-A620DB8F058C,DISCLOSED_PATH,434.951232,33966.321,78.092252,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.45933660799999987,0.65,2.02
CAND-0CC63FAC54D3C0,POSCO_KR,POSCO,P2,PORT-A620DB8F058C,ACCELERATED_15C,434.951232,29139.23,66.994246,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.45933660799999987,0.65,2.02
CAND-0CC93D992FF190,POSCO_KR,POSCO,P3,PORT-531039DEA968,DISCLOSED_PATH,297.964268,27272.823,91.530514,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.43582950399999987,0.65,1.86
CAND-0CC93D992FF190,POSCO_KR,POSCO,P3,PORT-531039DEA968,ACCELERATED_15C,297.964268,23648.405,79.366581,False,False,2030,5.470451711490618,-5.470451711490618,True,True,True,True,,0.0,0.0,0.0,2,3,0.43582950399999987,0.65,1.86
CAND-0D9DBFAFAC1A93,POSCO_KR,POSCO,P2,PORT-1CB3B12B9B60,DISCLOSED_PATH,453.004224,54717.65,120.788388,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,2,3,0.5181043679999999,0.65,2.5
CAND-0D9DBFAFAC1A93,POSCO_KR,POSCO,P2,PORT-1CB3B12B9B60,ACCELERATED_15C,453.004224,50475.868,111.424718,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.5181043679999999,0.65,2.5
CAND-0F7926E25C7DDC,POSCO_KR,POSCO,P2,PORT-B0374F687394,DISCLOSED_PATH,338.051243,18922.063,55.973948,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3670282239999999,0.65,1.38
CAND-0F7926E25C7DDC,POSCO_KR,POSCO,P2,PORT-B0374F687394,ACCELERATED_15C,338.051243,14765.954,43.679633,False,False,2035,7.519745565000001,-7.519745565000001,True,True,True,True,,0.0,0.0,0.0,2,3,0.3670282239999999,0.65,1.38
CAND-11A200804B1E4C,POSCO_KR,POSCO,P1,PORT-9341B5E9E1AE,DISCLOSED_PATH,190.511279,1796.705,9.430965,False,False,2035,0.5397425250000012,-0.5397425250000012,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74
CAND-11A200804B1E4C,POSCO_KR,POSCO,P1,PORT-9341B5E9E1AE,ACCELERATED_15C,190.511279,-1122.509,-5.892089,False,False,2030,20.239742525,-20.239742525,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74
CAND-1205E8D72A4654,POSCO_KR,POSCO,P3,PORT-A620DB8F058C,DISCLOSED_PATH,434.951232,32983.849,75.833442,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.45933660799999987,0.65,2.02
CAND-1205E8D72A4654,POSCO_KR,POSCO,P3,PORT-A620DB8F058C,ACCELERATED_15C,434.951232,27648.537,63.566982,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.45933660799999987,0.65,2.02
CAND-12C017BA38B922,POSCO_KR,POSCO,P1,PORT-D42DEB3BDB60,DISCLOSED_PATH,364.533852,17342.261,47.573801,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.367028224,0.65,1.38
CAND-12C017BA38B922,POSCO_KR,POSCO,P1,PORT-D42DEB3BDB60,ACCELERATED_15C,364.533852,12921.569,35.446828,False,False,2040,6.849092049999999,-6.849092049999999,True,True,True,True,,0.0,0.0,0.0,3,3,0.367028224,0.65,1.38
CAND-13A3A87B46A419,POSCO_KR,POSCO,P4,PORT-C9ABA0ED93B4,DISCLOSED_PATH,496.681253,41390.925,83.334985,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.030599310000003044,0.16799987899999996,0.25344701500000255,2,3,0.45933660799999987,0.65,2.02
CAND-13A3A87B46A419,POSCO_KR,POSCO,P4,PORT-C9ABA0ED93B4,ACCELERATED_15C,496.681253,34558.76,69.579352,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
CAND-1452ABFC21BA3C,POSCO_KR,POSCO,P3,PORT-2E4122B1D61A,DISCLOSED_PATH,305.733857,42196.952,138.018577,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,2,3,0.41130035200000004,0.65,1.7
CAND-1452ABFC21BA3C,POSCO_KR,POSCO,P3,PORT-2E4122B1D61A,ACCELERATED_15C,305.733857,38980.686,127.498755,False,False,2035,19.399090750000003,-19.399090750000003,True,True,True,True,,0.0,0.0,0.0,2,3,0.41130035200000004,0.65,1.7
CAND-149176B54DA5B1,POSCO_KR,POSCO,P2,PORT-58F96F629E32,DISCLOSED_PATH,243.51423,11568.344,47.505822,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3395077120000001,0.65,1.22
CAND-149176B54DA5B1,POSCO_KR,POSCO,P2,PORT-58F96F629E32,ACCELERATED_15C,243.51423,8472.463,34.792476,False,False,2035,16.703997510000004,-16.703997510000004,True,True,True,True,,0.0,0.0,0.0,2,3,0.3395077120000001,0.65,1.22
CAND-16671384F832DB,POSCO_KR,POSCO,P4,PORT-A7B7FDCF1108,DISCLOSED_PATH,414.706243,56329.185,135.829122,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.0,0.16799987899999996,0.0,3,3,0.49715238399999995,0.65,2.34
CAND-16671384F832DB,POSCO_KR,POSCO,P4,PORT-A7B7FDCF1108,ACCELERATED_15C,414.706243,51046.418,123.090546,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.34
CAND-16DADA55DF87CF,POSCO_KR,POSCO,P2,PORT-F7156CC53AF8,DISCLOSED_PATH,353.711217,42804.775,121.016165,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,3,3,0.43582950399999987,0.65,1.86
CAND-16DADA55DF87CF,POSCO_KR,POSCO,P2,PORT-F7156CC53AF8,ACCELERATED_15C,353.711217,39482.311,111.623012,False,False,2040,1.029748835000003,-1.029748835000003,True,True,True,True,,0.0,0.0,0.0,3,3,0.43582950399999987,0.65,1.86
CAND-19A0EC6A18A011,POSCO_KR,POSCO,P1,PORT-0EE037EBD6C8,DISCLOSED_PATH,387.333846,43559.568,112.460009,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,3,3,0.435829504,0.65,1.8599999999999999
CAND-19A0EC6A18A011,POSCO_KR,POSCO,P1,PORT-0EE037EBD6C8,ACCELERATED_15C,387.333846,40252.571,103.922164,False,False,2040,4.949092600000004,-4.949092600000004,True,True,True,True,,0.0,0.0,0.0,3,3,0.435829504,0.65,1.8599999999999999
CAND-19C362AB4D3239,POSCO_KR,POSCO,P1,PORT-CA761749FFB1,DISCLOSED_PATH,287.411269,17160.787,59.708122,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.3670282239999999,0.65,1.3800000000000001
CAND-19C362AB4D3239,POSCO_KR,POSCO,P1,PORT-CA761749FFB1,ACCELERATED_15C,287.411269,13726.556,47.759282,False,False,2030,5.470451711490618,-5.470451711490618,True,True,True,True,,0.0,0.0,0.0,3,3,0.3670282239999999,0.65,1.3800000000000001
CAND-1F4761E26DC6B1,POSCO_KR,POSCO,P2,PORT-15CB4F8207C5,DISCLOSED_PATH,312.214267,42315.721,135.534232,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.34
CAND-1F4761E26DC6B1,POSCO_KR,POSCO,P2,PORT-15CB4F8207C5,ACCELERATED_15C,312.214267,39702.272,127.163541,False,False,2030,5.470451711490618,-5.470451711490618,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.34
CAND-1FADD59D3B21C5,POSCO_KR,POSCO,P4,PORT-121CD1CE83BA,DISCLOSED_PATH,398.081245,40615.37,102.027842,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.0,0.16799987899999996,0.0,2,3,0.43582950399999987,0.65,1.86
CAND-1FADD59D3B21C5,POSCO_KR,POSCO,P4,PORT-121CD1CE83BA,ACCELERATED_15C,398.081245,35213.155,88.457207,False,False,2040,1.028999510000002,-1.028999510000002,True,True,True,True,,0.0,0.0,0.0,2,3,0.43582950399999987,0.65,1.86
CAND-219E2C98DF5995,POSCO_KR,POSCO,P2,PORT-7DC46150E6EE,DISCLOSED_PATH,388.383849,44470.775,114.502122,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,2,3,0.43582950399999987,0.65,1.8599999999999999
CAND-219E2C98DF5995,POSCO_KR,POSCO,P2,PORT-7DC46150E6EE,ACCELERATED_15C,388.383849,40726.927,104.862565,False,False,2040,5.624092200000003,-5.624092200000003,True,True,True,True,,0.0,0.0,0.0,2,3,0.43582950399999987,0.65,1.8599999999999999
CAND-22439B2EE07AD0,POSCO_KR,POSCO,P2,PORT-0EE037EBD6C8,DISCLOSED_PATH,387.333846,42623.64,110.043675,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,3,3,0.435829504,0.65,1.8599999999999999
CAND-22439B2EE07AD0,POSCO_KR,POSCO,P2,PORT-0EE037EBD6C8,ACCELERATED_15C,387.333846,38857.074,100.319337,False,False,2040,4.949092600000004,-4.949092600000004,True,True,True,True,,0.0,0.0,0.0,3,3,0.435829504,0.65,1.8599999999999999
CAND-2326AF763A3588,POSCO_KR,POSCO,P2,PORT-81FCB4F2E5A2,DISCLOSED_PATH,340.414219,26612.602,78.177118,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.435829504,0.65,1.86
CAND-2326AF763A3588,POSCO_KR,POSCO,P2,PORT-81FCB4F2E5A2,ACCELERATED_15C,340.414219,22845.739,67.111587,False,False,2040,0.5539992100000006,-0.5539992100000006,True,True,True,True,,0.0,0.0,0.0,3,3,0.435829504,0.65,1.86
CAND-246A81370ACBB0,POSCO_KR,POSCO,P2,PORT-CD2F629A3E6E,DISCLOSED_PATH,345.551235,28435.294,82.289661,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,2,3,0.3670282239999999,0.65,1.38
CAND-246A81370ACBB0,POSCO_KR,POSCO,P2,PORT-CD2F629A3E6E,ACCELERATED_15C,345.551235,24476.918,70.834409,False,False,2035,7.319746265000003,-7.319746265000003,True,True,True,True,,0.0,0.0,0.0,2,3,0.3670282239999999,0.65,1.38
CAND-2568A716EEF6E8,POSCO_KR,POSCO,P1,PORT-F833A94324B4,DISCLOSED_PATH,200.014276,11390.939,56.950629,False,False,2035,0.22908671178420548,-0.22908671178420548,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2199999999999998
CAND-2568A716EEF6E8,POSCO_KR,POSCO,P1,PORT-F833A94324B4,ACCELERATED_15C,200.014276,8934.751,44.670564,False,False,2030,17.86399345,-17.86399345,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2199999999999998
CAND-25E596C7BBF514,POSCO_KR,POSCO,P1,PORT-2038E8D6C481,DISCLOSED_PATH,428.201226,29861.829,69.737841,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,4.583295980000006,0.04299987899999996,0.0,2,3,0.3934020479999999,0.65,1.5399999999999998
CAND-25E596C7BBF514,POSCO_KR,POSCO,P1,PORT-2038E8D6C481,ACCELERATED_15C,428.201226,24946.989,58.259966,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3934020479999999,0.65,1.5399999999999998
CAND-26D54185A83CF5,POSCO_KR,POSCO,P3,PORT-81FCB4F2E5A2,DISCLOSED_PATH,340.414219,25883.458,76.035185,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.435829504,0.65,1.86
CAND-26D54185A83CF5,POSCO_KR,POSCO,P3,PORT-81FCB4F2E5A2,ACCELERATED_15C,340.414219,21736.304,63.852515,False,False,2040,0.5539992100000006,-0.5539992100000006,True,True,True,True,,0.0,0.0,0.0,3,3,0.435829504,0.65,1.86
CAND-2712C702DDAE02,POSCO_KR,POSCO,P1,PORT-7DC46150E6EE,DISCLOSED_PATH,388.383849,45465.323,117.062857,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,2,3,0.43582950399999987,0.65,1.8599999999999999
CAND-2712C702DDAE02,POSCO_KR,POSCO,P1,PORT-7DC46150E6EE,ACCELERATED_15C,388.383849,42208.426,108.67709,False,False,2040,5.624092200000003,-5.624092200000003,True,True,True,True,,0.0,0.0,0.0,2,3,0.43582950399999987,0.65,1.8599999999999999
CAND-2775122CBD1438,POSCO_KR,POSCO,P1,PORT-34425DFA5633,DISCLOSED_PATH,330.911223,17524.843,52.959349,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.3670282239999999,0.65,1.3800000000000001
CAND-2775122CBD1438,POSCO_KR,POSCO,P1,PORT-34425DFA5633,ACCELERATED_15C,330.911223,13548.406,40.942722,False,False,2040,2.9297482850000023,-2.9297482850000023,True,True,True,True,,0.0,0.0,0.0,3,3,0.3670282239999999,0.65,1.3800000000000001
CAND-27EB06146B7A52,POSCO_KR,POSCO,P3,PORT-13C60822C05B,DISCLOSED_PATH,437.704222,37480.183,85.629018,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,2,3,0.45933660799999987,0.65,2.02
CAND-27EB06146B7A52,POSCO_KR,POSCO,P3,PORT-13C60822C05B,ACCELERATED_15C,437.704222,32023.823,73.163158,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
CAND-2A6D4478832AD4,POSCO_KR,POSCO,P1,PORT-92CC472C5A75,DISCLOSED_PATH,420.701234,20099.13,47.775306,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2037,5.183293880000004,0.0,0.0,2,3,0.3934020479999999,0.65,1.54
CAND-2A6D4478832AD4,POSCO_KR,POSCO,P1,PORT-92CC472C5A75,ACCELERATED_15C,420.701234,14865.662,35.335438,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2037,0.18329388000000435,0.0,0.0,2,3,0.3934020479999999,0.65,1.54
CAND-2B083F97838C06,POSCO_KR,POSCO,P2,PORT-0442454A7656,DISCLOSED_PATH,256.811227,27760.516,108.096972,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,2,3,0.33950771199999996,0.65,1.22
CAND-2B083F97838C06,POSCO_KR,POSCO,P2,PORT-0442454A7656,ACCELERATED_15C,256.811227,25109.036,97.772344,False,False,2035,17.179747135000003,-17.179747135000003,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.22
CAND-2B5676B6D45C1A,POSCO_KR,POSCO,P1,PORT-C84CC20B372A,DISCLOSED_PATH,267.633863,1978.179,7.391363,False,False,2040,3.29909035,-3.29909035,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74
CAND-2B5676B6D45C1A,POSCO_KR,POSCO,P1,PORT-C84CC20B372A,ACCELERATED_15C,267.633863,-1927.496,-7.20199,False,False,2035,22.99909035,-22.99909035,True,True,True,True,,0.0,0.0,0.0,2,3,0.25895987200000004,0.65,0.74
CAND-2DFF873B7DBA5A,POSCO_KR,POSCO,P1,PORT-914DDED0291C,DISCLOSED_PATH,443.501227,46316.437,104.433616,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,2,3,0.45933660799999987,0.65,2.0199999999999996
CAND-2DFF873B7DBA5A,POSCO_KR,POSCO,P1,PORT-914DDED0291C,ACCELERATED_15C,443.501227,42196.665,95.144415,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.0199999999999996
CAND-2E3979656A2F4C,POSCO_KR,POSCO,P1,PORT-BC271EDDCEA1,DISCLOSED_PATH,284.343839,28342.183,99.675742,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,2,3,0.33950771199999996,0.65,1.22
CAND-2E3979656A2F4C,POSCO_KR,POSCO,P1,PORT-BC271EDDCEA1,ACCELERATED_15C,284.343839,25597.35,90.022522,False,False,2040,17.184093220000005,-17.184093220000005,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.22
CAND-2EAFEFF65EF371,POSCO_KR,POSCO,P1,PORT-39601EAF8865,DISCLOSED_PATH,193.924259,11537.636,59.495579,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002
CAND-2EAFEFF65EF371,POSCO_KR,POSCO,P1,PORT-39601EAF8865,ACCELERATED_15C,193.924259,9128.594,47.072986,False,False,2030,13.94899577,-13.94899577,True,True,True,True,,0.0,0.0,0.0,2,3,0.33950771199999996,0.65,1.2200000000000002
CAND-2F5D03A613EDBE,POSCO_KR,POSCO,P1,PORT-0E469489028A,DISCLOSED_PATH,261.543846,2124.876,8.124359,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
CAND-2F5D03A613EDBE,POSCO_KR,POSCO,P1,PORT-0E469489028A,ACCELERATED_15C,261.543846,-1733.653,-6.628536,False,False,2035,19.084092670000008,-19.084092670000008,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
CAND-2FCEDED2C189C1,POSCO_KR,POSCO,P4,PORT-08632101CCF5,DISCLOSED_PATH,488.606259,30730.025,62.893229,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2036,0.0,0.0,0.063446895000002,3,3,0.459336608,0.65,2.02
CAND-2FCEDED2C189C1,POSCO_KR,POSCO,P4,PORT-08632101CCF5,ACCELERATED_15C,488.606259,24223.062,49.575832,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02
CAND-33464B9BFCF5F1,POSCO_KR,POSCO,P2,PORT-88B20AD20AAC,DISCLOSED_PATH,402.633847,58693.543,145.773991,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,3,3,0.49715238399999995,0.65,2.34
CAND-33464B9BFCF5F1,POSCO_KR,POSCO,P2,PORT-88B20AD20AAC,ACCELERATED_15C,402.633847,55538.506,137.937997,False,False,2040,3.2490924500000027,-3.2490924500000027,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.34
CAND-34EC5D94896BC9,POSCO_KR,POSCO,P1,PORT-560F313069EA,DISCLOSED_PATH,442.451224,44410.682,100.374187,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2029,0.0,0.04299987899999996,0.0,3,3,0.45933660799999987,0.65,2.02
CAND-34EC5D94896BC9,POSCO_KR,POSCO,P1,PORT-560F313069EA,ACCELERATED_15C,442.451224,40240.81,90.949708,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.45933660799999987,0.65,2.02
CAND-3507880EF33BF0,POSCO_KR,POSCO,P1,PORT-F28B31921945,DISCLOSED_PATH,322.751241,2829.293,8.766172,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2037,3.1582950799999985,0.0,0.0,2,3,0.2898365439999999,0.65,0.8999999999999999
CAND-3507880EF33BF0,POSCO_KR,POSCO,P1,PORT-F28B31921945,ACCELERATED_15C,322.751241,-1939.258,-6.008522,False,False,2035,9.219745714999998,-9.219745714999998,True,True,True,True,,0.0,0.0,0.0,2,3,0.2898365439999999,0.65,0.8999999999999999
CAND-3628A7B8A49C9B,POSCO_KR,POSCO,P2,PORT-582BD7A8624A,DISCLOSED_PATH,143.553883,15324.165,106.74852,False,False,2040,8.029089730000003,-8.029089730000003,True,True,True,True,,0.0,0.0,0.0,3,3,0.3107906560000001,0.65,1.0599999999999998
CAND-3628A7B8A49C9B,POSCO_KR,POSCO,P2,PORT-582BD7A8624A,ACCELERATED_15C,143.553883,13904.017,96.855735,False,False,2030,27.729089730000002,-27.729089730000002,True,True,True,True,,0.0,0.0,0.0,3,3,0.3107906560000001,0.65,1.0599999999999998
CAND-368B9DEAF0CA93,POSCO_KR,POSCO,P5,PORT-1319BCCBA344,DISCLOSED_PATH,449.530784,59460.37,132.272075,True,False,,0.0,2.0275124185786808e-05,False,False,True,True,2028,0.0,0.16799987899999996,0.0,3,3,0.49715238399999995,0.65,2.34
CAND-368B9DEAF0CA93,POSCO_KR,POSCO,P5,PORT-1319BCCBA344,ACCELERATED_15C,449.530784,52198.579,116.117919,False,False,2040,3.2490924500000027,-3.2490924500000027,True,True,True,True,,0.0,0.0,0.0,3,3,0.49715238399999995,0.65,2.34
CAND-3C2E939294CFA6,POSCO_KR,POSCO,P1,PORT-0DA980ACBA29,DISCLOSED_PATH,365.583855,19248.016,52.650071,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.3670282239999999,0.65,1.38
CAND-3C2E939294CFA6,POSCO_KR,POSCO,P1,PORT-0DA980ACBA29,ACCELERATED_15C,365.583855,14877.424,40.69497,False,False,2040,7.524091650000003,-7.524091650000003,True,True,True,True,,0.0,0.0,0.0,2,3,0.3670282239999999,0.65,1.38
