company_id,company_name,scenario_id,plan_id,facility_id,facility_name,region,transition_year,baseline_technology_id,baseline_technology_name,technology_id,technology_name,aligned_capex_bn_krw,incremental_capex_bn_krw,capacity_mtpa,output_mt,baseline_emissions_mtco2,emissions_2030_mtco2,emissions_2040_mtco2,residual_emissions_mtco2,annual_avoided_emissions_mtco2,cumulative_avoided_emissions_mtco2,base_case_gross_cost_bn_krw,base_case_policy_support_bn_krw,base_case_cash_cost_before_support_bn_krw,base_case_net_cash_cost_after_support_bn_krw,base_case_avoided_carbon_cost_value_bn_krw,base_case_net_cost_bn_krw,base_case_capex_cost_bn_krw,base_case_fixed_opex_cost_bn_krw,base_case_electricity_cost_bn_krw,base_case_hydrogen_cost_bn_krw,base_case_contract_premium_bn_krw,base_case_carbon_value_bn_krw,data_status,source_note,candidate_id,template_plan_id,physical_portfolio_id,candidate_path_count,candidate_p50_kkrw_per_tco2,candidate_tcar_kkrw_per_tco2,common_avoided_emissions_mtco2,deterministic_economic_npv_bn_krw,deterministic_cost_common_kkrw_per_tco2,carbon_budget_feasible,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years
KOBE_STEEL_JP,Kobe Steel,DISCLOSED_PATH,P7,KOB-TAKA,Takasago Works EAF block,다카사고,2030,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,40.04,12.32,0.14,0.1,0.05,0.01,0.01,0.01,0.04,0.44,-2.886,1.474,12.55,11.075,15.436,-4.36,9.426,0.0,2.603,0.0,0.52,-15.436,model_estimate,다카사고 포함 공식 조강 총량에 맞춘 소규모 EAF 블록 추정,CAND-0E9003448A63C3,P7,PORT-F194BB679477,1000,151.110277,1.285255,131.48782,19837.419,150.868867,True,False,,0.0,9.990856690045291e-05,False,False,True,True,2028,0.0,0.012250011000000005,0.0,1,1,0.3612199999999999,0.6,1.54
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P7,KOB-BF1,Kakogawa Works BF 블록 1,가코가와,2028,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,3118.5,2425.5,3.15,2.95,7.173636,0.59,0.59,0.59,6.583636,85.587273,18567.543,7401.391,22878.901,15477.51,4311.358,11166.152,2065.589,265.806,2384.723,17230.56,932.223,-4311.358,model_estimate,Kobe Steel 공식 조강·목표경계 배출 총량에 맞춘 블록 배분,CAND-0E9003448A63C3,P7,PORT-F194BB679477,1000,125.017179,1.138059,131.48782,16410.005,124.802469,True,True,,0.0,9.990856690045291e-05,True,True,True,True,,0.0,0.0,0.0,1,1,0.3612199999999999,0.6,1.54
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P7,KOB-BF3,Kakogawa Works BF 블록 3,가코가와,2034,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,3019.5,2348.5,3.05,2.909999,7.076364,7.076364,0.582,0.582,6.494364,45.460547,8693.201,3437.558,11068.43,7630.872,2375.229,5255.643,1450.502,118.533,1117.072,7930.995,451.327,-2375.229,model_estimate,2016년 BF3 개수와 장기 수명주기를 반영한 재투자연도 추정,CAND-0E9003448A63C3,P7,PORT-F194BB679477,1000,125.017179,1.138059,131.48782,16410.005,124.802469,True,True,,0.0,9.990856690045291e-05,True,True,True,True,,0.0,0.0,0.0,1,1,0.3612199999999999,0.6,1.54
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P7,KOB-TAKA,Takasago Works EAF block,다카사고,2030,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,40.04,12.32,0.14,0.1,0.05,0.01,0.01,0.01,0.04,0.44,-9.824,1.966,12.811,10.845,22.635,-11.79,9.426,0.0,2.853,0.0,0.531,-22.635,model_estimate,다카사고 포함 공식 조강 총량에 맞춘 소규모 EAF 블록 추정,CAND-0E9003448A63C3,P7,PORT-F194BB679477,1000,125.017179,1.138059,131.48782,16410.005,124.802469,True,True,,0.0,9.990856690045291e-05,True,True,True,True,,0.0,0.0,0.0,1,1,0.3612199999999999,0.6,1.54
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,NS-EAST,East Nippon Works 블록,동일본,2034,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,8019.0,6237.0,8.1,7.200001,15.239652,15.239652,1.44,1.44,13.799651,96.597559,21295.71,1078.603,24687.595,23608.992,3391.885,20217.107,3852.154,346.602,2483.549,18005.29,0.0,-3391.885,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,1000,87.263296,23.470563,454.753949,38138.549,83.866339,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,NS-KANSAI,Kansai Works 블록,간사이,2036,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6237.0,4851.0,6.3,5.600001,11.853062,11.853062,1.12,1.12,10.733062,53.665311,11805.356,753.724,13679.935,12926.211,1874.579,11051.632,2691.871,181.997,1314.06,9492.007,0.0,-1874.579,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,1000,87.263296,23.470563,454.753949,38138.549,83.866339,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,NS-KYUSHU,Kyushu Works Yawata 블록,규슈,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,6160.0,3960.0,10.0,9.0,19.049562,4.05,4.05,4.05,14.999562,179.994744,4703.992,799.145,10996.19,10197.045,6292.198,3904.847,3196.578,462.398,7337.214,0.0,0.0,-6292.198,model_estimate,Yawata BF→EAF 공시 방향을 반영해 조기 재투자 창을 설정; 블록 생산량 추정,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,1000,87.263296,23.470563,454.753949,38138.549,83.866339,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,NS-NAGOYA,Nagoya Works 블록,나고야,2032,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4312.0,2772.0,7.0,6.199998,13.123027,13.123027,2.789999,2.789999,10.333028,92.997254,2339.315,476.394,5610.132,5133.739,3270.817,1862.921,1905.575,187.564,3516.993,0.0,0.0,-3270.817,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,1000,87.263296,23.470563,454.753949,38138.549,83.866339,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P1,NS-SETOUCHI,Setouchi Works Hirohata 블록,세토우치,2038,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4620.0,2970.0,7.5,6.3,13.334693,13.334693,2.835,2.835,10.499693,31.49908,1472.222,370.181,2563.443,2193.262,1091.221,1102.041,1480.725,53.641,1029.077,0.0,0.0,-1091.221,model_estimate,Hirohata EAF 투자 방향을 반영한 복합 블록; 생산량·재투자연도 추정,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,1000,87.263296,23.470563,454.753949,38138.549,83.866339,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,NS-EAST,East Nippon Works 블록,동일본,2034,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,8019.0,6237.0,8.1,7.200001,15.239652,15.239652,1.44,1.44,13.799651,96.597559,21538.694,1348.254,26585.738,25237.484,5047.043,20190.441,3852.154,346.602,2763.891,19623.091,0.0,-5047.043,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,1000,78.079664,26.246184,454.753949,33926.565,74.604223,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,NS-KANSAI,Kansai Works 블록,간사이,2036,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6237.0,4851.0,6.3,5.600001,11.853062,11.853062,1.12,1.12,10.733062,53.665311,11957.133,942.155,14756.282,13814.127,2799.149,11014.978,2691.871,181.997,1472.667,10409.747,0.0,-2799.149,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,1000,78.079664,26.246184,454.753949,33926.565,74.604223,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,NS-KYUSHU,Kyushu Works Yawata 블록,규슈,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,6160.0,3960.0,10.0,9.0,19.049562,4.05,4.05,4.05,14.999562,179.994744,2492.385,958.973,11668.319,10709.345,9175.933,1533.412,3196.578,462.398,8009.343,0.0,0.0,-9175.933,model_estimate,Yawata BF→EAF 공시 방향을 반영해 조기 재투자 창을 설정; 블록 생산량 추정,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,1000,78.079664,26.246184,454.753949,33926.565,74.604223,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,NS-NAGOYA,Nagoya Works 블록,나고야,2032,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4312.0,2772.0,7.0,6.199998,13.123027,13.123027,2.789999,2.789999,10.333028,92.997254,1141.656,571.672,5978.303,5406.631,4836.648,569.983,1905.575,187.564,3885.164,0.0,0.0,-4836.648,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,1000,78.079664,26.246184,454.753949,33926.565,74.604223,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,NS-SETOUCHI,Setouchi Works Hirohata 블록,세토우치,2038,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4620.0,2970.0,7.5,6.3,13.334693,13.334693,2.835,2.835,10.499693,31.49908,1061.969,444.218,2695.327,2251.11,1633.359,617.751,1480.725,53.641,1160.962,0.0,0.0,-1633.359,model_estimate,Hirohata EAF 투자 방향을 반영한 복합 블록; 생산량·재투자연도 추정,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,1000,78.079664,26.246184,454.753949,33926.565,74.604223,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,2575.0,515.0,10.3,9.502996,19.725693,19.725693,18.055693,18.055693,1.67,6.679998,154.145,0.0,393.911,393.911,239.766,154.145,270.88,73.935,49.095,0.0,0.0,-239.766,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,1000,9.265458,7.007025,261.543846,2124.876,8.124359,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,0.246,6.255,115.773,109.517,115.527,-6.009,62.553,14.814,38.405,0.0,0.0,-115.527,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,1000,9.265458,7.007025,261.543846,2124.876,8.124359,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-GWY-W,광양제철소 BF 블록 A,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,5768.0,3708.0,10.3,9.499999,19.719471,19.719471,4.275,4.275,15.444471,92.666828,1274.002,325.616,4627.949,4302.332,3353.947,948.385,2170.777,263.8,2193.372,0.0,0.0,-3353.947,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,1000,9.265458,7.007025,261.543846,2124.876,8.124359,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-POH-N,포항제철소 BF 블록 A,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4592.0,2952.0,8.2,7.599998,15.775574,3.419999,3.419999,3.419999,12.355575,148.266898,1376.259,357.436,6763.368,6405.932,5387.108,1018.824,2382.904,446.25,3934.214,0.0,0.0,-5387.108,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,1000,9.265458,7.007025,261.543846,2124.876,8.124359,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-POH-S,포항제철소 BF 블록 B,포항,2032,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,1850.0,370.0,7.4,6.800001,14.114992,14.114992,12.920001,12.920001,1.194991,10.754922,9.531,0.0,401.351,401.351,391.819,9.531,254.352,102.858,44.141,0.0,0.0,-391.819,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,1000,9.265458,7.007025,261.543846,2124.876,8.124359,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,ACCELERATED_15C,P1,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,2575.0,515.0,10.3,9.502996,19.725693,19.725693,18.055693,18.055693,1.67,6.679998,45.76,0.0,400.609,400.609,354.849,45.76,270.88,73.935,55.794,0.0,0.0,-354.849,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,1000,-5.418943,7.543809,261.543846,-1733.653,-6.628536,False,False,2035,19.084092670000008,-19.084092670000008,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,ACCELERATED_15C,P1,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,-49.178,9.383,120.354,110.971,169.532,-58.561,62.553,14.814,42.986,0.0,0.0,-169.532,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,1000,-5.418943,7.543809,261.543846,-1733.653,-6.628536,False,False,2035,19.084092670000008,-19.084092670000008,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,ACCELERATED_15C,P1,POS-GWY-W,광양제철소 BF 블록 A,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,5768.0,3708.0,10.3,9.499999,19.719471,19.719471,4.275,4.275,15.444471,92.666828,-39.988,434.155,4908.849,4474.693,4948.836,-474.143,2170.777,263.8,2474.272,0.0,0.0,-4948.836,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-2F5D03A613EDBE,P1,PORT-0E469489028A,1000,-5.418943,7.543809,261.543846,-1733.653,-6.628536,False,False,2035,19.084092670000008,-19.084092670000008,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
